"","cow_id","quarter","first_date","first_visit","first_farm","first_order","first_path_1","first_path1_imi","first_path_2","first_path2_imi","first_path_3","first_path3_imi","first_path_4","first_path4_imi","first_quarter_code","first_isolate_1","first_path_1_maldi_final_id","first_fix_1","first_isolate_2","first_path_2_maldi_final_id","first_fix_2","first_isolate_3","first_path_3_maldi_final_id","first_fix_3","first_isolate_4","first_path_4_maldi_final_id","first_fix_4","first_clinical","first_blind","first_teatinj","first_pstmilking","first_mixed.inf_series","first_dup_not_collected","first_imi_series","first_hygiene_scorer_1","first_hygiene_1","first_hygiene_scorer_2","first_hygiene_2","first_cc_1","first_cc_2","first_cc_3","first_scc","first_contam","first_contam_comment","first_uniqueID","second_date","second_visit","second_farm","second_order","second_path_1","second_path1_imi","second_path_2","second_path2_imi","second_path_3","second_path3_imi","second_path_4","second_path4_imi","second_quarter_code","second_isolate_1","second_path_1_maldi_final_id","second_fix_1","second_isolate_2","second_path_2_maldi_final_id","second_fix_2","second_isolate_3","second_path_3_maldi_final_id","second_fix_3","second_isolate_4","second_path_4_maldi_final_id","second_fix_4","second_clinical","second_blind","second_teatinj","second_pstmilking","second_mixed.inf_series","second_dup_not_collected","second_imi_series","second_hygiene_scorer_1","second_hygiene_1","second_hygiene_scorer_2","second_hygiene_2","second_cc_1","second_cc_2","second_cc_3","second_scc","second_contam","second_contam_comment","second_uniqueID","third_date","third_visit","third_farm","third_order","third_path_1","third_path1_imi","third_path_2","third_path2_imi","third_path_3","third_path3_imi","third_path_4","third_path4_imi","third_quarter_code","third_isolate_1","third_path_1_maldi_final_id","third_fix_1","third_isolate_2","third_path_2_maldi_final_id","third_fix_2","third_isolate_3","third_path_3_maldi_final_id","third_fix_3","third_isolate_4","third_path_4_maldi_final_id","third_fix_4","third_clinical","third_blind","third_teatinj","third_pstmilking","third_mixed.inf_series","third_dup_not_collected","third_imi_series","third_hygiene_scorer_1","third_hygiene_1","third_hygiene_scorer_2","third_hygiene_2","third_cc_1","third_cc_2","third_cc_3","third_scc","third_contam","third_contam_comment","third_uniqueID","fourth_date","fourth_visit","fourth_farm","fourth_order","fourth_path_1","fourth_path1_imi","fourth_path_2","fourth_path2_imi","fourth_path_3","fourth_path3_imi","fourth_path_4","fourth_path4_imi","fourth_quarter_code","fourth_isolate_1","fourth_path_1_maldi_final_id","fourth_fix_1","fourth_isolate_2","fourth_path_2_maldi_final_id","fourth_fix_2","fourth_isolate_3","fourth_path_3_maldi_final_id","fourth_fix_3","fourth_isolate_4","fourth_path_4_maldi_final_id","fourth_fix_4","fourth_clinical","fourth_blind","fourth_teatinj","fourth_pstmilking","fourth_mixed.inf_series","fourth_dup_not_collected","fourth_imi_series","fourth_hygiene_scorer_1","fourth_hygiene_1","fourth_hygiene_scorer_2","fourth_hygiene_2","fourth_cc_1","fourth_cc_2","fourth_cc_3","fourth_scc","fourth_contam","fourth_contam_comment","fourth_uniqueID"
"11","201_Glennview","RH","1.14.2020","first","Glennview",4,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"6000","","","201_Glennview_RH","2.19.2020","second","Glennview",12,"","","","","","","","",8,"","","","","","","","",NA,"","",NA,"","","","","","","","m",2,"c",2,NA,NA,NA,"12000","yes","","201_Glennview_RH","3.19.2020","third","Glennview",21,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",3,"c",4,NA,NA,NA,"12000","","","201_Glennview_RH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"201_Glennview_RH_fourth"
"12","204_Glennview","RH","1.14.2020","first","Glennview",14,"","","","","","","","",4,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"3000","","","204_Glennview_RH","2.19.2020","second","Glennview",29,"","","","","","","","",4,"","","","","","","","",NA,"","",NA,"","","","","","","","m",2,"c",2,NA,NA,NA,"5000","","","204_Glennview_RH","3.19.2020","third","Glennview",22,"","","","","","","","",7,"","","","","","","","",NA,"","",NA,"","","","","","","","j",3,"c",3,NA,NA,NA,"7000","","","204_Glennview_RH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"204_Glennview_RH_fourth"
"13","205_Glennview","LF","1.14.2020","first","Glennview",35,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",3,"c",3,NA,NA,NA,"3000","","","205_Glennview_LF","2.19.2020","second","Glennview",4,"","","","","","","","",13,"","","","","","","","",NA,"","",NA,"","","","","","","","m",3,"c",2,NA,NA,NA,"2000","","","205_Glennview_LF","3.19.2020","third","Glennview",27,"","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"9000","","","205_Glennview_LF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"205_Glennview_LF_fourth"
"14","205_Glennview","RF","1.14.2020","first","Glennview",35,"","","","","","","","",4,"","","","","","","","",NA,"","",NA,"","","","","","","","j",3,"c",3,NA,NA,NA,"4000","","","205_Glennview_RF","2.19.2020","second","Glennview",4,"","","","","","","","",8,"","","","","","","","",NA,"","",NA,"","","","","","","","m",3,"c",2,NA,NA,NA,"6000","yes","","205_Glennview_RF","3.19.2020","third","Glennview",27,"","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"3000","","","205_Glennview_RF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"205_Glennview_RF_fourth"
"15","205_Glennview","RH","1.14.2020","first","Glennview",35,"cns","yes2","","","","","","",2,"gv048","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",3,"c",3,NA,NA,NA,"22000","","","205_Glennview_RH","2.19.2020","second","Glennview",4,"","","","","","","","",8,"","","","","","","","",NA,"","",NA,"","","","","","","","m",3,"c",2,NA,NA,NA,"36000","yes","","205_Glennview_RH","3.19.2020","third","Glennview",27,"cns","yes2","","","","","","",2,"gv147","staphylococcus chromogenes","","","","","","",NA,"","",NA,"","","","","no","","yes","j",2,"c",2,NA,NA,NA,"58000","","","205_Glennview_RH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"205_Glennview_RH_fourth"
"16","23_Choiniere","LF","12.11.2019","first","Choiniere",19,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,"c",1,NA,NA,NA,"2000","","","23_Choiniere_LF","1.21.2020","second","Choiniere",31,"","","","","","","","",4,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,"c",1,NA,NA,NA,"5000","","","23_Choiniere_LF","2.17.2020","third","Choiniere",24,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,NA,NA,NA,NA,NA,"2000","","","23_Choiniere_LF","3.16.2020","fourth","Choiniere",12,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"8000","","","23_Choiniere_LF_fourth"
"17","26_Choiniere","LF","12.11.2019","first","Choiniere",12,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"78000","","","26_Choiniere_LF","1.21.2020","second","Choiniere",19,"","","","","","","","",4,"","","","","","","","",NA,"","",NA,"","","","","","","","j",3,"c",2,NA,NA,NA,"150000","","","26_Choiniere_LF","2.17.2020","third","Choiniere",33,"","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,NA,NA,NA,NA,NA,"120000","","","26_Choiniere_LF","3.16.2020","fourth","Choiniere",28,"","","","","","","","",4,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,"c",3,NA,NA,NA,"640000","","","26_Choiniere_LF_fourth"
"18","26_Choiniere","LH","12.11.2019","first","Choiniere",12,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"96000","","","26_Choiniere_LH","1.21.2020","second","Choiniere",19,"","","","","","","","",7,"","","","","","","","",NA,"","",NA,"","","","","","","","j",3,"c",2,NA,NA,NA,"86000","","","26_Choiniere_LH","2.17.2020","third","Choiniere",33,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,NA,NA,NA,NA,NA,"100000","","","26_Choiniere_LH","3.16.2020","fourth","Choiniere",28,"","","","","","","","",19,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,"c",3,NA,NA,NA,"180000","","","26_Choiniere_LH_fourth"
"19","26_Choiniere","RF","12.11.2019","first","Choiniere",12,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"53000","","","26_Choiniere_RF","1.21.2020","second","Choiniere",19,"","","","","","","","",4,"","","","","","","","",NA,"","",NA,"","","","","","","","j",3,"c",2,NA,NA,NA,"120000","","","26_Choiniere_RF","2.17.2020","third","Choiniere",33,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,NA,NA,NA,NA,NA,"82000","","","26_Choiniere_RF","3.16.2020","fourth","Choiniere",28,"","","","","","","","",8,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,"c",3,NA,NA,NA,"270000","yes","","26_Choiniere_RF_fourth"
"20","26_Choiniere","RH","12.11.2019","first","Choiniere",12,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"181000","","","26_Choiniere_RH","1.21.2020","second","Choiniere",19,"","","","","","","","",8,"","","","","","","","",NA,"","",NA,"","","","","","","","j",3,"c",2,NA,NA,NA,"250000","yes","strep+coryne+cns","26_Choiniere_RH","2.17.2020","third","Choiniere",33,"","","","","","","","",7,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,NA,NA,NA,NA,NA,"170000","","","26_Choiniere_RH","3.16.2020","fourth","Choiniere",28,"","","","","","","","",13,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,"c",3,NA,NA,NA,"420000","","","26_Choiniere_RH_fourth"
"21","27_Glennview","LF","1.14.2020","first","Glennview",18,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"580000","","","27_Glennview_LF","2.19.2020","second","Glennview",14,"","","","","","","","",4,"","","","","","","","",NA,"","",NA,"","","","","","","","m",3,"c",2,NA,NA,NA,"390000","","","27_Glennview_LF","3.19.2020","third","Glennview",26,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,"c",3,NA,NA,NA,"550000","","","27_Glennview_LF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27_Glennview_LF_fourth"
"22","28_Choiniere","RF","12.11.2019","first","Choiniere",33,"","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","","j",3,"c",2,NA,NA,NA,"8000","","","28_Choiniere_RF","1.21.2020","second","Choiniere",27,"","","","","","","","",8,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"7000","yes","","28_Choiniere_RF","2.17.2020","third","Choiniere",22,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",3,NA,NA,NA,NA,NA,"15000","","","28_Choiniere_RF","3.16.2020","fourth","Choiniere",31,"","","","","","","","",7,"","","","","","","","",NA,"","",NA,"","","","","","","","j",3,"c",3,NA,NA,NA,"96000","","","28_Choiniere_RF_fourth"
"23","28_Choiniere","RH","12.11.2019","first","Choiniere",33,"","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","","j",3,"c",2,NA,NA,NA,"3000","","","28_Choiniere_RH","1.21.2020","second","Choiniere",27,"","","","","","","","",8,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"30000","yes","","28_Choiniere_RH","2.17.2020","third","Choiniere",22,"","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","","j",3,NA,NA,NA,NA,NA,"6000","","","28_Choiniere_RH","3.16.2020","fourth","Choiniere",31,"","","","","","","","",10,"","","","","","","","",NA,"","",NA,"","","","","","","","j",3,"c",3,NA,NA,NA,"9000","","","28_Choiniere_RH_fourth"
"24","29_Swallowdale","LH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.22.2020","second","Swallowdale",5,"","","","","","","","",8,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,NA,NA,NA,NA,NA,"35000","yes","","29_Swallowdale_LH","2.28.2020","third","Swallowdale",9,"","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,"250000","","","29_Swallowdale_LH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29_Swallowdale_LH_fourth"
"25","29_Swallowdale","RH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.22.2020","second","Swallowdale",5,"","","","","","","","",4,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,NA,NA,NA,NA,NA,"150000","","","29_Swallowdale_RH","2.28.2020","third","Swallowdale",9,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,"490000","","","29_Swallowdale_RH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29_Swallowdale_RH_fourth"
"26","3_Choiniere","LH","12.11.2019","first","Choiniere",14,"","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","","j",3,"c",3,NA,NA,NA,"0","","","3_Choiniere_LH","1.21.2020","second","Choiniere",18,"","","","","","","","",4,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"4000","","","3_Choiniere_LH","2.17.2020","third","Choiniere",31,"","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","","j",3,NA,NA,NA,NA,NA,"2000","","","3_Choiniere_LH","3.16.2020","fourth","Choiniere",23,"","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"0","","","3_Choiniere_LH_fourth"
