"","date","visit","farm","order","cow_id","quarter","path_1","path1_imi","path_2","path2_imi","path_3","path3_imi","path_4","path4_imi","quarter_code","isolate_1","path_1_maldi_final_id","fix_1","isolate_2","path_2_maldi_final_id","fix_2","isolate_3","path_3_maldi_final_id","fix_3","isolate_4","path_4_maldi_final_id","fix_4","clinical","blind","teatinj","pstmilking","mixed_inf_series","dup_not_collected","imi_series","hygiene_scorer_1","hygiene_1","hygiene_scorer_2","hygiene_2","cc_1","cc_2","cc_3","scc","contam","contam_comment"
"110","1.10.2020","second","StonyPond",19,"robin","RH","cns","yes1","","","","","","",1,"sp052","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",1,NA,NA,NA,NA,NA,50000,"",""
"111","1.10.2020","second","StonyPond",19,"robin","RF","cns","yes2","","","","","","",2,"sp053","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",1,NA,NA,NA,NA,NA,120000,"",""
"112","1.10.2020","second","StonyPond",20,"rashida","LH","cns","yes2","","","","","","",2,"sp054","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",3,NA,NA,NA,NA,NA,690000,"",""
"113","1.10.2020","second","StonyPond",20,"rashida","LF","cns","yes2","","","","","","",2,"sp055","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",3,NA,NA,NA,NA,NA,3100000,"",""
"114","1.10.2020","second","StonyPond",20,"rashida","RH","cns","yes2","","","","","","",2,"sp056","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",3,NA,NA,NA,NA,NA,370000,"",""
"115","1.10.2020","second","StonyPond",20,"rashida","RF","cns","yes2","","","","","","",2,"sp057","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",3,NA,NA,NA,NA,NA,1300000,"",""
"116","1.10.2020","second","StonyPond",21,"doris","LF","cns","yes2","","","","","","",2,"sp058","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",1,NA,NA,NA,NA,NA,640000,"",""
"117","1.10.2020","second","StonyPond",22,"ashley","LH","cns","yes2","","","","","","",2,"sp059","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",3,NA,NA,NA,NA,NA,280000,"",""
"118","1.10.2020","second","StonyPond",22,"ashley","LF","cns","yes2","","","","","","",2,"sp060","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",3,NA,NA,NA,NA,NA,560000,"",""
"119","1.10.2020","second","StonyPond",23,"chelsea","LH","cns","yes1","cns","no5","","","","",1,"sp050","","","sp051","","","","",NA,"","",NA,"","","","","no","","yes","j",2,NA,NA,NA,NA,NA,68000,"",""
"120","1.10.2020","second","StonyPond",24,"octavia","LH","cns","yes2","","","","","","",2,"sp061","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",3,NA,NA,NA,NA,NA,340000,"",""
"121","1.10.2020","second","StonyPond",24,"octavia","RH","cns","yes2","","","","","","",2,"sp062","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",3,NA,NA,NA,NA,NA,220000,"",""
"122","1.10.2020","second","StonyPond",31,"alexis","RH","cns","yes1","cns","no5","","","","",1,"sp070","","","sp071","","","","",NA,"","",NA,"","","","","no","","yes","j",3,NA,NA,NA,NA,NA,760000,"",""
"123","1.10.2020","second","StonyPond",31,"alexis","RF","cns","yes2","","","","","","",2,"sp072","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",3,NA,NA,NA,NA,NA,6100000,"",""
"124","1.14.2020","first","Glennview",3,"133","LH","cns","yes2","","","","","","",2,"gv003","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",4,"c",3,NA,NA,NA,65000,"",""
"125","1.14.2020","first","Glennview",6,"165","RH","cns","yes2","","","","","","",2,"gv010","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",1,"c",1,NA,NA,NA,80000,"",""
"126","1.14.2020","first","Glennview",6,"165","RF","cns","yes1","","","","","","",1,"gv011","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",1,"c",1,NA,NA,NA,97000,"",""
