"","cow_id","quarter","first_date","first_visit","first_farm","first_order","first_path_1","first_path1_IMI","first_path_2","first_path2_IMI","first_path_3","first_path3_IMI","first_path_4","first_path4_IMI","first_quarter_code","first_isolate_1","first_isolate_2","first_isolate_3","first_isolate_4","first_clinical","first_blind","first_teatinj","first_pstmilking","first_mixed_inf_series","first_dup_not_collected","first_IMI_series","first_hygiene_1","first_hygiene_2","first_cc_1","first_cc_2","first_cc_3","first_scc","first_contam","first_contam_comment","first_uniqueID","second_date","second_visit","second_farm","second_order","second_path_1","second_path1_IMI","second_path_2","second_path2_IMI","second_path_3","second_path3_IMI","second_path_4","second_path4_IMI","second_quarter_code","second_isolate_1","second_isolate_2","second_isolate_3","second_isolate_4","second_clinical","second_blind","second_teatinj","second_pstmilking","second_mixed_inf_series","second_dup_not_collected","second_IMI_series","second_hygiene_1","second_hygiene_2","second_cc_1","second_cc_2","second_cc_3","second_scc","second_contam","second_contam_comment","second_uniqueID","third_date","third_visit","third_farm","third_order","third_path_1","third_path1_IMI","third_path_2","third_path2_IMI","third_path_3","third_path3_IMI","third_path_4","third_path4_IMI","third_quarter_code","third_isolate_1","third_isolate_2","third_isolate_3","third_isolate_4","third_clinical","third_blind","third_teatinj","third_pstmilking","third_mixed_inf_series","third_dup_not_collected","third_IMI_series","third_hygiene_1","third_hygiene_2","third_cc_1","third_cc_2","third_cc_3","third_scc","third_contam","third_contam_comment","third_uniqueID","fourth_date","fourth_visit","fourth_farm","fourth_order","fourth_path_1","fourth_path1_IMI","fourth_path_2","fourth_path2_IMI","fourth_path_3","fourth_path3_IMI","fourth_path_4","fourth_path4_IMI","fourth_quarter_code","fourth_isolate_1","fourth_isolate_2","fourth_isolate_3","fourth_isolate_4","fourth_clinical","fourth_blind","fourth_teatinj","fourth_pstmilking","fourth_mixed_inf_series","fourth_dup_not_collected","fourth_IMI_series","fourth_hygiene_1","fourth_hygiene_2","fourth_cc_1","fourth_cc_2","fourth_cc_3","fourth_scc","fourth_contam","fourth_contam_comment","fourth_uniqueID","first_scc_200k","second_scc_200k","third_scc_200k","fourth_scc_200k"
"13","9_Choiniere","RH","12.11.2019","first","Choiniere",16,"","","","","","","","",3,"","","","","","","","","","","","NA","NA","NA","NA","NA",1407000,"","","9_Choiniere_RH","1.21.2020","second","Choiniere",3,"sa","yes2","","","","","","",2,"CF084","","","","","","","","no","","yes","NA","NA","NA","NA","NA",840000,"","","9_Choiniere_RH","2.17.2020","third","Choiniere",9,"sa","yes2","","","","","","",2,"CF147","","","","","","","","no","","yes","NA","NA","NA","NA","NA",1200000,"","","9_Choiniere_RH","3.16.2020","fourth","Choiniere",29,"sa","yes2","","","","","","",2,"CF230","","","","","","","","no","","yes","NA","NA","NA","NA","NA",1300000,"","","9_Choiniere_RH_fourth","yes","yes","yes","yes"
"14","93_Choiniere","LF","12.11.2019","first","Choiniere",32,"","","","","","","","",5,"","","","","","","","","","","","NA","NA","NA","NA","NA",587000,"","","93_Choiniere_LF","1.21.2020","second","Choiniere",23,"sa","yes2","","","","","","",2,"CF114","","","","","","","","no","","yes","NA","NA","NA","NA","NA",2500000,"","","93_Choiniere_LF","2.17.2020","third","Choiniere",18,"sa","yes2","","","","","","",2,"CF158","","","","","","","","no","","yes","NA","NA","NA","NA","NA",1800000,"","","93_Choiniere_LF","3.16.2020","fourth","Choiniere",14,"sa","yes2","","","","","","",2,"CF209","","","","","","","","no","","yes","NA","NA","NA","NA","NA",280000,"","","93_Choiniere_LF_fourth","yes","yes","yes","yes"
"15","aloha_OughtaBe","RH","1.3.2020","first","OughtaBe",4,"","","","","","","","",3,"","","","","","","","","","","","NA","NA","NA","NA","NA",4000,"","","aloha_OughtaBe_RH","2.14.2020","second","OughtaBe",2,"cns","yes1","","","","","","",1,"OB057","","","","","","","","no","","yes","NA","NA","NA","NA","NA",10000,"","","aloha_OughtaBe_RH","3.12.2020","third","OughtaBe",2,"","","","","","","","",10,"","","","","","","","","","","","NA","NA","NA","NA","NA",2000,"","","aloha_OughtaBe_RH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aloha_OughtaBe_RH_fourth","no","no","no",NA
"16","annabeth2_Paddlebridge","LF","1.17.2020","first","Paddlebridge",33,"","","","","","","","",3,"","","","","","","","","","","","NA","NA","NA","NA","NA",190000,"","","annabeth2_Paddlebridge_LF","2.21.2020","second","Paddlebridge",34,"sa","yes2","sa","other18","","","","",2,"PB058","PB059","","","","","","","no","","yes","NA","NA","NA","NA","NA",670000,"","","annabeth2_Paddlebridge_LF","3.20.2020","third","Paddlebridge",35,"sa","yes2","","","","","","",2,"PB102","","","","","","","","no","","yes","NA","NA","NA","NA","NA",1e+05,"","","annabeth2_Paddlebridge_LF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"annabeth2_Paddlebridge_LF_fourth","no","yes","no",NA
"17","chaloopa_Lynd","RF","12.19.2019","first","Lynd",9,"","","","","","","","",3,"","","","","","","","","","","","NA","NA","NA","NA","NA",16000,"","","chaloopa_Lynd_RF","1.30.2020","second","Lynd",16,"cns","yes2","","","","","","",2,"LF068","","","","","","","","no","","yes","NA","NA","NA","NA","NA",96000,"","","chaloopa_Lynd_RF","3.5.2020","third","Lynd",3,"","","","","","","","",7,"","","","","","","","","","","","NA","NA","NA","NA","NA",53000,"","","chaloopa_Lynd_RF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chaloopa_Lynd_RF_fourth","no","no","no",NA
"18","chelsea_StonyPond","LH","12.12.2019","first","StonyPond",33,"","","","","","","","",3,"","","","","","","","","","","","NA","NA","NA","NA","NA",11000,"","","chelsea_StonyPond_LH","1.10.2020","second","StonyPond",23,"cns","yes1","cns","no5","","","","",1,"SP050","SP051","","","","","","","no","","yes","NA","NA","NA","NA","NA",68000,"","","chelsea_StonyPond_LH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chelsea_StonyPond_LH_fourth","no","no",NA,NA
"19","darla_Lynd","RH","12.19.2019","first","Lynd",21,"","","","","","","","",3,"","","","","","","","","","","","NA","NA","NA","NA","NA",4000,"","","darla_Lynd_RH","1.30.2020","second","Lynd",24,"strep","yes2","","","","","","",2,"LF077","","","","","","","","no","","yes","NA","NA","NA","NA","NA",250000,"","","darla_Lynd_RH","3.5.2020","third","Lynd",4,"","","","","","","","",4,"","","","","","","","","","","","NA","NA","NA","NA","NA",790000,"","","darla_Lynd_RH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"darla_Lynd_RH_fourth","no","yes","yes",NA
"20","denise_Swallowdale","LF","12.13.2019","first","Swallowdale",6,"","","","","","","","",3,"","","","","","","","","","","","NA","NA","NA","NA","NA",23000,"","","denise_Swallowdale_LF","1.22.2020","second","Swallowdale",21,"cns","yes2","","","","","","",2,"SW077","","","","","","","","no","","yes","NA","NA","NA","NA","NA",250000,"","","denise_Swallowdale_LF","2.28.2020","third","Swallowdale",22,"cns","yes2","","","","","","",2,"SW119","","","","","","","","no","","yes","NA","NA","NA","NA","NA",150000,"","","denise_Swallowdale_LF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"denise_Swallowdale_LF_fourth","no","yes","no",NA
"21","denise_Swallowdale","RH","12.13.2019","first","Swallowdale",6,"","","","","","","","",5,"","","","","","","","","","","","NA","NA","NA","NA","NA",22000,"","","denise_Swallowdale_RH","1.22.2020","second","Swallowdale",21,"cns","yes2","","","","","","",2,"SW078","","","","","","","","no","","yes","NA","NA","NA","NA","NA",130000,"","","denise_Swallowdale_RH","2.28.2020","third","Swallowdale",22,"cns","yes2","","","","","","",2,"SW120","","","","","","","","no","","yes","NA","NA","NA","NA","NA",87000,"","","denise_Swallowdale_RH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"denise_Swallowdale_RH_fourth","no","no","no",NA
"22","faith_StonyPond","RF","12.12.2019","first","StonyPond",29,"","","","","","","","",3,"","","","","","","","","","","","NA","NA","NA","NA","NA",96000,"","","faith_StonyPond_RF","1.10.2020","second","StonyPond",2,"cns","yes2","","","","","","",2,"SP036","","","","","","","","no","","yes","NA","NA","NA","NA","NA",1400000,"","","faith_StonyPond_RF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"faith_StonyPond_RF_fourth","no","yes",NA,NA
"23","honey_OughtaBe","LH","1.3.2020","first","OughtaBe",31,"","","","","","","","",5,"","","","","","","","","","","","NA","NA","NA","NA","NA",29000,"","","honey_OughtaBe_LH","2.14.2020","second","OughtaBe",29,"cns","yes1","","","","","","",1,"OB095","","","","","","","","no","","yes","NA","NA","NA","NA","NA",78000,"","","honey_OughtaBe_LH","3.12.2020","third","OughtaBe",29,"","","","","","","","",3,"","","","","","","","","","","","NA","NA","NA","NA","NA",15000,"","","honey_OughtaBe_LH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"honey_OughtaBe_LH_fourth","no","no","no",NA
"24","jazz_Swallowdale","LH","12.13.2019","first","Swallowdale",16,"","","","","","","","",3,"","","","","","","","","","","","NA","NA","NA","NA","NA",6000,"","","jazz_Swallowdale_LH","1.22.2020","second","Swallowdale",27,"corynebac","yes2","","","","","","",2,"SW079","","","","","","","","no","","yes","NA","NA","NA","NA","NA",1200000,"","","jazz_Swallowdale_LH","2.28.2020","third","Swallowdale",16,"corynebac","yes2","","","","","","",2,"SW107","","","","","","","","no","","yes","NA","NA","NA","NA","NA",2200000,"","","jazz_Swallowdale_LH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"jazz_Swallowdale_LH_fourth","no","yes","yes",NA
"25","jersey_OughtaBe","RH","1.3.2020","first","OughtaBe",15,"","","","","","","","",5,"","","","","","","","","","","","NA","NA","NA","NA","NA",15000,"","","jersey_OughtaBe_RH","2.14.2020","second","OughtaBe",16,"strep","yes27","corynebac","yes27","","","","",27,"OB075","OB076","","","","","","","yes","","yes","NA","NA","NA","NA","NA",61000,"","","jersey_OughtaBe_RH","3.12.2020","third","OughtaBe",8,"strep","yes29","","","","","","",29,"OB122","","","","","","","","no","","yes","NA","NA","NA","NA","NA",5000,"","","jersey_OughtaBe_RH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"jersey_OughtaBe_RH_fourth","no","no","no",NA
"26","jewel_Swallowdale","RH","12.13.2019","first","Swallowdale",31,"","","","","","","","",5,"","","","","","","","","","","","NA","NA","NA","NA","NA",5000,"","","jewel_Swallowdale_RH","1.22.2020","second","Swallowdale",34,"cns","yes27","cns","other35","","","","",35,"SW090","SW092","","","","","","","tbd","","yes","NA","NA","NA","NA","NA",24000,"","","jewel_Swallowdale_RH","2.28.2020","third","Swallowdale",25,"","","","","","","","",3,"","","","","","","","","","","","NA","NA","NA","NA","NA",0,"","","jewel_Swallowdale_RH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"jewel_Swallowdale_RH_fourth","no","no","no",NA
"27","kodiak_Lynd","LH","12.19.2019","first","Lynd",8,"","","","","","","","",3,"","","","","","","","","","","","NA","NA","NA","NA","NA",61000,"","","kodiak_Lynd_LH","1.30.2020","second","Lynd",1,"strep","yes2","","","","","","",2,"LF046","","","","","","","","no","","yes","NA","NA","NA","NA","NA",150000,"","","kodiak_Lynd_LH","3.5.2020","third","Lynd",7,"strep","yes2","","","","","","",2,"LF099","","","","","","","","no","","yes","NA","NA","NA","NA","NA",110000,"","","kodiak_Lynd_LH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kodiak_Lynd_LH_fourth","no","no","no",NA
"28","laugh_Lynd","LH","12.19.2019","first","Lynd",37,"","","","","","","","",3,"","","","","","","","","","","","NA","NA","NA","NA","NA",39000,"","","laugh_Lynd_LH","1.30.2020","second","Lynd",32,"gramneg.noncoli","yes2","","","","","","",2,"LF083","","","","","","","","no","","yes","NA","NA","NA","NA","NA",2e+05,"","","laugh_Lynd_LH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"laugh_Lynd_LH_fourth","no","yes",NA,NA
"29","lemon_OughtaBe","RH","1.3.2020","first","OughtaBe",17,"","","","","","","","",6,"","","","","","","","","","","","NA","NA","NA","NA","NA",27000,"","","lemon_OughtaBe_RH","2.14.2020","second","OughtaBe",19,"corynebac","yes2","","","","","","",2,"OB083","","","","","","","","no","","yes","NA","NA","NA","NA","NA",10000,"","","lemon_OughtaBe_RH","3.12.2020","third","OughtaBe",18,"","","","","","","","",4,"","","","","","","","","","","","NA","NA","NA","NA","NA",0,"","","lemon_OughtaBe_RH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lemon_OughtaBe_RH_fourth","no","no","no",NA
"30","lena_vonTrapp","RF","1.6.2020","first","vonTrapp",5,"","","","","","","","",5,"","","","","","","","","","","","NA","NA","NA","NA","NA",4000,"","","lena_vonTrapp_RF","2.12.2020","second","vonTrapp",3,"cns","yes2","","","","","","",2,"VT036","","","","","","","","no","","yes","NA","NA","NA","NA","NA",8000,"","","lena_vonTrapp_RF","3.10.2020","third","vonTrapp",10,"","","","","","","","",3,"","","","","","","","","","","","NA","NA","NA","NA","NA",4000,"","","lena_vonTrapp_RF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lena_vonTrapp_RF_fourth","no","no","no",NA
"31","lena_vonTrapp","RH","1.6.2020","first","vonTrapp",5,"","","","","","","","",5,"","","","","","","","","","","","NA","NA","NA","NA","NA",NA,"","","lena_vonTrapp_RH","2.12.2020","second","vonTrapp",3,"?","yes2","","","","","","",2,"VT035","","","","","","","","no","","yes","NA","NA","NA","NA","NA",6000,"","","lena_vonTrapp_RH","3.10.2020","third","vonTrapp",10,"","","","","","","","",3,"","","","","","","","","","","","NA","NA","NA","NA","NA",4000,"","","lena_vonTrapp_RH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lena_vonTrapp_RH_fourth",NA,"no","no",NA
