"","cow_id","quarter","first_date","first_visit","first_farm","first_order","first_path_1","first_path1_imi","first_path_2","first_path2_imi","first_path_3","first_path3_imi","first_path_4","first_path4_imi","first_quarter_code","first_isolate_1","first_path_1_maldi_final_id","first_fix_1","first_isolate_2","first_path_2_maldi_final_id","first_fix_2","first_isolate_3","first_path_3_maldi_final_id","first_fix_3","first_isolate_4","first_path_4_maldi_final_id","first_fix_4","first_clinical","first_blind","first_teatinj","first_pstmilking","first_mixed.inf_series","first_dup_not_collected","first_imi_series","first_hygiene_scorer_1","first_hygiene_1","first_hygiene_scorer_2","first_hygiene_2","first_cc_1","first_cc_2","first_cc_3","first_scc","first_contam","first_contam_comment","first_uniqueID","second_date","second_visit","second_farm","second_order","second_path_1","second_path1_imi","second_path_2","second_path2_imi","second_path_3","second_path3_imi","second_path_4","second_path4_imi","second_quarter_code","second_isolate_1","second_path_1_maldi_final_id","second_fix_1","second_isolate_2","second_path_2_maldi_final_id","second_fix_2","second_isolate_3","second_path_3_maldi_final_id","second_fix_3","second_isolate_4","second_path_4_maldi_final_id","second_fix_4","second_clinical","second_blind","second_teatinj","second_pstmilking","second_mixed.inf_series","second_dup_not_collected","second_imi_series","second_hygiene_scorer_1","second_hygiene_1","second_hygiene_scorer_2","second_hygiene_2","second_cc_1","second_cc_2","second_cc_3","second_scc","second_contam","second_contam_comment","second_uniqueID","third_date","third_visit","third_farm","third_order","third_path_1","third_path1_imi","third_path_2","third_path2_imi","third_path_3","third_path3_imi","third_path_4","third_path4_imi","third_quarter_code","third_isolate_1","third_path_1_maldi_final_id","third_fix_1","third_isolate_2","third_path_2_maldi_final_id","third_fix_2","third_isolate_3","third_path_3_maldi_final_id","third_fix_3","third_isolate_4","third_path_4_maldi_final_id","third_fix_4","third_clinical","third_blind","third_teatinj","third_pstmilking","third_mixed.inf_series","third_dup_not_collected","third_imi_series","third_hygiene_scorer_1","third_hygiene_1","third_hygiene_scorer_2","third_hygiene_2","third_cc_1","third_cc_2","third_cc_3","third_scc","third_contam","third_contam_comment","third_uniqueID","fourth_date","fourth_visit","fourth_farm","fourth_order","fourth_path_1","fourth_path1_imi","fourth_path_2","fourth_path2_imi","fourth_path_3","fourth_path3_imi","fourth_path_4","fourth_path4_imi","fourth_quarter_code","fourth_isolate_1","fourth_path_1_maldi_final_id","fourth_fix_1","fourth_isolate_2","fourth_path_2_maldi_final_id","fourth_fix_2","fourth_isolate_3","fourth_path_3_maldi_final_id","fourth_fix_3","fourth_isolate_4","fourth_path_4_maldi_final_id","fourth_fix_4","fourth_clinical","fourth_blind","fourth_teatinj","fourth_pstmilking","fourth_mixed.inf_series","fourth_dup_not_collected","fourth_imi_series","fourth_hygiene_scorer_1","fourth_hygiene_1","fourth_hygiene_scorer_2","fourth_hygiene_2","fourth_cc_1","fourth_cc_2","fourth_cc_3","fourth_scc","fourth_contam","fourth_contam_comment","fourth_uniqueID"
"11","165_Glennview","RH","1.14.2020","first","Glennview",6,"cns","yes2","","","","","","",2,"gv010","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",1,"c",1,NA,NA,NA,"80000","","","165_Glennview_RH","2.19.2020","second","Glennview",23,"?","yes1","","","","","","",1,"gv080","","","","","","","",NA,"","",NA,"","","","","no","","yes","m",3,"c",2,NA,NA,NA,"110000","","","165_Glennview_RH","3.19.2020","third","Glennview",8,"?","yes2","","","","","","",2,"gv114","staphylococcus devriesei","yes","","","","","",NA,"","",NA,"","","","","no","","yes","j",3,"c",3,NA,NA,NA,"120000","","","165_Glennview_RH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"165_Glennview_RH_fourth"
"12","169_Glennview","LF","1.14.2020","first","Glennview",23,"","","","","","","","",8,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"9000","yes","","169_Glennview_LF","2.19.2020","second","Glennview",27,"cns","yes1","","","","","","",1,"gv085","staphylococcus equorum","","","","","","",NA,"","",NA,"","","","","no","","yes","m",3,"c",3,NA,NA,NA,"10000","","","169_Glennview_LF","3.19.2020","third","Glennview",34,"","","","","","","","",4,"","","","","","","","",NA,"","",NA,"","","","","","","","j",3,"c",3,NA,NA,NA,"10000","","","169_Glennview_LF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"169_Glennview_LF_fourth"
"13","172_Glennview","RF","1.14.2020","first","Glennview",34,"","","","","","","","",4,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,"c",2,NA,NA,NA,"6000","","","172_Glennview_RF","2.19.2020","second","Glennview",34,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","m",2,"c",2,NA,NA,NA,"3000","","","172_Glennview_RF","3.19.2020","third","Glennview",3,"cns","yes2","","","","","","",2,"gv104","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",2,"c",2,NA,NA,NA,"7000","","","172_Glennview_RF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"172_Glennview_RF_fourth"
"14","173_Glennview","LH","1.14.2020","first","Glennview",1,"cns","other8","","","","","","",8,"gv001","","","","","","","",NA,"","",NA,"","","","","","","no","j",2,"c",1,NA,NA,NA,"1200000","","","173_Glennview_LH","2.19.2020","second","Glennview",3,"cns","yes2","","","","","","",2,"gv050","","","","","","","",NA,"","",NA,"","","","","no","","yes","m",2,"c",2,NA,NA,NA,"390000","","","173_Glennview_LH","3.19.2020","third","Glennview",6,"cns","yes2","","","","","","",2,"gv109","staphylococcus chromogenes","","","","","","",NA,"","",NA,"","","","","no","","yes","j",4,"c",4,NA,NA,NA,"200000","","","173_Glennview_LH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"173_Glennview_LH_fourth"
"15","173_Glennview","RH","1.14.2020","first","Glennview",1,"cns","other12","","","","","","",12,"gv002","","","","","","","",NA,"","",NA,"","","","","","","no","j",2,"c",1,NA,NA,NA,"78000","","","173_Glennview_RH","2.19.2020","second","Glennview",3,"cns","yes1","","","","","","",1,"gv051","","","","","","","",NA,"","",NA,"","","","","no","","yes","m",2,"c",2,NA,NA,NA,"67000","","","173_Glennview_RH","3.19.2020","third","Glennview",6,"cns","yes1","","","","","","",1,"gv110","staphylococcus chromogenes","","","","","","",NA,"","",NA,"","","","","no","","yes","j",4,"c",4,NA,NA,NA,"130000","","","173_Glennview_RH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"173_Glennview_RH_fourth"
"16","192_Glennview","RF","1.14.2020","first","Glennview",16,"cns","yes2","","","","","","",2,"gv027","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",2,"c",2,NA,NA,NA,"300000","","","192_Glennview_RF","2.19.2020","second","Glennview",31,"cns","yes2","","","","","","",2,"gv090","staphylococcus chromogenes","","","","","","",NA,"","",NA,"","","","","no","","yes","m",2,"c",3,NA,NA,NA,"130000","","","192_Glennview_RF","3.19.2020","third","Glennview",31,"cns","yes2","","","","","","",2,"gv154","staphylococcus chromogenes","","","","","","",NA,"","",NA,"","","","","no","","yes","j",2,"c",2,NA,NA,NA,"63000","","","192_Glennview_RF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"192_Glennview_RF_fourth"
"17","198_Glennview","LF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.19.2020","second","Glennview",35,"cns","yes2","","","","","","",2,"gv098","staphylococcus saprophyticus","","","","","","",NA,"","",NA,"","","","","no","","yes","m",1,"c",1,NA,NA,NA,"4000","","","198_Glennview_LF","3.19.2020","third","Glennview",7,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"72000","","","198_Glennview_LF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"198_Glennview_LF_fourth"
"18","198_Glennview","LH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.19.2020","second","Glennview",35,"cns","yes2","","","","","","",2,"gv097","staphylococcus chromogenes","","","","","","",NA,"","",NA,"","","","","no","","yes","m",1,"c",1,NA,NA,NA,"66000","","","198_Glennview_LH","3.19.2020","third","Glennview",7,"cns","yes2","","","","","","",2,"gv111","staphylococcus chromogenes","","","","","","",NA,"","",NA,"","","","","no","","yes","j",2,"c",2,NA,NA,NA,"370000","","","198_Glennview_LH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"198_Glennview_LH_fourth"
"19","199_Glennview","LH","1.14.2020","first","Glennview",11,"cns","yes2","","","","","","",2,"gv023","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",3,"c",2,NA,NA,NA,"120000","","","199_Glennview_LH","2.19.2020","second","Glennview",32,"cns","yes2","","","","","","",2,"gv091","staphylococcus chromogenes","","","","","","",NA,"","",NA,"","","","","no","","yes","m",1,"c",2,NA,NA,NA,"40000","","","199_Glennview_LH","3.19.2020","third","Glennview",2,"cns","yes2","","","","","","",2,"gv101","staphylococcus chromogenes","","","","","","",NA,"","",NA,"","","","","no","","yes","j",3,"c",3,NA,NA,NA,"46000","","","199_Glennview_LH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"199_Glennview_LH_fourth"
"20","199_Glennview","RH","1.14.2020","first","Glennview",11,"cns","yes2","","","","","","",2,"gv024","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",3,"c",2,NA,NA,NA,"190000","","","199_Glennview_RH","2.19.2020","second","Glennview",32,"cns","yes2","","","","","","",2,"gv092","staphylococcus chromogenes","","","","","","",NA,"","",NA,"","","","","no","","yes","m",1,"c",2,NA,NA,NA,"79000","","","199_Glennview_RH","3.19.2020","third","Glennview",2,"cns","yes2","","","","","","",2,"gv102","staphylococcus chromogenes","","","","","","",NA,"","",NA,"","","","","no","","yes","j",3,"c",3,NA,NA,NA,"120000","","","199_Glennview_RH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"199_Glennview_RH_fourth"
"21","204_Glennview","LH","1.14.2020","first","Glennview",14,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"13000","","","204_Glennview_LH","2.19.2020","second","Glennview",29,"cns","yes2","","","","","","",2,"gv088","no id","","","","","","",NA,"","",NA,"","","","","no","","yes","m",2,"c",2,NA,NA,NA,"4000","","","204_Glennview_LH","3.19.2020","third","Glennview",22,"","","","","","","","",8,"","","","","","","","",NA,"","",NA,"","","","","","","","j",3,"c",3,NA,NA,NA,"4000","yes","","204_Glennview_LH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"204_Glennview_LH_fourth"
"22","205_Glennview","LH","1.14.2020","first","Glennview",35,"cns","yes2","","","","","","",2,"gv047","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",3,"c",3,NA,NA,NA,"63000","","","205_Glennview_LH","2.19.2020","second","Glennview",4,"cns","other12","","","","","","",12,"gv052","","","","","","","",NA,"","",NA,"","","","","","","no","m",3,"c",2,NA,NA,NA,"76000","","","205_Glennview_LH","3.19.2020","third","Glennview",27,"cns","yes1","","","","","","",1,"gv146","staphylococcus chromogenes","","","","","","",NA,"","",NA,"","","","","no","","yes","j",2,"c",2,NA,NA,NA,"460000","","","205_Glennview_LH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"205_Glennview_LH_fourth"
"23","205_Glennview","RH","1.14.2020","first","Glennview",35,"cns","yes2","","","","","","",2,"gv048","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",3,"c",3,NA,NA,NA,"22000","","","205_Glennview_RH","2.19.2020","second","Glennview",4,"","","","","","","","",8,"","","","","","","","",NA,"","",NA,"","","","","","","","m",3,"c",2,NA,NA,NA,"36000","yes","","205_Glennview_RH","3.19.2020","third","Glennview",27,"cns","yes2","","","","","","",2,"gv147","staphylococcus chromogenes","","","","","","",NA,"","",NA,"","","","","no","","yes","j",2,"c",2,NA,NA,NA,"58000","","","205_Glennview_RH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"205_Glennview_RH_fourth"
"24","207_Glennview","LH","1.14.2020","first","Glennview",29,"cns","yes2","","","","","","",2,"gv042","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",1,"c",1,NA,NA,NA,"84000","","","207_Glennview_LH","2.19.2020","second","Glennview",30,"cns","yes1","","","","","","",1,"gv089","no id","","","","","","",NA,"","",NA,"","","","","no","","yes","m",2,"c",3,NA,NA,NA,"66000","","","207_Glennview_LH","3.19.2020","third","Glennview",23,"cns","yes2","","","","","","",2,"gv136","no id","yes","","","","","",NA,"","",NA,"","","","","no","","yes","j",2,"c",4,NA,NA,NA,"110000","","","207_Glennview_LH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"207_Glennview_LH_fourth"
