date,visit,farm,order,cow_id,quarter,path_1,path1_imi,path_2,path2_imi,path_3,path3_imi,path_4,path4_imi,quarter_code,isolate_1,path_1_maldi_final_id,fix_1,isolate_2,path_2_maldi_final_id,fix_2,isolate_3,path_3_maldi_final_id,fix_3,isolate_4,path_4_maldi_final_id,fix_4,clinical,blind,teatinj,pstmilking,mixed_inf_series,dup_not_collected,imi_series,hygiene_scorer_1,hygiene_1,hygiene_scorer_2,hygiene_2,cc_1,cc_2,cc_3,path_group,scc,contam,contam_comment
3.19.2020,third,glennview,8,165,LH,sa,yes2,,,,,,,2,gv113,staphylococcus aureus,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,3,NA,NA,NA,sa,2400000,,
3.19.2020,third,glennview,34,169,RF,sa,yes2,,,,,,,2,gv156,staphylococcus species,yes_from_sa_to_cns,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,3,NA,NA,NA,sa,42000,,
1.17.2020,first,paddlebridge,10,annabelle27,RF,sa,yes2,,,,,,,2,pb004,,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,2,NA,NA,NA,sa,230000,,
1.17.2020,first,paddlebridge,23,shania291,LF,sa,yes2,,,,,,,2,pb015,,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,sa,4200000,,
1.17.2020,first,paddlebridge,29,scrapie278,RF,sa,yes1,,,,,,,1,pb022,,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,sa,330000,,
1.17.2020,first,paddlebridge,31,marney382,LF,sa,yes1,,,,,,,1,pb025,,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,sa,1800000,,
2.21.2020,second,paddlebridge,5,annabelle27,RF,sa,yes2,,,,,,,2,pb029,,,,,,,,,,NA,NA,,,,,no,,yes,m,4,c,4,NA,NA,NA,sa,720000,,
2.21.2020,second,paddlebridge,22,marney382,LF,sa,yes2,,,,,,,2,pb042,,,,,,,,,,NA,NA,,,,,no,,yes,m,2,c,2,NA,NA,NA,sa,4100000,,
2.21.2020,second,paddlebridge,25,shania291,LF,sa,yes1,,,,,,,1,pb050,,,,,,,,,,NA,NA,,,,,no,,yes,m,2,c,2,NA,NA,NA,sa,6400000,,
2.21.2020,second,paddlebridge,27,scrapie278,RF,sa,yes2,,,,,,,2,pb053,,,,,,,,,,NA,NA,,,,,no,,yes,m,4,c,4,NA,NA,NA,sa,360000,,
2.21.2020,second,paddlebridge,34,annabeth2,LF,sa,yes2,sa,other18,,,,,2,pb058,,,pb059,,,,,,,NA,NA,,,,,no,,yes,m,2,c,2,NA,NA,NA,sa,670000,,
3.20.2020,third,paddlebridge,8,annabelle27,RF,sa,yes2,,,,,,,2,pb068,,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,sa,1000000,,
3.20.2020,third,paddlebridge,25,marney382,LF,sa,yes2,,,,,,,2,pb086,staphylococcus aureus,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,sa,2100000,,
3.20.2020,third,paddlebridge,26,shania291,LF,sa,yes1,,,,,,,1,pb089,staphylococcus aureus,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,sa,3200000,,
3.20.2020,third,paddlebridge,35,annabeth2,LF,sa,yes2,,,,,,,2,pb102,staphylococcus aureus,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,sa,100000,,
12.19.2019,first,lynd,2,cheese,LF,sa,yes2,,,,,,,2,lf001,,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,sa,227000,,
12.19.2019,first,lynd,26,moonwalk,LH,sa,yes2,,,,,,,2,lf029,staphylococcus aureus,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,sa,1407000,,
12.19.2019,first,lynd,26,moonwalk,RF,sa,yes2,,,,,,,2,lf030,staphylococcus aureus,,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,sa,122000,,
1.30.2020,second,lynd,31,cheese,LF,sa,yes2,,,,,,,2,lf082,staphylococcus aureus,,,,,,,,,NA,NA,yes,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,sa,2600000,,
1.6.2020,first,vontrapp,4,leopard,LH,sa,yes2,,,,,,,2,vt005,,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,2,NA,NA,NA,sa,680000,,
2.12.2020,second,vontrapp,2,leopard,LH,sa,yes2,sa,other18,,,,,2,vt032,,,vt033,,,,,,,NA,NA,,,,,no,,yes,j,1,c,2,NA,NA,NA,sa,650000,,
3.10.2020,third,vontrapp,3,leopard,LH,sa,yes2,,,,,,,2,vt065,,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,sa,170000,,
12.17.2019,first,bj,10,720,LF,sa,yes2,,,,,,,2,bj010,staphylococcus aureus,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,2,NA,NA,NA,sa,227000,,
12.17.2019,first,bj,15,733,RF,sa,yes2,,,,,,,2,bj013,staphylococcus aureus,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,2,NA,NA,NA,sa,277000,,
12.17.2019,first,bj,18,701,LH,sa,yes2,sa,other18,,,,,2,bj014,staphylococcus aureus,,bj015,staphylococcus aureus,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,sa,762000,,
1.29.2020,second,bj,7,720,LF,sa,yes2,,,,,,,2,bj032,staphylococcus aureus,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,sa,650000,,
1.29.2020,second,bj,7,720,RF,sa,yes1,,,,,,,1,bj034,staphylococcus aureus,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,sa,62000,,
1.29.2020,second,bj,19,733,RF,sa,yes2,,,,,,,2,bj045,staphylococcus aureus,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,sa,270000,,
2.26.2020,third,bj,12,720,LF,sa,yes2,,,,,,,2,bj060,staphylococcus aureus,,,,,,,,,NA,NA,,,,,no,,yes,m,2,c,2,NA,NA,NA,sa,3600000,,
2.26.2020,third,bj,12,720,RF,sa,yes2,,,,,,,2,bj062,staphylococcus aureus,,,,,,,,,NA,NA,,,,,no,,yes,m,2,c,2,NA,NA,NA,sa,4100000,,
2.26.2020,third,bj,22,701,LH,sa,yes2,,,,,,,2,bj074,staphylococcus aureus,,,,,,,,,NA,NA,,,,,no,,yes,m,3,c,4,NA,NA,NA,sa,470000,,
1.2.2020,first,butterworks,19,manzana,LF,sa,yes2,,,,,,,2,bw030,,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,3,NA,NA,NA,sa,630000,,
1.2.2020,first,butterworks,28,peace,LF,sa,yes2,,,,,,,2,bw051,,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,2,NA,NA,NA,sa,350000,,
1.2.2020,first,butterworks,30,applecore,LH,sa,yes2,,,,,,,2,bw056,,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,sa,8900000,,
1.2.2020,first,butterworks,30,applecore,RH,sa,yes2,,,,,,,2,bw057,,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,sa,320000,,
1.2.2020,first,butterworks,30,applecore,RF,sa,yes2,,,,,,,2,bw058,,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,sa,3800000,,
1.2.2020,first,butterworks,32,lilac,RH,sa,yes2,,,,,,,2,bw062,,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,sa,3700000,,
1.2.2020,first,butterworks,33,plantain,LF,sa,yes2,,,,,,,2,bw064,,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,2,NA,NA,NA,sa,470000,,
2.4.2020,second,butterworks,20,manzana,LF,sa,yes2,,,,,,,2,bw090,staphylococcus aureus,,,,,,,,,NA,NA,,,,,no,,yes,t,3,c,3,NA,NA,NA,sa,610000,,
2.4.2020,second,butterworks,29,peace,LF,sa,yes2,sa,other18,,,,,2,bw102,staphylococcus aureus,,bw103,staphylococcus aureus,,,,,,NA,NA,,,,,no,,yes,t,2,c,2,NA,NA,NA,sa,2000000,,
2.4.2020,second,butterworks,30,eva,LH,sa,yes2,,,,,,,2,bw104,staphylococcus aureus,,,,,,,,,NA,NA,,,,,no,,yes,t,3,c,2,NA,NA,NA,sa,570000,,
2.4.2020,second,butterworks,32,lilac,RH,sa,yes2,,,,,,,2,bw107,staphylococcus aureus,,,,,,,,,NA,NA,,,,,no,,yes,t,1,c,2,NA,NA,NA,sa,6800000,,
2.4.2020,second,butterworks,33,applecore,LH,sa,yes2,,,,,,,2,bw108,staphylococcus aureus,,,,,,,,,NA,NA,,,,,no,,yes,t,2,c,1,NA,NA,NA,sa,1100000,,
2.4.2020,second,butterworks,33,applecore,RF,sa,yes2,,,,,,,2,bw109,staphylococcus aureus,,,,,,,,,NA,NA,,,,,no,,yes,t,2,c,1,NA,NA,NA,sa,4400000,,
3.3.2020,third,butterworks,20,manzana,LF,sa,yes2,,,,,,,2,bw138,staphylococcus aureus,,,,,,,,,NA,NA,,,,,no,,yes,n,4,c,4,NA,NA,NA,sa,1000000,,
3.3.2020,third,butterworks,28,peace,LF,sa,yes2,,,,,,,2,bw151,staphylococcus aureus,,,,,,,,,NA,NA,,,,,no,,yes,n,3,c,2,NA,NA,NA,sa,1000000,,
3.3.2020,third,butterworks,33,applecore,LH,sa,yes2,,,,,,,2,bw156,staphylococcus aureus,,,,,,,,,NA,NA,,,,,no,,yes,n,3,c,2,NA,NA,NA,sa,190000,,
3.3.2020,third,butterworks,33,applecore,RH,sa,yes2,,,,,,,2,bw157,staphylococcus aureus,,,,,,,,,NA,NA,,,,,no,,yes,n,3,c,2,NA,NA,NA,sa,900000,,
3.3.2020,third,butterworks,33,applecore,RF,sa,yes2,,,,,,,2,bw158,staphylococcus aureus,,,,,,,,,NA,NA,,,,,no,,yes,n,3,c,2,NA,NA,NA,sa,2700000,,
3.3.2020,third,butterworks,35,lilac,RH,sa,yes2,,,,,,,2,bw162,staphylococcus aureus,,,,,,,,,NA,NA,,,,,no,,yes,n,4,c,4,NA,NA,NA,sa,810000,,
12.11.2019,first,choiniere,4,66,LF,sa,yes2,,,,,,,2,cf005,,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,sa,131000,,
12.11.2019,first,choiniere,6,40,LH,sa,yes2,,,,,,,2,cf013,,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,3,NA,NA,NA,sa,1244000,,
12.11.2019,first,choiniere,6,40,LF,sa,yes2,,,,,,,2,cf014,,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,3,NA,NA,NA,sa,719000,,
12.11.2019,first,choiniere,9,32,RH,sa,yes2,,,,,,,2,cf021,,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,4,NA,NA,NA,sa,933000,,
12.11.2019,first,choiniere,16,9,LF,sa,yes2,,,,,,,2,cf032,,,,,,,,,,NA,NA,yes,,,,no,,yes,j,2,c,3,NA,NA,NA,sa,not analyzed: abnormal,,
12.11.2019,first,choiniere,17,62,RH,sa,yes2,,,,,,,2,cf035,,,,,,,,,,NA,NA,,,,,no,,yes,j,NA,c,NA,NA,NA,NA,sa,478000,,
12.11.2019,first,choiniere,18,17,LF,sa,yes2,,,,,,,2,cf037,,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,3,NA,NA,NA,sa,334000,,
12.11.2019,first,choiniere,18,17,RH,sa,yes2,,,,,,,2,cf038,,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,3,NA,NA,NA,sa,656000,,
12.11.2019,first,choiniere,24,74,LF,sa,yes2,,,,,,,2,cf046,,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,3,NA,NA,NA,sa,304000,,
12.11.2019,first,choiniere,27,97,RH,sa,yes2,,,,,,,2,cf050,,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,3,NA,NA,NA,sa,5253000,,
12.11.2019,first,choiniere,27,97,RF,sa,yes2,,,,,,,2,cf051,,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,3,NA,NA,NA,sa,1866000,,
12.11.2019,first,choiniere,32,93,LH,sa,yes2,,,,,,,2,cf057,,,,,,,,,,NA,NA,,,,,no,,yes,j,4,c,4,NA,NA,NA,sa,521000,,
12.11.2019,first,choiniere,32,93,RH,sa,yes2,,,,,,,2,cf058,,,,,,,,,,NA,NA,,,,,no,,,j,4,c,4,NA,NA,NA,sa,3972000,,
1.21.2020,second,choiniere,1,66,LF,sa,yes2,,,,,,,2,cf081,,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,1,NA,NA,NA,sa,89000,,
1.21.2020,second,choiniere,2,17,LF,sa,yes2,,,,,,,2,cf082,,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,sa,990000,,
1.21.2020,second,choiniere,2,17,RH,sa,yes2,,,,,,,2,cf083,,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,sa,1400000,,
1.21.2020,second,choiniere,3,9,RH,sa,yes2,,,,,,,2,cf084,,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,sa,840000,,
1.21.2020,second,choiniere,7,40,LH,sa,yes2,,,,,,,2,cf088,,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,3,NA,NA,NA,sa,1500000,,
1.21.2020,second,choiniere,7,40,LF,sa,yes2,,,,,,,2,cf089,,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,3,NA,NA,NA,sa,540000,,
1.21.2020,second,choiniere,8,69,RF,sa,yes2,,,,,,,2,cf094,,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,3,NA,NA,NA,sa,63000,,
1.21.2020,second,choiniere,17,32,RH,sa,yes2,,,,,,,2,cf106,,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,sa,1200000,,
1.21.2020,second,choiniere,23,93,LH,sa,yes2,,,,,,,2,cf113,,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,sa,1700000,,
1.21.2020,second,choiniere,23,93,LF,sa,yes2,,,,,,,2,cf114,,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,sa,2500000,,
1.21.2020,second,choiniere,24,97,RH,sa,yes2,,,,,,,2,cf117,,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,4,NA,NA,NA,sa,870000,,
1.21.2020,second,choiniere,24,97,RF,sa,yes2,,,,,,,2,cf118,,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,4,NA,NA,NA,sa,2000000,,
2.17.2020,third,choiniere,5,17,LF,sa,yes2,,,,,,,2,cf139,,,,,,,,,,NA,NA,,,,,no,,yes,j,4,NA,NA,NA,NA,NA,sa,490000,,
2.17.2020,third,choiniere,5,17,RH,sa,yes2,,,,,,,2,cf140,,,,,,,,,,NA,NA,,,,,no,,yes,j,4,NA,NA,NA,NA,NA,sa,1200000,,
2.17.2020,third,choiniere,6,66,LF,sa,yes2,,,,,,,2,cf141,,,,,,,,,,NA,NA,,,,,no,,yes,j,1,NA,NA,NA,NA,NA,sa,230000,,
2.17.2020,third,choiniere,7,40,LH,sa,yes2,,,,,,,2,cf142,,,,,,,,,,NA,NA,,,,,no,,yes,j,4,NA,NA,NA,NA,NA,sa,760000,,
2.17.2020,third,choiniere,7,40,LF,sa,yes2,,,,,,,2,cf143,,,,,,,,,,NA,NA,,,,,no,,yes,j,4,NA,NA,NA,NA,NA,sa,770000,,
2.17.2020,third,choiniere,8,32,RH,sa,yes2,,,,,,,2,cf146,,,,,,,,,,NA,NA,,,,,no,,yes,j,3,NA,NA,NA,NA,NA,sa,1000000,,
2.17.2020,third,choiniere,9,9,RH,sa,yes2,,,,,,,2,cf147,,,,,,,,,,NA,NA,,,,,no,,yes,j,2,NA,NA,NA,NA,NA,sa,1200000,,
2.17.2020,third,choiniere,15,74,LF,sa,yes1,,,,,,,1,cf154,,,,,,,,,,NA,NA,,,,,,,yes,j,3,NA,NA,NA,NA,NA,sa,650000,,
2.17.2020,third,choiniere,18,93,LF,sa,yes2,,,,,,,2,cf158,,,,,,,,,,NA,NA,,,,,no,,yes,j,2,NA,NA,NA,NA,NA,sa,1800000,,
2.17.2020,third,choiniere,27,97,LF,sa,yes2,,,,,,,2,cf173,,,,,,,,,,NA,NA,,,,,no,,yes,j,4,NA,NA,NA,NA,NA,sa,1400000,,
3.16.2020,fourth,choiniere,6,66,LF,sa,yes2,,,,,,,2,cf195,,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,sa,8000,,
3.16.2020,fourth,choiniere,10,40,LH,sa,yes2,,,,,,,2,cf202,,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,3,NA,NA,NA,sa,720000,,
3.16.2020,fourth,choiniere,10,40,LF,sa,yes2,,,,,,,2,cf203,,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,3,NA,NA,NA,sa,690000,,
3.16.2020,fourth,choiniere,14,93,LH,sa,yes2,,,,,,,2,cf208,,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,sa,270000,,
3.16.2020,fourth,choiniere,14,93,LF,sa,yes2,,,,,,,2,cf209,,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,sa,280000,,
3.16.2020,fourth,choiniere,16,17,LF,sa,yes2,,,,,,,2,cf213,,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,sa,420000,,
3.16.2020,fourth,choiniere,16,17,RH,sa,yes2,,,,,,,2,cf214,,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,sa,3000000,,
3.16.2020,fourth,choiniere,21,32,RH,sa,yes2,,,,,,,2,cf222,,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,sa,790000,,
3.16.2020,fourth,choiniere,29,9,RH,sa,yes2,,,,,,,2,cf230,,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,sa,1300000,,
3.16.2020,fourth,choiniere,33,97,RH,sa,yes2,,,,,,,2,cf241,,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,1,NA,NA,NA,sa,1300000,,
3.16.2020,fourth,choiniere,33,97,RF,sa,yes2,,,,,,,2,cf242,,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,1,NA,NA,NA,sa,740000,,
1.3.2020,first,oughtabe,1,easter,RF,sa,yes2,,,,,,,2,ob001,,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,3,NA,NA,NA,sa,4900000,,
1.3.2020,first,oughtabe,15,jersey,LF,sa,yes2,,,,,,,2,ob019,,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,3,NA,NA,NA,sa,610000,,
1.3.2020,first,oughtabe,28,tiktac,RF,sa,yes2,,,,,,,2,ob038,,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,2,NA,NA,NA,sa,220000,,
1.3.2020,first,oughtabe,31,honey,RF,sa,yes2,,,,,,,2,ob040,,,,,,,,,,NA,NA,,,,,no,,yes,j,4,c,3,NA,NA,NA,sa,380000,,
2.14.2020,second,oughtabe,1,easter,RF,sa,yes2,,,,,,,2,ob055,,,,,,,,,,NA,NA,,,,,no,,yes,t,3,c,2,NA,NA,NA,sa,1900000,,
2.14.2020,second,oughtabe,16,jersey,LF,sa,yes2,,,,,,,2,ob074,,,,,,,,,,NA,NA,,,,,no,,yes,t,4,c,4,NA,NA,NA,sa,670000,,
2.14.2020,second,oughtabe,23,gold,RH,sa,yes2,,,,,,,2,ob090,staphylococcus aureus,,,,,,,,,NA,NA,,,,,no,,yes,t,2,c,2,NA,NA,NA,sa,2700000,,
2.14.2020,second,oughtabe,27,pistol,RF,sa,yes2,,,,,,,2,ob094,staphylococcus aureus,,,,,,,,,NA,NA,,,,,no,,yes,t,3,c,3,NA,NA,NA,sa,11000,,
2.14.2020,second,oughtabe,29,honey,RF,sa,yes2,,,,,,,2,ob096,staphylococcus aureus,,,,,,,,,NA,NA,,,,,no,,yes,t,3,c,3,NA,NA,NA,sa,360000,,
3.12.2020,third,oughtabe,8,jersey,LF,sa,yes2,,,,,,,2,ob121,staphylococcus aureus,,,,,,,,,NA,NA,,,,,no,,yes,j,4,c,4,NA,NA,NA,sa,84000,,
3.12.2020,third,oughtabe,23,gold,RH,sa,yes2,,,,,,,2,ob149,,,,,,,,,,NA,NA,,,,,no,,yes,j,4,c,3,NA,NA,NA,sa,330000,,
3.12.2020,third,oughtabe,25,tiktac,RF,sa,yes2,,,,,,,2,ob155,,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,sa,620000,,
3.12.2020,third,oughtabe,29,honey,RF,sa,yes2,sa,other18,,,,,2,ob156,,,ob157,,,,,,,NA,NA,,,,,no,,yes,j,4,c,3,NA,NA,NA,sa,97000,,
