,cow_id,quarter,first_date,first_visit,first_farm,first_order,first_path_1,first_path1_imi,first_path_2,first_path2_imi,first_path_3,first_path3_imi,first_path_4,first_path4_imi,first_quarter_code,first_isolate_1,first_path_1_maldi_final_id,first_fix_1,first_isolate_2,first_path_2_maldi_final_id,first_fix_2,first_isolate_3,first_path_3_maldi_final_id,first_fix_3,first_isolate_4,first_path_4_maldi_final_id,first_fix_4,first_clinical,first_blind,first_teatinj,first_pstmilking,first_mixed_inf_series,first_dup_not_collected,first_imi_series,first_hygiene_scorer_1,first_hygiene_1,first_hygiene_scorer_2,first_hygiene_2,first_cc_1,first_cc_2,first_cc_3,first_scc,first_contam,first_contam_comment,first_uniqueID,second_date,second_visit,second_farm,second_order,second_path_1,second_path1_imi,second_path_2,second_path2_imi,second_path_3,second_path3_imi,second_path_4,second_path4_imi,second_quarter_code,second_isolate_1,second_path_1_maldi_final_id,second_fix_1,second_isolate_2,second_path_2_maldi_final_id,second_fix_2,second_isolate_3,second_path_3_maldi_final_id,second_fix_3,second_isolate_4,second_path_4_maldi_final_id,second_fix_4,second_clinical,second_blind,second_teatinj,second_pstmilking,second_mixed_inf_series,second_dup_not_collected,second_imi_series,second_hygiene_scorer_1,second_hygiene_1,second_hygiene_scorer_2,second_hygiene_2,second_cc_1,second_cc_2,second_cc_3,second_scc,second_contam,second_contam_comment,second_uniqueID,third_date,third_visit,third_farm,third_order,third_path_1,third_path1_imi,third_path_2,third_path2_imi,third_path_3,third_path3_imi,third_path_4,third_path4_imi,third_quarter_code,third_isolate_1,third_path_1_maldi_final_id,third_fix_1,third_isolate_2,third_path_2_maldi_final_id,third_fix_2,third_isolate_3,third_path_3_maldi_final_id,third_fix_3,third_isolate_4,third_path_4_maldi_final_id,third_fix_4,third_clinical,third_blind,third_teatinj,third_pstmilking,third_mixed_inf_series,third_dup_not_collected,third_imi_series,third_hygiene_scorer_1,third_hygiene_1,third_hygiene_scorer_2,third_hygiene_2,third_cc_1,third_cc_2,third_cc_3,third_scc,third_contam,third_contam_comment,third_uniqueID,fourth_date,fourth_visit,fourth_farm,fourth_order,fourth_path_1,fourth_path1_imi,fourth_path_2,fourth_path2_imi,fourth_path_3,fourth_path3_imi,fourth_path_4,fourth_path4_imi,fourth_quarter_code,fourth_isolate_1,fourth_path_1_maldi_final_id,fourth_fix_1,fourth_isolate_2,fourth_path_2_maldi_final_id,fourth_fix_2,fourth_isolate_3,fourth_path_3_maldi_final_id,fourth_fix_3,fourth_isolate_4,fourth_path_4_maldi_final_id,fourth_fix_4,fourth_clinical,fourth_blind,fourth_teatinj,fourth_pstmilking,fourth_mixed_inf_series,fourth_dup_not_collected,fourth_imi_series,fourth_hygiene_scorer_1,fourth_hygiene_1,fourth_hygiene_scorer_2,fourth_hygiene_2,fourth_cc_1,fourth_cc_2,fourth_cc_3,fourth_scc,fourth_contam,fourth_contam_comment,fourth_uniqueID
11,199_Glennview,RH,1.14.2020,first,Glennview,11,cns,yes2,,,,,,,2,gv024,,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,2,NA,NA,NA,190000,,,199_Glennview_RH,2.19.2020,second,Glennview,32,cns,yes2,,,,,,,2,gv092,staphylococcus chromogenes,,,,,,,,,NA,NA,,,,,no,,yes,m,1,c,2,NA,NA,NA,79000,,,199_Glennview_RH,3.19.2020,third,Glennview,2,cns,yes2,,,,,,,2,gv102,staphylococcus chromogenes,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,3,NA,NA,NA,120000,,,199_Glennview_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199_Glennview_RH_fourth
12,207_Glennview,LH,1.14.2020,first,Glennview,29,cns,yes2,,,,,,,2,gv042,,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,84000,,,207_Glennview_LH,2.19.2020,second,Glennview,30,cns,yes1,,,,,,,1,gv089,no id,yes_nochange,,,,,,,,NA,NA,,,,,no,,yes,m,2,c,3,NA,NA,NA,66000,,,207_Glennview_LH,3.19.2020,third,Glennview,23,cns,yes2,,,,,,,2,gv136,no id,yes_nochange,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,4,NA,NA,NA,110000,,,207_Glennview_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207_Glennview_LH_fourth
13,27_Glennview,RH,1.14.2020,first,Glennview,18,cns,yes2,,,,,,,2,gv030,,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,72000,,,27_Glennview_RH,2.19.2020,second,Glennview,14,cns,yes2,,,,,,,2,gv069,,,,,,,,,,NA,NA,,,,,,,yes,m,3,c,2,NA,NA,NA,67000,,,27_Glennview_RH,3.19.2020,third,Glennview,26,cns,yes27,cns,yes27,,,,,27,gv144,staphylococcus chromogenes,,gv145,staphylococcus chromogenes,,,,,,NA,NA,,,,,tbd,,yes,j,1,c,3,NA,NA,NA,70000,,,27_Glennview_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27_Glennview_RH_fourth
14,29_Swallowdale,RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22.2020,second,Swallowdale,5,cns,yes27,strep,yes27,,,,,27,sw055,,,sw056,,,,,,,NA,NA,,,,,yes,,yes,j,1,NA,NA,NA,NA,NA,760000,,,29_Swallowdale_RF,2.28.2020,third,Swallowdale,9,strep,yes27,cns,yes27,,,,,27,sw099,streptococcus uberis,,sw100,staphylococcus chromogenes,,,,,,NA,NA,,,,,yes,,yes,NA,NA,NA,NA,NA,NA,NA,1800000,,,29_Swallowdale_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29_Swallowdale_RF_fourth
15,42_Glennview,LF,1.14.2020,first,Glennview,27,cns,yes2,,,,,,,2,gv039,,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,310000,,,42_Glennview_LF,2.19.2020,second,Glennview,18,cns,yes2,,,,,,,2,gv073,,,,,,,,,,NA,NA,,,,,no,,yes,m,1,c,1,NA,NA,NA,160000,,,42_Glennview_LF,3.19.2020,third,Glennview,10,cns,yes2,,,,,,,2,gv117,staphylococcus chromogenes,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,2,NA,NA,NA,120000,,,42_Glennview_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42_Glennview_LF_fourth
16,43_Glennview,RH,1.14.2020,first,Glennview,28,cns,yes2,,,,,,,2,gv041,,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,6100000,,,43_Glennview_RH,2.19.2020,second,Glennview,24,strep,yes2,,,,,,,2,gv083,,,,,,,,,,NA,NA,,,,,no,,yes,m,3,c,2,NA,NA,NA,5600000,,,43_Glennview_RH,3.19.2020,third,Glennview,25,strep,yes2,,,,,,,2,gv141,streptococcus dysgalactiae,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,4,NA,NA,NA,16000000,,,43_Glennview_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43_Glennview_RH_fourth
17,54_Glennview,LH,1.14.2020,first,Glennview,7,strep,yes27,cns,yes27,?,other31,,,27,gv012,,,gv013,,,gv0049,,,,NA,NA,,,,,yes,,yes,j,2,c,2,NA,NA,NA,270000,,,54_Glennview_LH,2.19.2020,second,Glennview,13,strep,yes27,cns,yes27,,,,,27,gv064,,,gv065,,,,,,,NA,NA,,,,,yes,,yes,m,2,c,2,NA,NA,NA,190000,,,54_Glennview_LH,3.19.2020,third,Glennview,24,strep,yes27,cns,yes27,,,,,27,gv137,streptococcus uberis,,gv138,staphylococcus chromogenes,,,,,,NA,NA,,,,,yes,,yes,j,1,c,4,NA,NA,NA,87000,,,54_Glennview_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54_Glennview_LH_fourth
18,54_Glennview,RH,1.14.2020,first,Glennview,7,cns,yes27,strep,yes27,,,,,27,gv014,,,gv015,,,,,,,NA,NA,,,,,yes,,yes,j,2,c,2,NA,NA,NA,190000,,,54_Glennview_RH,2.19.2020,second,Glennview,13,strep,yes2,,,,,,,2,gv066,,,,,,,,,,NA,NA,,,,,no,,yes,m,2,c,2,NA,NA,NA,60000,,,54_Glennview_RH,3.19.2020,third,Glennview,24,,,,,,,,,13,,,,,,,,,,,NA,NA,,,,,,,,j,1,c,4,NA,NA,NA,62000,,,54_Glennview_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54_Glennview_RH_fourth
19,585_BJ,RF,12.17.2019,first,BJ,2,cns,yes1,,,,,,,1,bj002,staphylococcus haemolyticus,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,697000,,,585_BJ_RF,1.29.2020,second,BJ,3,cns,yes2,,,,,,,2,bj029,staphylococcus haemolyticus,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,940000,,,585_BJ_RF,2.26.2020,third,BJ,6,cns,yes2,,,,,,,2,bj056,staphylococcus haemolyticus,,,,,,,,,NA,NA,,,,,no,,yes,m,1,c,1,NA,NA,NA,1500000,,,585_BJ_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,585_BJ_RF_fourth
20,693_BJ,LH,12.17.2019,first,BJ,12,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,4,c,4,NA,NA,NA,6000,,,693_BJ_LH,1.29.2020,second,BJ,13,cns,yes2,,,,,,,2,bj042,no id,yes_nochange,,,,,,,,NA,NA,,,,,no,,yes,j,4,c,4,NA,NA,NA,8000,,,693_BJ_LH,2.26.2020,third,BJ,15,cns,yes1,,,,,,,1,bj065,,,,,,,,,,NA,NA,,,,,no,,yes,m,3,c,3,NA,NA,NA,13000,,,693_BJ_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,693_BJ_LH_fourth
21,70_Glennview,LF,1.14.2020,first,Glennview,25,,,,,,,,,7,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,3,NA,NA,NA,6000,,,70_Glennview_LF,2.19.2020,second,Glennview,33,cns,yes2,,,,,,,2,gv095,staphylococcus chromogenes,,,,,,,,,NA,NA,,,,,no,,yes,m,2,c,2,NA,NA,NA,86000,,,70_Glennview_LF,3.19.2020,third,Glennview,28,cns,yes2,,,,,,,2,gv150,staphylococcus chromogenes,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,3,NA,NA,NA,62000,,,70_Glennview_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70_Glennview_LF_fourth
22,716_BJ,LH,12.17.2019,first,BJ,4,cns,yes2,,,,,,,2,bj003,staphylococcus chromogenes,,,,,,,,,NA,NA,,,,,no,,yes,j,4,c,3,NA,NA,NA,152000,,,716_BJ_LH,1.29.2020,second,BJ,9,cns,yes2,,,,,,,2,bj037,staphylococcus chromogenes,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,1,NA,NA,NA,67000,,,716_BJ_LH,2.26.2020,third,BJ,11,cns,yes1,,,,,,,1,bj059,staphylococcus chromogenes,,,,,,,,,NA,NA,,,,,no,,,m,1,c,2,NA,NA,NA,85000,,,716_BJ_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716_BJ_LH_fourth
23,719_BJ,LH,12.17.2019,first,BJ,7,cns,yes2,,,,,,,2,bj008,staphylococcus simulans,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,3,NA,NA,NA,244000,,,719_BJ_LH,1.29.2020,second,BJ,8,cns,yes1,,,,,,,1,bj035,staphylococcus simulans,,,,,,,,,NA,NA,,,,,no,,yes,j,4,c,3,NA,NA,NA,120000,,,719_BJ_LH,2.26.2020,third,BJ,13,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,m,1,c,1,NA,NA,NA,130000,,,719_BJ_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,719_BJ_LH_fourth
24,719_BJ,RH,12.17.2019,first,BJ,7,,,,,,,,,15,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,3,NA,NA,NA,18000,,,719_BJ_RH,1.29.2020,second,BJ,8,gramneg.noncoli,yes2,,,,,,,2,bj036,wautersiella falsenii,,,,,,,,,NA,NA,,,,,no,,yes,j,4,c,3,NA,NA,NA,42000,,,719_BJ_RH,2.26.2020,third,BJ,13,cns,yes2,,,,,,,2,bj063,staphylococcus simulans,,,,,,,,,NA,NA,,,,,no,,yes,m,1,c,1,NA,NA,NA,270000,,,719_BJ_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,719_BJ_RH_fourth
