"","date","visit","farm","order","cow_id","quarter","path_1","path1_imi","path_2","path2_imi","path_3","path3_imi","path_4","path4_imi","quarter_code","isolate_1","path_1_maldi_final_id","fix_1","isolate_2","path_2_maldi_final_id","fix_2","isolate_3","path_3_maldi_final_id","fix_3","isolate_4","path_4_maldi_final_id","fix_4","clinical","blind","teatinj","pstmilking","mixed_inf_series","dup_not_collected","imi_series","hygiene_scorer_1","hygiene_1","hygiene_scorer_2","hygiene_2","cc_1","cc_2","cc_3","scc","contam","contam_comment"
"36","12.13.2019","first","Swallowdale",18,"halo","LF","","","","","","","","",6,"","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,6000,"",""
"37","12.13.2019","first","Swallowdale",18,"halo","RF","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,9000,"",""
"38","12.13.2019","first","Swallowdale",19,"sonic","LF","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,14000,"",""
"39","12.13.2019","first","Swallowdale",19,"sonic","RF","","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,9000,"",""
"40","12.13.2019","first","Swallowdale",20,"sadie","LH","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,5000,"",""
"41","12.13.2019","first","Swallowdale",20,"sadie","RH","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,4000,"",""
"42","12.13.2019","first","Swallowdale",20,"sadie","RF","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,3000,"",""
"43","12.13.2019","first","Swallowdale",21,"pasta","LH","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,21000,"",""
"44","12.13.2019","first","Swallowdale",21,"pasta","RH","","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,16000,"",""
"45","12.13.2019","first","Swallowdale",21,"pasta","RF","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,16000,"",""
"46","12.13.2019","first","Swallowdale",22,"pamela","LF","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,8000,"",""
"47","12.13.2019","first","Swallowdale",22,"pamela","RH","","","","","","","","",6,"","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,3000,"",""
"48","12.13.2019","first","Swallowdale",23,"rock7","LH","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,6000,"",""
"49","12.13.2019","first","Swallowdale",23,"rock7","LF","","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,8000,"",""
"50","12.13.2019","first","Swallowdale",23,"rock7","RH","","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,9000,"",""
"51","12.13.2019","first","Swallowdale",23,"rock7","RF","","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,7000,"",""
"52","12.13.2019","first","Swallowdale",24,"flossy","RH","","","","","","","","",6,"","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,3000,"",""
"53","12.13.2019","first","Swallowdale",24,"flossy","RF","","","","","","","","",6,"","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,4000,"",""
"54","12.13.2019","first","Swallowdale",25,"zap","LH","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,10000,"",""
"55","12.13.2019","first","Swallowdale",25,"zap","LF","","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,22000,"",""
"56","12.13.2019","first","Swallowdale",25,"zap","RH","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,12000,"",""
"57","12.13.2019","first","Swallowdale",25,"zap","RF","","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,11000,"",""
"58","12.13.2019","first","Swallowdale",26,"amber","RH","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,5000,"",""
"59","12.13.2019","first","Swallowdale",26,"amber","RF","","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,8000,"",""
"60","12.13.2019","first","Swallowdale",29,"ferris","LH","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,63000,"",""
"61","12.13.2019","first","Swallowdale",29,"ferris","LF","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,7000,"",""
"62","12.13.2019","first","Swallowdale",29,"ferris","RH","","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,83000,"",""
"63","12.13.2019","first","Swallowdale",29,"ferris","RF","","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,24000,"",""
"64","12.13.2019","first","Swallowdale",30,"cassia","LF","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,139000,"",""
"65","12.13.2019","first","Swallowdale",30,"cassia","RF","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,9000,"",""
"66","12.13.2019","first","Swallowdale",31,"jewel","LF","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,0,"",""
"67","12.13.2019","first","Swallowdale",31,"jewel","RH","","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,5000,"",""
"68","12.13.2019","first","Swallowdale",31,"jewel","RF","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,3000,"",""
"69","12.13.2019","first","Swallowdale",32,"debutant","LF","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,35000,"",""
"70","12.13.2019","first","Swallowdale",32,"debutant","RF","","","","","","","","",6,"","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,0,"",""
"71","12.13.2019","first","Swallowdale",33,"marta","LH","","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,2000,"",""
"72","12.13.2019","first","Swallowdale",33,"marta","RF","","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,56000,"",""
"73","12.13.2019","first","Swallowdale",34,"mabel","RF","","","","","","","","",6,"","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,281000,"",""
"74","12.13.2019","first","Swallowdale",35,"maisie","LH","","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,24000,"",""
"75","12.13.2019","first","Swallowdale",35,"maisie","LF","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,20000,"",""
"76","12.13.2019","first","Swallowdale",35,"maisie","RF","","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,16000,"",""
"77","1.22.2020","second","Swallowdale",1,"picknick","LH","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,NA,NA,NA,NA,NA,2000,"",""
"78","1.22.2020","second","Swallowdale",1,"picknick","LF","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,NA,NA,NA,NA,NA,3000,"",""
"79","1.22.2020","second","Swallowdale",1,"picknick","RH","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,NA,NA,NA,NA,NA,2000,"",""
"80","1.22.2020","second","Swallowdale",1,"picknick","RF","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,NA,NA,NA,NA,NA,2000,"",""
"81","1.22.2020","second","Swallowdale",2,"diane","RH","","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,NA,NA,NA,NA,NA,8000,"",""
"82","1.22.2020","second","Swallowdale",2,"diane","RF","","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,NA,NA,NA,NA,NA,9000,"",""
"83","1.22.2020","second","Swallowdale",3,"zap","LH","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,NA,NA,NA,NA,NA,34000,"",""
"84","1.22.2020","second","Swallowdale",3,"zap","LF","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,NA,NA,NA,NA,NA,4200000,"",""
"85","1.22.2020","second","Swallowdale",3,"zap","RH","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,NA,NA,NA,NA,NA,120000,"",""
"86","1.22.2020","second","Swallowdale",3,"zap","RF","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,NA,NA,NA,NA,NA,37000,"",""
"87","1.22.2020","second","Swallowdale",4,"sparky","LF","","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,NA,NA,NA,NA,NA,11000,"",""
"88","1.22.2020","second","Swallowdale",4,"sparky","RF","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,NA,NA,NA,NA,NA,6000,"",""
"89","1.22.2020","second","Swallowdale",6,"goldie","RF","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,NA,NA,NA,NA,NA,8000,"",""
"90","1.22.2020","second","Swallowdale",7,"paige","LF","","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,NA,NA,NA,NA,NA,23000,"",""
"91","1.22.2020","second","Swallowdale",7,"paige","RF","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,NA,NA,NA,NA,NA,21000,"",""
"92","1.22.2020","second","Swallowdale",9,"casbah","LH","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,NA,NA,NA,NA,NA,9000,"",""
"93","1.22.2020","second","Swallowdale",9,"casbah","LF","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,NA,NA,NA,NA,NA,4000,"",""
"94","1.22.2020","second","Swallowdale",9,"casbah","RH","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,NA,NA,NA,NA,NA,3000,"",""
"95","1.22.2020","second","Swallowdale",9,"casbah","RF","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,NA,NA,NA,NA,NA,7000,"",""
"96","1.22.2020","second","Swallowdale",10,"flossy","LF","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,NA,NA,NA,NA,NA,12000,"",""
"97","1.22.2020","second","Swallowdale",10,"flossy","RH","","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,NA,NA,NA,NA,NA,4000,"",""
"98","1.22.2020","second","Swallowdale",10,"flossy","RF","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,NA,NA,NA,NA,NA,6000,"",""
"99","1.22.2020","second","Swallowdale",11,"amber","LF","","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,NA,NA,NA,NA,NA,13000,"",""
"100","1.22.2020","second","Swallowdale",11,"amber","RH","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,NA,NA,NA,NA,NA,8000,"",""
"101","1.22.2020","second","Swallowdale",11,"amber","RF","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,NA,NA,NA,NA,NA,6000,"",""
"102","1.22.2020","second","Swallowdale",12,"gretchen","LH","","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,NA,NA,NA,NA,NA,4000,"",""
"103","1.22.2020","second","Swallowdale",12,"gretchen","LF","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,NA,NA,NA,NA,NA,25000,"",""
"104","1.22.2020","second","Swallowdale",12,"gretchen","RH","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,NA,NA,NA,NA,NA,6000,"",""
"105","1.22.2020","second","Swallowdale",12,"gretchen","RF","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,NA,NA,NA,NA,NA,8000,"",""
"106","1.22.2020","second","Swallowdale",13,"maisie","LH","","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,NA,NA,NA,NA,NA,3000,"",""
"107","1.22.2020","second","Swallowdale",13,"maisie","LF","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,NA,NA,NA,NA,NA,11000,"",""
"108","1.22.2020","second","Swallowdale",13,"maisie","RH","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,NA,NA,NA,NA,NA,3000,"",""
"109","1.22.2020","second","Swallowdale",13,"maisie","RF","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,NA,NA,NA,NA,NA,5000,"",""
"110","1.22.2020","second","Swallowdale",14,"cambric","LF","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,NA,NA,NA,NA,NA,9000,"",""
"111","1.22.2020","second","Swallowdale",14,"cambric","RF","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,NA,NA,NA,NA,NA,13000,"",""
"112","1.22.2020","second","Swallowdale",15,"quantum","LH","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,NA,NA,NA,NA,NA,5000,"",""
"113","1.22.2020","second","Swallowdale",15,"quantum","RH","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,NA,NA,NA,NA,NA,6000,"",""
"114","1.22.2020","second","Swallowdale",15,"quantum","RF","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,NA,NA,NA,NA,NA,7000,"",""
"115","1.22.2020","second","Swallowdale",16,"shelly","LH","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",NA,NA,NA,NA,NA,NA,12000,"",""
"116","1.22.2020","second","Swallowdale",16,"shelly","LF","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",NA,NA,NA,NA,NA,NA,8000,"",""
"117","1.22.2020","second","Swallowdale",16,"shelly","RH","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",NA,NA,NA,NA,NA,NA,9000,"",""
"118","1.22.2020","second","Swallowdale",16,"shelly","RF","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",NA,NA,NA,NA,NA,NA,23000,"",""
"119","1.22.2020","second","Swallowdale",17,"rock7","LH","","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,NA,NA,NA,NA,NA,3000,"",""
"120","1.22.2020","second","Swallowdale",17,"rock7","LF","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,NA,NA,NA,NA,NA,7000,"",""
"121","1.22.2020","second","Swallowdale",17,"rock7","RH","","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,NA,NA,NA,NA,NA,3000,"",""
"122","1.22.2020","second","Swallowdale",17,"rock7","RF","","","","","","","","",6,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,NA,NA,NA,NA,NA,4000,"",""
"123","1.22.2020","second","Swallowdale",18,"marta","LH","","","","","","","","",6,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,NA,NA,NA,NA,NA,9000,"",""
"124","1.22.2020","second","Swallowdale",18,"marta","LF","","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,NA,NA,NA,NA,NA,79000,"",""
"125","1.22.2020","second","Swallowdale",18,"marta","RH","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,NA,NA,NA,NA,NA,20000,"",""
"126","1.22.2020","second","Swallowdale",18,"marta","RF","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,NA,NA,NA,NA,NA,6000,"",""
"127","1.22.2020","second","Swallowdale",19,"dorian","LF","","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,NA,NA,NA,NA,NA,84000,"",""
"128","1.22.2020","second","Swallowdale",19,"dorian","RH","","","","","","","","",6,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,NA,NA,NA,NA,NA,24000,"",""
"129","1.22.2020","second","Swallowdale",19,"dorian","RF","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,NA,NA,NA,NA,NA,19000,"",""
"130","1.22.2020","second","Swallowdale",20,"pasta","RH","","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,NA,NA,NA,NA,NA,6000,"",""
"131","1.22.2020","second","Swallowdale",21,"denise","LH","","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,NA,NA,NA,NA,NA,68000,"",""
"132","1.22.2020","second","Swallowdale",22,"skyler","LH","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,NA,NA,NA,NA,NA,7000,"",""
"133","1.22.2020","second","Swallowdale",22,"skyler","LF","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,NA,NA,NA,NA,NA,2000,"",""
"134","1.22.2020","second","Swallowdale",22,"skyler","RF","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,NA,NA,NA,NA,NA,0,"",""
"135","1.22.2020","second","Swallowdale",23,"pamela","LH","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,NA,NA,NA,NA,NA,5000,"",""
"136","1.22.2020","second","Swallowdale",23,"pamela","LF","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,NA,NA,NA,NA,NA,4000,"",""
"137","1.22.2020","second","Swallowdale",23,"pamela","RH","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,NA,NA,NA,NA,NA,4000,"",""
"138","1.22.2020","second","Swallowdale",23,"pamela","RF","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,NA,NA,NA,NA,NA,5000,"",""
"139","1.22.2020","second","Swallowdale",24,"halo","LH","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,NA,NA,NA,NA,NA,4000,"",""
"140","1.22.2020","second","Swallowdale",24,"halo","LF","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,NA,NA,NA,NA,NA,12000,"",""
"141","1.22.2020","second","Swallowdale",24,"halo","RH","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,NA,NA,NA,NA,NA,0,"",""
"142","1.22.2020","second","Swallowdale",24,"halo","RF","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,NA,NA,NA,NA,NA,6000,"",""
"143","1.22.2020","second","Swallowdale",25,"debutant","LH","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,NA,NA,NA,NA,NA,2000,"",""
"144","1.22.2020","second","Swallowdale",25,"debutant","LF","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,NA,NA,NA,NA,NA,0,"",""
"145","1.22.2020","second","Swallowdale",25,"debutant","RH","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,NA,NA,NA,NA,NA,2000,"",""
"146","1.22.2020","second","Swallowdale",25,"debutant","RF","","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,NA,NA,NA,NA,NA,2000,"",""
