cow_id,quarter,first_date,first_visit,first_farm,first_order,first_path_1,first_path1_IMI,first_path_2,first_path2_IMI,first_path_3,first_path3_IMI,first_path_4,first_path4_IMI,first_quarter_code,first_isolate_1,first_isolate_2,first_isolate_3,first_isolate_4,first_clinical,first_blind,first_teatinj,first_pstmilking,first_mixed_inf_series,first_dup_not_collected,first_IMI_series,first_hygiene_1,first_hygiene_2,first_cc_1,first_cc_2,first_cc_3,first_scc,first_contam,first_contam_comment,first_uniqueID,second_date,second_visit,second_farm,second_order,second_path_1,second_path1_IMI,second_path_2,second_path2_IMI,second_path_3,second_path3_IMI,second_path_4,second_path4_IMI,second_quarter_code,second_isolate_1,second_isolate_2,second_isolate_3,second_isolate_4,second_clinical,second_blind,second_teatinj,second_pstmilking,second_mixed_inf_series,second_dup_not_collected,second_IMI_series,second_hygiene_1,second_hygiene_2,second_cc_1,second_cc_2,second_cc_3,second_scc,second_contam,second_contam_comment,second_uniqueID,third_date,third_visit,third_farm,third_order,third_path_1,third_path1_IMI,third_path_2,third_path2_IMI,third_path_3,third_path3_IMI,third_path_4,third_path4_IMI,third_quarter_code,third_isolate_1,third_isolate_2,third_isolate_3,third_isolate_4,third_clinical,third_blind,third_teatinj,third_pstmilking,third_mixed_inf_series,third_dup_not_collected,third_IMI_series,third_hygiene_1,third_hygiene_2,third_cc_1,third_cc_2,third_cc_3,third_scc,third_contam,third_contam_comment,third_uniqueID,fourth_date,fourth_visit,fourth_farm,fourth_order,fourth_path_1,fourth_path1_IMI,fourth_path_2,fourth_path2_IMI,fourth_path_3,fourth_path3_IMI,fourth_path_4,fourth_path4_IMI,fourth_quarter_code,fourth_isolate_1,fourth_isolate_2,fourth_isolate_3,fourth_isolate_4,fourth_clinical,fourth_blind,fourth_teatinj,fourth_pstmilking,fourth_mixed_inf_series,fourth_dup_not_collected,fourth_IMI_series,fourth_hygiene_1,fourth_hygiene_2,fourth_cc_1,fourth_cc_2,fourth_cc_3,fourth_scc,fourth_contam,fourth_contam_comment,fourth_uniqueID,first_scc_200k,second_scc_200k,third_scc_200k,fourth_scc_200k
656_BJ,LH,12.17.2019,first,BJ,6,strep,yes2,,,,,,,2,BJ007,,,,,,,,no,,yes,NA,NA,NA,NA,NA,799000,,,656_BJ_LH,1.29.2020,second,BJ,2,strep,yes27,sa,yes27,,,,,27,BJ027,BJ028,,,,,,,yes,,yes,NA,NA,NA,NA,NA,810000,,,656_BJ_LH,2.26.2020,third,BJ,3,sa,yes27,strep,yes27,,,,,27,BJ051,BJ052,,,,,,,yes,,yes,NA,NA,NA,NA,NA,1600000,,,656_BJ_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,656_BJ_LH_fourth,yes,yes,yes,NA
66_Choiniere,LF,12.11.2019,first,Choiniere,4,sa,yes2,,,,,,,2,CF005,,,,,,,,no,,yes,NA,NA,NA,NA,NA,131000,,,66_Choiniere_LF,1.21.2020,second,Choiniere,1,sa,yes2,,,,,,,2,CF081,,,,,,,,no,,yes,NA,NA,NA,NA,NA,89000,,,66_Choiniere_LF,2.17.2020,third,Choiniere,6,sa,yes2,,,,,,,2,CF141,,,,,,,,no,,yes,NA,NA,NA,NA,NA,230000,,,66_Choiniere_LF,3.16.2020,fourth,Choiniere,6,sa,yes2,,,,,,,2,CF195,,,,,,,,no,,yes,NA,NA,NA,NA,NA,8000,,,66_Choiniere_LF_fourth,no,no,yes,no
69_Choiniere,RF,12.11.2019,first,Choiniere,3,,,,,,,,,13,,,,,,,,,,,,NA,NA,NA,NA,NA,155000,,,69_Choiniere_RF,1.21.2020,second,Choiniere,8,sa,yes2,,,,,,,2,CF094,,,,,,,,no,,yes,NA,NA,NA,NA,NA,63000,,,69_Choiniere_RF,2.17.2020,third,Choiniere,4,,,,,,,,,7,,,,,,,,,,,,NA,NA,NA,NA,NA,42000,,,69_Choiniere_RF,3.16.2020,fourth,Choiniere,32,,,,,,,,,8,,,,,,,,,,,,NA,NA,NA,NA,NA,1.00E+05,yes,,69_Choiniere_RF_fourth,no,no,no,no
701_BJ,LH,12.17.2019,first,BJ,18,sa,yes2,sa,other18,,,,,2,BJ014,BJ015,,,,,,,no,,yes,NA,NA,NA,NA,NA,762000,,,701_BJ_LH,1.29.2020,second,BJ,20,sa,other17,,,,,,,17,BJ046,,,,,,,,,,no,NA,NA,NA,NA,NA,30000,,,701_BJ_LH,2.26.2020,third,BJ,22,sa,yes2,,,,,,,2,BJ074,,,,,,,,no,,yes,NA,NA,NA,NA,NA,470000,,,701_BJ_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,701_BJ_LH_fourth,yes,no,yes,NA
720_BJ,LF,12.17.2019,first,BJ,10,sa,yes2,,,,,,,2,BJ010,,,,,,,,no,,yes,NA,NA,NA,NA,NA,227000,,,720_BJ_LF,1.29.2020,second,BJ,7,sa,yes2,,,,,,,2,BJ032,,,,,,,,no,,yes,NA,NA,NA,NA,NA,650000,,,720_BJ_LF,2.26.2020,third,BJ,12,sa,yes2,,,,,,,2,BJ060,,,,,,,,no,,yes,NA,NA,NA,NA,NA,3600000,,,720_BJ_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720_BJ_LF_fourth,yes,yes,yes,NA
720_BJ,RF,12.17.2019,first,BJ,10,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,209000,,,720_BJ_RF,1.29.2020,second,BJ,7,sa,yes1,,,,,,,1,BJ034,,,,,,,,no,,yes,NA,NA,NA,NA,NA,62000,,,720_BJ_RF,2.26.2020,third,BJ,12,sa,yes2,,,,,,,2,BJ062,,,,,,,,no,,yes,NA,NA,NA,NA,NA,4100000,,,720_BJ_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720_BJ_RF_fourth,yes,no,yes,NA
733_BJ,RF,12.17.2019,first,BJ,15,sa,yes2,,,,,,,2,BJ013,,,,,,,,no,,yes,NA,NA,NA,NA,NA,277000,,,733_BJ_RF,1.29.2020,second,BJ,19,sa,yes2,,,,,,,2,BJ045,,,,,,,,no,,yes,NA,NA,NA,NA,NA,270000,,,733_BJ_RF,2.26.2020,third,BJ,21,sa,other12,,,,,,,12,BJ073,,,,,,,,,,no,NA,NA,NA,NA,NA,410000,,,733_BJ_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,733_BJ_RF_fourth,yes,yes,yes,NA
74_Choiniere,LF,12.11.2019,first,Choiniere,24,sa,yes2,,,,,,,2,CF046,,,,,,,,no,,yes,NA,NA,NA,NA,NA,304000,,,74_Choiniere_LF,1.21.2020,second,Choiniere,30,sa,other12,corynebac,other12,,,,,12,CF124,CF125,,,,,,,,,no,NA,NA,NA,NA,NA,6.00E+05,,,74_Choiniere_LF,2.17.2020,third,Choiniere,15,sa,yes1,,,,,,,1,CF154,,,,,,,,,,yes,NA,NA,NA,NA,NA,650000,,,74_Choiniere_LF,3.16.2020,fourth,Choiniere,17,sa,other4,,,,,,,4,CF216,,,,,,,,no,,no,NA,NA,NA,NA,NA,1400000,yes,cont and 5 sa- chose isolate,74_Choiniere_LF_fourth,yes,yes,yes,yes
761_BJ,LH,12.17.2019,first,BJ,30,cns,yes2,cns,other18,,,,,2,BJ018,BJ026,,,,,,,tbd,,yes,NA,NA,NA,NA,NA,246000,,,761_BJ_LH,1.29.2020,second,BJ,27,sa,yes2,,,,,,,2,BJ047,,,,,,,,no,,yes,NA,NA,NA,NA,NA,81000,,,761_BJ_LH,2.26.2020,third,BJ,26,cns,yes2,,,,,,,2,BJ076,,,,,,,,no,,yes,NA,NA,NA,NA,NA,70000,,,761_BJ_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,761_BJ_LH_fourth,yes,no,no,NA
86_Choiniere,LH,12.11.2019,first,Choiniere,5,sa,yes24,strep,yes24,corynebac,yes24,,,24,CF008,CF064,CF079,,,,,,yes,,yes,NA,NA,NA,NA,NA,460000,,,86_Choiniere_LH,1.21.2020,second,Choiniere,10,sa,yes24,corynebac,yes24,strep,yes24,,,24,CF096,CF097,CF098,,,,,,yes,,yes,NA,NA,NA,NA,NA,2200000,,,86_Choiniere_LH,2.17.2020,third,Choiniere,19,sa,yes24,corynebac,yes24,strep,yes24,,,24,CF160,CF161,CF162,,,,,,yes,,yes,NA,NA,NA,NA,NA,930000,,,86_Choiniere_LH,3.16.2020,fourth,Choiniere,1,strep,yes24,corynebac,yes24,sa,yes24,,,24,CF182,CF183,CF184,,,,,,yes,,yes,NA,NA,NA,NA,NA,1.00E+06,,,86_Choiniere_LH_fourth,yes,yes,yes,yes
9_Choiniere,LF,12.11.2019,first,Choiniere,16,sa,yes2,,,,,,,2,CF032,,,,yes,,,,no,,yes,NA,NA,NA,NA,NA,NA,,,9_Choiniere_LF,1.21.2020,second,Choiniere,3,,,,,,,,,16,,,,,,yes,,,,,,NA,NA,NA,NA,NA,NA,,,9_Choiniere_LF,2.17.2020,third,Choiniere,9,,,,,,,,,16,,,,,,yes,,,,,,NA,NA,NA,NA,NA,NA,,,9_Choiniere_LF,3.16.2020,fourth,Choiniere,29,,,,,,,,,16,,,,,,yes,,,,,,NA,NA,NA,NA,NA,NA,,,9_Choiniere_LF_fourth,NA,NA,NA,NA
9_Choiniere,RH,12.11.2019,first,Choiniere,16,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,1407000,,,9_Choiniere_RH,1.21.2020,second,Choiniere,3,sa,yes2,,,,,,,2,CF084,,,,,,,,no,,yes,NA,NA,NA,NA,NA,840000,,,9_Choiniere_RH,2.17.2020,third,Choiniere,9,sa,yes2,,,,,,,2,CF147,,,,,,,,no,,yes,NA,NA,NA,NA,NA,1200000,,,9_Choiniere_RH,3.16.2020,fourth,Choiniere,29,sa,yes2,,,,,,,2,CF230,,,,,,,,no,,yes,NA,NA,NA,NA,NA,1300000,,,9_Choiniere_RH_fourth,yes,yes,yes,yes
93_Choiniere,LF,12.11.2019,first,Choiniere,32,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,587000,,,93_Choiniere_LF,1.21.2020,second,Choiniere,23,sa,yes2,,,,,,,2,CF114,,,,,,,,no,,yes,NA,NA,NA,NA,NA,2500000,,,93_Choiniere_LF,2.17.2020,third,Choiniere,18,sa,yes2,,,,,,,2,CF158,,,,,,,,no,,yes,NA,NA,NA,NA,NA,1800000,,,93_Choiniere_LF,3.16.2020,fourth,Choiniere,14,sa,yes2,,,,,,,2,CF209,,,,,,,,no,,yes,NA,NA,NA,NA,NA,280000,,,93_Choiniere_LF_fourth,yes,yes,yes,yes
93_Choiniere,LH,12.11.2019,first,Choiniere,32,sa,yes2,,,,,,,2,CF057,,,,,,,,no,,yes,NA,NA,NA,NA,NA,521000,,,93_Choiniere_LH,1.21.2020,second,Choiniere,23,sa,yes2,,,,,,,2,CF113,,,,,,,,no,,yes,NA,NA,NA,NA,NA,1700000,,,93_Choiniere_LH,2.17.2020,third,Choiniere,18,corynebac,other12,,,,,,,12,CF157,,,,,,,,,,no,NA,NA,NA,NA,NA,880000,,,93_Choiniere_LH,3.16.2020,fourth,Choiniere,14,sa,yes2,,,,,,,2,CF208,,,,,,,,no,,yes,NA,NA,NA,NA,NA,270000,,,93_Choiniere_LH_fourth,yes,yes,yes,yes
93_Choiniere,RH,12.11.2019,first,Choiniere,32,sa,yes2,,,,,,,2,CF058,,,,,,,,no,,yes,NA,NA,NA,NA,NA,3972000,,,93_Choiniere_RH,1.21.2020,second,Choiniere,23,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,490000,,,93_Choiniere_RH,2.17.2020,third,Choiniere,18,,,,,,,,,4,,,,,,,,,,,,NA,NA,NA,NA,NA,1600000,,,93_Choiniere_RH,3.16.2020,fourth,Choiniere,14,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,340000,,,93_Choiniere_RH_fourth,yes,yes,yes,yes
97_Choiniere,LF,12.11.2019,first,Choiniere,27,strep,yes2,,,,,,,2,CF049,,,,,,,,no,,yes,NA,NA,NA,NA,NA,1051000,,,97_Choiniere_LF,1.21.2020,second,Choiniere,24,strep,yes2,,,,,,,2,CF116,,,,,,,,no,,yes,NA,NA,NA,NA,NA,1400000,,,97_Choiniere_LF,2.17.2020,third,Choiniere,27,sa,yes2,,,,,,,2,CF173,,,,,,,,no,,yes,NA,NA,NA,NA,NA,1400000,,,97_Choiniere_LF,3.16.2020,fourth,Choiniere,33,strep,yes27,cns,yes27,,,,,27,CF239,CF240,,,,,,,yes,,yes,NA,NA,NA,NA,NA,240000,,,97_Choiniere_LF_fourth,yes,yes,yes,yes
97_Choiniere,RF,12.11.2019,first,Choiniere,27,sa,yes2,,,,,,,2,CF051,,,,,,,,no,,yes,NA,NA,NA,NA,NA,1866000,,,97_Choiniere_RF,1.21.2020,second,Choiniere,24,sa,yes2,,,,,,,2,CF118,,,,,,,,no,,yes,NA,NA,NA,NA,NA,2.00E+06,,,97_Choiniere_RF,2.17.2020,third,Choiniere,27,strep,yes27,corynebac,yes27,,,,,27,CF170,CF171,,,,,,,yes,,yes,NA,NA,NA,NA,NA,1900000,,,97_Choiniere_RF,3.16.2020,fourth,Choiniere,33,sa,yes2,,,,,,,2,CF242,,,,,,,,no,,yes,NA,NA,NA,NA,NA,740000,,,97_Choiniere_RF_fourth,yes,yes,yes,yes
97_Choiniere,RH,12.11.2019,first,Choiniere,27,sa,yes2,,,,,,,2,CF050,,,,,,,,no,,yes,NA,NA,NA,NA,NA,5253000,,,97_Choiniere_RH,1.21.2020,second,Choiniere,24,sa,yes2,,,,,,,2,CF117,,,,,,,,no,,yes,NA,NA,NA,NA,NA,870000,,,97_Choiniere_RH,2.17.2020,third,Choiniere,27,sa,no12,,,,,,,12,CF174,,,,,,,,,,no,NA,NA,NA,NA,NA,2400000,,,97_Choiniere_RH,3.16.2020,fourth,Choiniere,33,sa,yes2,,,,,,,2,CF241,,,,,,,,no,,yes,NA,NA,NA,NA,NA,1300000,,,97_Choiniere_RH_fourth,yes,yes,yes,yes
annabelle27_Paddlebridge,RF,1.17.2020,first,Paddlebridge,10,sa,yes2,,,,,,,2,PB004,,,,,,,,no,,yes,NA,NA,NA,NA,NA,230000,,,annabelle27_Paddlebridge_RF,2.21.2020,second,Paddlebridge,5,sa,yes2,,,,,,,2,PB029,,,,,,,,no,,yes,NA,NA,NA,NA,NA,720000,,,annabelle27_Paddlebridge_RF,3.20.2020,third,Paddlebridge,8,sa,yes2,,,,,,,2,PB068,,,,,,,,no,,yes,NA,NA,NA,NA,NA,1.00E+06,,,annabelle27_Paddlebridge_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,annabelle27_Paddlebridge_RF_fourth,yes,yes,yes,NA
annabeth2_Paddlebridge,LF,1.17.2020,first,Paddlebridge,33,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,190000,,,annabeth2_Paddlebridge_LF,2.21.2020,second,Paddlebridge,34,sa,yes2,sa,other18,,,,,2,PB058,PB059,,,,,,,no,,yes,NA,NA,NA,NA,NA,670000,,,annabeth2_Paddlebridge_LF,3.20.2020,third,Paddlebridge,35,sa,yes2,,,,,,,2,PB102,,,,,,,,no,,yes,NA,NA,NA,NA,NA,1.00E+05,,,annabeth2_Paddlebridge_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,annabeth2_Paddlebridge_LF_fourth,no,yes,no,NA
applecore_Butterworks,LH,1.2.2020,first,Butterworks,30,sa,yes2,,,,,,,2,BW056,,,,,,,,no,,yes,NA,NA,NA,NA,NA,8900000,,,applecore_Butterworks_LH,2.4.2020,second,Butterworks,33,sa,yes2,,,,,,,2,BW108,,,,,,,,no,,yes,NA,NA,NA,NA,NA,1100000,,,applecore_Butterworks_LH,3.3.2020,third,Butterworks,33,sa,yes2,,,,,,,2,BW156,,,,,,,,no,,yes,NA,NA,NA,NA,NA,190000,,,applecore_Butterworks_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,applecore_Butterworks_LH_fourth,yes,yes,no,NA
applecore_Butterworks,RF,1.2.2020,first,Butterworks,30,sa,yes2,,,,,,,2,BW058,,,,,,,,no,,yes,NA,NA,NA,NA,NA,3800000,,,applecore_Butterworks_RF,2.4.2020,second,Butterworks,33,sa,yes2,,,,,,,2,BW109,,,,,,,,no,,yes,NA,NA,NA,NA,NA,4400000,,,applecore_Butterworks_RF,3.3.2020,third,Butterworks,33,sa,yes2,,,,,,,2,BW158,,,,,,,,no,,yes,NA,NA,NA,NA,NA,2700000,,,applecore_Butterworks_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,applecore_Butterworks_RF_fourth,yes,yes,yes,NA
