"","cow_id","quarter","first_date","first_visit","first_farm","first_order","first_path_1","first_path1_IMI","first_path_2","first_path2_IMI","first_path_3","first_path3_IMI","first_path_4","first_path4_IMI","first_quarter_code","first_isolate_1","first_isolate_2","first_isolate_3","first_isolate_4","first_clinical","first_blind","first_teatinj","first_pstmilking","first_mixed_inf_series","first_dup_not_collected","first_IMI_series","first_hygiene_1","first_hygiene_2","first_cc_1","first_cc_2","first_cc_3","first_scc","first_contam","first_contam_comment","first_uniqueID","second_date","second_visit","second_farm","second_order","second_path_1","second_path1_IMI","second_path_2","second_path2_IMI","second_path_3","second_path3_IMI","second_path_4","second_path4_IMI","second_quarter_code","second_isolate_1","second_isolate_2","second_isolate_3","second_isolate_4","second_clinical","second_blind","second_teatinj","second_pstmilking","second_mixed_inf_series","second_dup_not_collected","second_IMI_series","second_hygiene_1","second_hygiene_2","second_cc_1","second_cc_2","second_cc_3","second_scc","second_contam","second_contam_comment","second_uniqueID","third_date","third_visit","third_farm","third_order","third_path_1","third_path1_IMI","third_path_2","third_path2_IMI","third_path_3","third_path3_IMI","third_path_4","third_path4_IMI","third_quarter_code","third_isolate_1","third_isolate_2","third_isolate_3","third_isolate_4","third_clinical","third_blind","third_teatinj","third_pstmilking","third_mixed_inf_series","third_dup_not_collected","third_IMI_series","third_hygiene_1","third_hygiene_2","third_cc_1","third_cc_2","third_cc_3","third_scc","third_contam","third_contam_comment","third_uniqueID","fourth_date","fourth_visit","fourth_farm","fourth_order","fourth_path_1","fourth_path1_IMI","fourth_path_2","fourth_path2_IMI","fourth_path_3","fourth_path3_IMI","fourth_path_4","fourth_path4_IMI","fourth_quarter_code","fourth_isolate_1","fourth_isolate_2","fourth_isolate_3","fourth_isolate_4","fourth_clinical","fourth_blind","fourth_teatinj","fourth_pstmilking","fourth_mixed_inf_series","fourth_dup_not_collected","fourth_IMI_series","fourth_hygiene_1","fourth_hygiene_2","fourth_cc_1","fourth_cc_2","fourth_cc_3","fourth_scc","fourth_contam","fourth_contam_comment","fourth_uniqueID","first_scc_200k","second_scc_200k","third_scc_200k","fourth_scc_200k"
"21","720_BJ","LF","12.17.2019","first","BJ",10,"sa","yes2","","","","","","",2,"BJ010","","","","","","","","no","","yes","NA","NA","NA","NA","NA",227000,"","","720_BJ_LF","1.29.2020","second","BJ",7,"sa","yes2","","","","","","",2,"BJ032","","","","","","","","no","","yes","NA","NA","NA","NA","NA",650000,"","","720_BJ_LF","2.26.2020","third","BJ",12,"sa","yes2","","","","","","",2,"BJ060","","","","","","","","no","","yes","NA","NA","NA","NA","NA",3600000,"","","720_BJ_LF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"720_BJ_LF_fourth","yes","yes","yes",NA
"22","720_BJ","RH","12.17.2019","first","BJ",10,"cns","yes2","","","","","","",2,"BJ011","","","","","","","","no","","yes","NA","NA","NA","NA","NA",74000,"","","720_BJ_RH","1.29.2020","second","BJ",7,"cns","yes2","","","","","","",2,"BJ033","","","","","","","","no","","yes","NA","NA","NA","NA","NA",64000,"","","720_BJ_RH","2.26.2020","third","BJ",12,"cns","yes2","","","","","","",2,"BJ061","","","","","","","","no","","yes","NA","NA","NA","NA","NA",230000,"","","720_BJ_RH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"720_BJ_RH_fourth","no","no","yes",NA
"23","731_BJ","LF","12.17.2019","first","BJ",19,"cns","yes2","","","","","","",2,"BJ016","","","","","","","","no","","yes","NA","NA","NA","NA","NA",1739000,"","","731_BJ_LF","1.29.2020","second","BJ",15,"cns","yes2","","","","","","",2,"BJ043","","","","","","","","no","","yes","NA","NA","NA","NA","NA",140000,"","","731_BJ_LF","2.26.2020","third","BJ",16,"cns","yes2","","","","","","",2,"BJ069","","","","","","","","no","","yes","NA","NA","NA","NA","NA",2e+06,"","","731_BJ_LF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"731_BJ_LF_fourth","yes","no","yes",NA
"24","733_BJ","LF","12.17.2019","first","BJ",15,"cns","yes2","","","","","","",2,"BJ012","","","","","","","","no","","yes","NA","NA","NA","NA","NA",286000,"","","733_BJ_LF","1.29.2020","second","BJ",19,"cns","yes2","","","","","","",2,"BJ044","","","","","","","","no","","yes","NA","NA","NA","NA","NA",42000,"","","733_BJ_LF","2.26.2020","third","BJ",21,"cns","yes2","","","","","","",2,"BJ072","","","","","","","","no","","yes","NA","NA","NA","NA","NA",170000,"","","733_BJ_LF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"733_BJ_LF_fourth","yes","no","no",NA
"25","739_BJ","LH","12.17.2019","first","BJ",8,"cns","yes2","","","","","","",2,"BJ009","","","","","","","","no","","yes","NA","NA","NA","NA","NA",36000,"","","739_BJ_LH","1.29.2020","second","BJ",11,"cns","yes2","","","","","","",2,"BJ040","","","","","","","","no","","yes","NA","NA","NA","NA","NA",23000,"","","739_BJ_LH","2.26.2020","third","BJ",14,"cns","yes2","","","","","","",2,"BJ064","","","","","","","","no","","yes","NA","NA","NA","NA","NA",66000,"","","739_BJ_LH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"739_BJ_LH_fourth","no","no","no",NA
"26","761_BJ","LH","12.17.2019","first","BJ",30,"cns","yes2","cns","other18","","","","",2,"BJ018","BJ026","","","","","","","tbd","","yes","NA","NA","NA","NA","NA",246000,"","","761_BJ_LH","1.29.2020","second","BJ",27,"sa","yes2","","","","","","",2,"BJ047","","","","","","","","no","","yes","NA","NA","NA","NA","NA",81000,"","","761_BJ_LH","2.26.2020","third","BJ",26,"cns","yes2","","","","","","",2,"BJ076","","","","","","","","no","","yes","NA","NA","NA","NA","NA",70000,"","","761_BJ_LH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"761_BJ_LH_fourth","yes","no","no",NA
"27","79_Glennview","RH","1.14.2020","first","Glennview",33,"cns","yes2","","","","","","",2,"GV045","","","","","","","","","","yes","NA","NA","NA","NA","NA",620000,"","","79_Glennview_RH","2.19.2020","second","Glennview",9,"cns","yes27","cns","yes27","","","","",27,"GV062","GV063","","","","","","","tbd","","yes","NA","NA","NA","NA","NA",270000,"","","79_Glennview_RH","3.19.2020","third","Glennview",12,"cns","yes2","","","","","","",2,"GV120","","","","","","","","no","","yes","NA","NA","NA","NA","NA",2e+05,"","","79_Glennview_RH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79_Glennview_RH_fourth","yes","yes","yes",NA
"28","93_Glennview","RH","1.14.2020","first","Glennview",20,"corynebac","yes27","strep","yes27","","","","",27,"GV031","GV032","","","","","","","yes","","yes","NA","NA","NA","NA","NA",190000,"","","93_Glennview_RH","2.19.2020","second","Glennview",36,"strep","yes27","cns","yes27","","","","",27,"GV099","GV100","","","","","","","yes","","yes","NA","NA","NA","NA","NA",3900000,"","","93_Glennview_RH","3.19.2020","third","Glennview",13,"strep","yes27","corynebac","yes27","","","","",27,"GV125","GV126","","","","","","","no","","yes","NA","NA","NA","NA","NA",380000,"","","93_Glennview_RH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"93_Glennview_RH_fourth","no","yes","yes",NA
"29","abigail_vonTrapp","LH","1.6.2020","first","vonTrapp",19,"strep","yes2","","","","","","",2,"VT017","","","","","","","","no","","yes","NA","NA","NA","NA","NA",1e+06,"","","abigail_vonTrapp_LH","2.12.2020","second","vonTrapp",15,"strep","yes2","","","","","","",2,"VT047","","","","","","","","no","","yes","NA","NA","NA","NA","NA",2400000,"","","abigail_vonTrapp_LH","3.10.2020","third","vonTrapp",15,"strep","yes2","","","","","","",2,"VT080","","","","","","","","no","","yes","NA","NA","NA","NA","NA",1700000,"","","abigail_vonTrapp_LH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"abigail_vonTrapp_LH_fourth","yes","yes","yes",NA
"30","alf_OughtaBe","RF","1.3.2020","first","OughtaBe",24,"cns","yes2","","","","","","",2,"OB033","","","","","","","","no","","yes","NA","NA","NA","NA","NA",450000,"","","alf_OughtaBe_RF","2.14.2020","second","OughtaBe",24,"cns","yes2","","","","","","",2,"OB091","","","","","","","","no","","yes","NA","NA","NA","NA","NA",1e+06,"","","alf_OughtaBe_RF","3.12.2020","third","OughtaBe",22,"cns","yes2","","","","","","",2,"OB148","","","","","","","","no","","yes","NA","NA","NA","NA","NA",410000,"","","alf_OughtaBe_RF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"alf_OughtaBe_RF_fourth","yes","yes","yes",NA
