Cow_ID,Quarter,IMI_species,SCC
84,LH,,21000
84,LF,,26000
84,RH,,13000
84,RF,,11000
173,LH,CNS,390000
173,LF,,7000
173,RH,CNS,67000
173,RF,,2000
205,LH,Contaminated,76000
205,LF,,2000
205,RH,Contaminated,36000
205,RF,Contaminated,6000
114,LH,Blind,.
114,LF,Coryne,40000
114,RH,Coryne,61000
114,RF,SA,36000
194,LH,,13000
194,LF,,5000
194,RH,Mix_Coryne_Strep,10000
194,RF,,10000
193,LH,,4000
193,LF,,3000
193,RH,,2000
193,RF,Coryne,2000
133,LH,CNS,46000
133,LF,Coryne,33000
133,RH,,4000
133,RF,Unknown,2600000
79,LH,,54000
79,LF,,10000
79,RH,CNS,270000
79,RF,,13000
200,LH,,21000
200,LF,,11000
200,RH,,13000
200,RF,,11000
80,LH,,7000
80,LF,,8000
80,RH,,5000
80,RF,,3600000
201,LH,,71000
201,LF,,6000
201,RH,Contaminated,12000
201,RF,,4000
54,LH,Mix_CNS_Strep,190000
54,LF,,9000
54,RH,Strep,60000
54,RF,Blind,.
27,LH,Contaminated,1400000
27,LF,,390000
27,RH,CNS,67000
27,RF,,3000
175,LH,,5000
175,LF,,8000
175,RH,,5000
175,RF,Unknown,140000
203,LH,,8000
203,LF,,6000
203,RH,,7000
203,RF,,5000
137,LH,,4000
137,LF,,3000
137,RH,,4000
137,RF,,2000
42,LH,Mix_Coryne_Unknown,4000000
42,LF,CNS,160000
42,RH,,3000
42,RF,,0
188,LH,Coryne,10000
188,LF,,15000
188,RH,,31000
188,RF,,12000
160,LH,,6000
160,LF,,8000
160,RH,CNS,120000
160,RF,,37000
206,LH,,8000
206,LF,,6000
206,RH,,4000
206,RF,,3000
139,LH,Strep,8000
139,LF,Contaminated,3000
139,RH,,0
139,RF,,2000
165,LH,SA,1000000
165,LF,,30000
165,RH,Unknown,110000
165,RF,CNS,220000
43,LH,Strep,770000
43,LF,,39000
43,RH,Strep,5600000
43,RF,,120000
185,LH,,13000
185,LF,,8000
185,RH,,10000
185,RF,,12000
190,LH,,12000
190,LF,,12000
190,RH,Coryne,17000
190,RF,,11000
169,LH,,98000
169,LF,CNS,10000
169,RH,,4000
169,RF,CNS,96000
128,LH,Coryne,19000
128,LF,,21000
128,RH,,14000
128,RF,,17000
204,LH,Unknown,4000
204,LF,,6000
204,RH,,5000
204,RF,,0
207,LH,Unknown,66000
207,LF,,3000
207,RH,,2000
207,RF,,10000
192,LH,,23000
192,LF,,20000
192,RH,,17000
192,RF,CNS,130000
199,LH,CNS,40000
199,LF,,4000
199,RH,CNS,79000
199,RF,Strep,6300000
70,LH,Strep,760000
70,LF,CNS,86000
70,RH,Strep,1200000
70,RF,,26000
172,LH,,2000
172,LF,,3000
172,RH,,3000
172,RF,,3000
198,LH,CNS,66000
198,LF,CNS,4000
198,RH,,9000
198,RF,,53000
93,LH,,4000
93,LF,,0
93,RH,Mix_CNS_Strep,3900000
93,RF,,79000
194,LH,,9000
194,LF,,5000
194,RH,,7000
194,RF,,4000
199,LH,CNS,46000
199,LF,,2000
199,RH,CNS,120000
199,RF,Strep,3500000
172,LH,,73000
172,LF,,4000
172,RH,,4000
172,RF,CNS,7000
193,LH,,3000
193,LF,,2000
193,RH,,3000
193,RF,Coryne,2000
174,LH,Contaminated,240000
174,LF,Contaminated,10000
174,RH,,10000
174,RF,,10000
173,LH,CNS,200000
173,LF,Contaminated,5000
173,RH,CNS,130000
173,RF,,6000
198,LH,CNS,370000
198,LF,,72000
198,RH,Bacillus,19000
198,RF,,27000
165,LH,SA,2400000
165,LF,,76000
165,RH,CNS,120000
165,RF,CNS,240000
200,LH,,38000
200,LF,,25000
200,RH,,14000
200,RF,,12000
42,LH,Strep,2300000
42,LF,CNS,120000
42,RH,,4000
42,RF,,0
137,LH,,8000
137,LF,,5000
137,RH,Coryne,9000
137,RF,,7000
79,LH,Contaminated,8000
79,LF,,8000
79,RH,CNS,200000
79,RF,CNS,11000
93,LH,Mix_CNS_Coryne,26000
93,LF,CNS,30000
93,RH,Mix_Coryne_Strep,380000
93,RF,,38000
133,LH,Contaminated,26000
133,LF,,52000
133,RH,,8000
133,RF,Strep,4300000
128,LH,,90000
128,LF,Contaminated,20000
128,RH,CNS,12000
128,RF,,19000
190,LH,,24000
190,LF,,6000
190,RH,,29000
190,RF,,6000
139,LH,,5000
139,LF,,0
139,RH,,2000
139,RF,,2000
80,LH,,6000
80,LF,,12000
80,RH,,4000
80,RF,,3600000
185,LH,,110000
185,LF,,19000
185,RH,Coryne,18000
185,RF,,14000
203,LH,,21000
203,LF,,14000
203,RH,,15000
203,RF,,22000
201,LH,,12000
201,LF,,8000
201,RH,,12000
201,RF,,9000
204,LH,Contaminated,4000
204,LF,,5000
204,RH,,7000
204,RF,Contaminated,3000
207,LH,Unknown,110000
207,LF,,5000
207,RH,,5000
207,RF,,4000
54,LH,Mix_CNS_Strep,87000
54,LF,,5000
54,RH,,62000
54,RF,Blind,.
43,LH,Strep,1600000
43,LF,Coryne,60000
43,RH,Strep,16000000
43,RF,,470000
27,LH,Mix_SA_Strep,850000
27,LF,,550000
27,RH,CNS,70000
27,RF,,5000
205,LH,CNS,460000
205,LF,,9000
205,RH,CNS,58000
205,RF,,3000
70,LH,Mix_E.coli_Strep,140000
70,LF,CNS,62000
70,RH,Contaminated,2800000
70,RF,,55000
206,LH,,7000
206,LF,,9000
206,RH,,6000
206,RF,,4000
188,LH,Coryne,9000
188,LF,,11000
188,RH,,6000
188,RF,,10000
192,LH,,18000
192,LF,,7000
192,RH,,15000
192,RF,CNS,63000
84,LH,Coryne,8000
84,LF,,14000
84,RH,,11000
84,RF,,13000
114,LH,Blind,.
114,LF,,22000
114,RH,,67000
114,RF,,29000
169,LH,,93000
169,LF,,10000
169,RH,,8000
169,RF,CNS,42000
175,LH,,6000
175,LF,,10000
175,RH,,6000
175,RF,,2300000
