Cow_ID,Quarter,IMI_species,SCC
Chipotle,RF,CNS,120000
Lilac,LH,,13000
Lilac,LF,,25000
Lilac,RH,SA,3700000
Lilac,RF,,90000
Plantain,LH,CNS,89000
Plantain,LF,SA,470000
Plantain,RH,Contaminated,11000
Plantain,RF,Mix_Coryne_Strep,930000
Masala,LH,,40000
Masala,LF,,40000
Masala,RH,,33000
Masala,RF,CNS,67000
Strawberry,LH,,13000
Strawberry,LF,,9000
Strawberry,RH,,11000
Strawberry,RF,,9000
Muffin,LH,CNS,400000
Muffin,LF,,11000
Muffin,RH,CNS,280000
Muffin,RF,,7000
Mango,LH,,4000
Mango,LF,,6000
Mango,RH,,4000
Mango,RF,,5000
Pomme,LH,,6000
Pomme,LF,CNS,40000
Pomme,RH,Mix_CNS_Strep,230000
Pomme,RF,,11000
Noel,LH,,5000
Noel,LF,CNS,61000
Noel,RH,,6000
Noel,RF,,7000
Pearl,LH,,45000
Pearl,LF,,43000
Pearl,RH,,36000
Pearl,RF,CNS,86000
Happiness,LH,Blind,.
Happiness,LF,,12000
Happiness,RH,,21000
Happiness,RF,,14000
WildCucumber,LH,CNS,13000
WildCucumber,LF,,23000
WildCucumber,RH,,15000
WildCucumber,RF,,21000
Blackberry,LH,,28000
Blackberry,LF,,28000
Blackberry,RH,,42000
Blackberry,RF,,24000
Rhubarb,LH,,3000
Rhubarb,LF,,5000
Rhubarb,RH,,5000
Rhubarb,RF,CNS,72000
Snowball,LH,Strep,110000
Snowball,LF,,44000
Snowball,RH,CNS,480000
Snowball,RF,CNS,130000
Nebula,LH,,38000
Nebula,LF,,42000
Nebula,RH,CNS,460000
Nebula,RF,,130000
Joy,LH,,12000
Joy,LF,,6000
Joy,RH,,460000
Joy,RF,,19000
Mustard,LH,,15000
Mustard,LF,,23000
Mustard,RH,,17000
Mustard,RF,,39000
Hawthorn,LH,,39000
Hawthorn,LF,,33000
Hawthorn,RH,CNS,120000
Hawthorn,RF,,35000
Nona,LH,,69000
Nona,LF,,24000
Nona,RH,,43000
Nona,RF,,24000
Marjoram,LH,,18000
Marjoram,LF,,24000
Marjoram,RH,CNS,240000
Marjoram,RF,,22000
Nazareth,LH,,300000
Nazareth,LF,CNS,240000
Nazareth,RH,,95000
Nazareth,RF,CNS,440000
Manzana,LH,CNS,470000
Manzana,LF,SA,610000
Manzana,RH,CNS,51000
Manzana,RF,CNS,65000
Avocado,LH,,4000
Avocado,LF,,200000
Avocado,RH,CNS,1300000
Avocado,RF,,27000
Aurora,LH,,4000
Aurora,LF,,4000000
Aurora,RH,,84000
Aurora,RF,,19000
Love,LH,,0
Love,LF,,6000
Love,RH,,3000
Love,RF,,4000
Nellie,LH,CNS,240000
Nellie,LF,,9000
Nellie,RH,CNS,740000
Nellie,RF,Mix_CNS_Strep,310000
Jolene,LH,,45000
Jolene,LF,,95000
Jolene,RH,,84000
Jolene,RF,CNS,240000
Melissa,LH,CNS,160000
Melissa,LF,,6000
Melissa,RH,,3000
Melissa,RF,,5000
Petunia,LH,CNS,99000
Petunia,LF,,10000
Petunia,RH,Strep,18000000
Petunia,RF,,360000
Mandolin,LH,Unknown,440000
Mandolin,LF,,320000
Mandolin,RH,,170000
Mandolin,RF,,41000
Peace,LH,,11000
Peace,LF,SA,2000000
Peace,RH,,42000
Peace,RF,,7000
Eva,LH,SA,570000
Eva,LF,,27000
Eva,RH,,9000
Eva,RF,Strep,8700000
Bon,LH,,220000
Bon,LF,,10000
Bon,RH,,290000
Bon,RF,CNS,290000
Lilac,LH,,10000
Lilac,LF,,6000
Lilac,RH,SA,6800000
Lilac,RF,,120000
AppleCore,LH,SA,1100000
AppleCore,LF,,22000
AppleCore,RH,,420000
AppleCore,RF,SA,4400000
Chipotle,LH,CNS,490000
Chipotle,LF,CNS,390000
Chipotle,RH,CNS,470000
Chipotle,RF,CNS,140000
Masala,LH,,0
Masala,LF,,0
Masala,RH,,0
Masala,RF,CNS,0
Muffin,LH,CNS,0
Muffin,LF,Coryne,0
Muffin,RH,CNS,0
Muffin,RF,,0
Strawberry,LH,,0
Strawberry,LF,,0
Strawberry,RH,Other_Gram-positive,4000
Strawberry,RF,,3000
Pomme,LH,,0
Pomme,LF,CNS,9000
Pomme,RH,CNS,60000
Pomme,RF,,2000
Mango,LH,,4000
Mango,LF,,3000
Mango,RH,,0
Mango,RF,,3000
Happiness,LH,Blind,.
Happiness,LF,,8000
Happiness,RH,,21000
Happiness,RF,,13000
Noel,LH,,4000
Noel,LF,CNS,480000
Noel,RH,,12000
Noel,RF,,3000
Pearl,LH,,53000
Pearl,LF,CNS,210000
Pearl,RH,,44000
Pearl,RF,,100000
Blackberry,LH,CNS,16000
Blackberry,LF,,12000
Blackberry,RH,,30000
Blackberry,RF,,34000
WildCucumber,LH,CNS,11000
WildCucumber,LF,,22000
WildCucumber,RH,,14000
WildCucumber,RF,,18000
Rhubarb,LH,,4000
Rhubarb,LF,,3000
Rhubarb,RH,,2000
Rhubarb,RF,CNS,15000
Snowball,LH,Strep,43000
Snowball,LF,,20000
Snowball,RH,CNS,110000
Snowball,RF,CNS,34000
Nebula,LH,,4000
Nebula,LF,,6000
Nebula,RH,CNS,44000
Nebula,RF,,39000
Joy,LH,,6000
Joy,LF,,3000
Joy,RH,,74000
Joy,RF,,4000
Mustard,LH,,2000
Mustard,LF,,5000
Mustard,RH,,11000
Mustard,RF,,7000
Hawthorn,LH,,28000
Hawthorn,LF,,18000
Hawthorn,RH,CNS,43000
Hawthorn,RF,,19000
Nazareth,LH,,55000
Nazareth,LF,CNS,300000
Nazareth,RH,,79000
Nazareth,RF,CNS,160000
Nona,LH,,41000
Nona,LF,,26000
Nona,RH,,34000
Nona,RF,,32000
Marjoram,LH,,12000
Marjoram,LF,,15000
Marjoram,RH,CNS,150000
Marjoram,RF,,19000
Manzana,LH,CNS,94000
Manzana,LF,SA,1000000
Manzana,RH,CNS,67000
Manzana,RF,CNS,49000
Avocado,LH,,3000
Avocado,LF,CNS,58000
Avocado,RH,CNS,300000
Avocado,RF,,8000
Aurora,LH,,0
Aurora,LF,,7000
Aurora,RH,,24000
Aurora,RF,,480000
Love,LH,,96000
Love,LF,,91000
Love,RH,,71000
Love,RF,,49000
Star,LH,,58000
Star,LF,,38000
Star,RH,Strep,6000000
Star,RF,,160000
Nellie,LH,CNS,220000
Nellie,LF,,16000
Nellie,RH,CNS,730000
Nellie,RF,Mix_CNS_Strep,230000
Melissa,LH,CNS,150000
Melissa,LF,,7000
Melissa,RH,,5000
Melissa,RF,,7000
Eva,LH,,810000
Eva,LF,,23000
Eva,RH,,3000
Eva,RF,Strep,920000
Peace,LH,,32000
Peace,LF,SA,1000000
Peace,RH,,38000
Peace,RF,,6000
Petunia,LH,CNS,87000
Petunia,LF,,10000
Petunia,RH,Strep,6400000
Petunia,RF,,140000
Jackie,LH,,16000
Jackie,LF,,10000
Jackie,RH,,14000
Jackie,RF,,12000
Gabrielle,LH,,11000
Gabrielle,LF,,0
Gabrielle,RH,,36000
Gabrielle,RF,Unknown,8000
Bon,LH,,2000
Bon,LF,,4000
Bon,RH,,35000
Bon,RF,CNS,62000
AppleCore,LH,SA,190000
AppleCore,LF,,9000
AppleCore,RH,SA,900000
AppleCore,RF,SA,2700000
Paprika,LH,Strep,69000
Paprika,LF,Blind,.
Paprika,RH,,3000
Paprika,RF,Strep,710000
Lilac,LH,Other_Gram-positive,560000
Lilac,LF,,43000
Lilac,RH,SA,810000
Lilac,RF,,45000
