date,visit,farm,order,cow_id,quarter,path_1,path1_imi,path_2,path2_imi,path_3,path3_imi,path_4,path4_imi,quarter_code,isolate_1,path_1_maldi_final_id,fix_1,isolate_2,path_2_maldi_final_id,fix_2,isolate_3,path_3_maldi_final_id,fix_3,isolate_4,path_4_maldi_final_id,fix_4,clinical,blind,teatinj,pstmilking,mixed_inf_series,dup_not_collected,imi_series,hygiene_scorer_1,hygiene_1,hygiene_scorer_2,hygiene_2,cc_1,cc_2,cc_3,path_group,scc,contam,contam_comment
3.19.2020,third,glennview,25,43,LF,corynebac,yes2,,,,,,,2,gv140,corynebacterium species,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,4,NA,NA,NA,corynebac,60000,,
3.19.2020,third,glennview,30,188,LH,corynebac,yes1,,,,,,,1,gv153,corynebacterium species,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,corynebac,9000,,
3.19.2020,third,glennview,32,84,LH,corynebac,yes2,,,,,,,2,gv155,corynebacterium casei,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,2,NA,NA,NA,corynebac,8000,,
2.21.2020,second,paddlebridge,24,sapphire338,LF,corynebac,yes2,,,,,,,2,pb046,,,,,,,,,,NA,NA,,,,,no,,yes,m,2,c,3,NA,NA,NA,corynebac,3000,,
3.20.2020,third,paddlebridge,3,champne25,RH,corynebac,yes2,,,,,,,2,pb063,,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,1,NA,NA,NA,corynebac,0,,
3.20.2020,third,paddlebridge,33,saige313,LH,corynebac,yes2,,,,,,,2,pb097,corynebacterium callunae,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,corynebac,28000,,
3.5.2020,third,lynd,2,wmca,RF,corynebac,yes2,,,,,,,2,lf091,staphylococcus aureus,yes_nochange,,,,,,,,NA,NA,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,corynebac,38000,,
2.12.2020,second,vontrapp,32,iris,RH,corynebac,yes2,,,,,,,2,vt061,,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,corynebac,12000,,
3.10.2020,third,vontrapp,1,vera,RF,corynebac,yes2,,,,,,,2,vt064,,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,4,NA,NA,NA,corynebac,10000,,
12.17.2019,first,bj,31,755,LH,corynebac,yes2,,,,,,,2,bj020,no id,yes_nochange,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,3,NA,NA,NA,corynebac,8000,,
12.17.2019,first,bj,31,755,RH,corynebac,yes2,,,,,,,2,bj021,corynebacterium variabile,yes_from_cns_to_corynebac,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,3,NA,NA,NA,corynebac,9000,,
12.17.2019,first,bj,31,755,RF,corynebac,yes2,,,,,,,2,bj022,corynebacterium species,yes_from_cns_to_corynebac,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,3,NA,NA,NA,corynebac,5000,,
12.17.2019,first,bj,32,664,RH,corynebac,yes2,,,,,,,2,bj024,corynebacterium variabile,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,4,NA,NA,NA,corynebac,14000,,
12.17.2019,first,bj,32,664,RF,corynebac,yes2,,,,,,,2,bj025,corynebacterium variabile,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,4,NA,NA,NA,corynebac,5000,,
1.29.2020,second,bj,9,716,RF,corynebac,yes1,,,,,,,1,bj038,corynebacterium casei,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,1,NA,NA,NA,corynebac,2000,,
1.29.2020,second,bj,10,670,RH,corynebac,yes2,,,,,,,2,bj039,corynebacterium variabile,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,corynebac,37000,,
1.29.2020,second,bj,11,739,RH,corynebac,yes1,,,,,,,1,bj041,no id,yes_nochange,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,3,NA,NA,NA,corynebac,13000,,
1.29.2020,second,bj,29,722,LH,corynebac,yes2,,,,,,,2,bj048,corynebacterium casei,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,3,NA,NA,NA,corynebac,26000,,
1.29.2020,second,bj,30,cb3,RF,corynebac,yes2,,,,,,,2,bj050,corynebacterium casei,,,,,,,,,NA,NA,,,,,,,yes,j,3,c,2,NA,NA,NA,corynebac,6000,,
2.26.2020,third,bj,8,741,RH,corynebac,yes2,,,,,,,2,bj058,no id,yes_nochange,,,,,,,,NA,NA,,,,,no,,yes,m,3,c,3,NA,NA,NA,corynebac,36000,,
1.2.2020,first,butterworks,17,nazareth,RH,corynebac,yes2,,,,,,,2,bw023,,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,corynebac,21000,,
1.2.2020,first,butterworks,20,love,LH,corynebac,yes2,,,,,,,2,bw033,,,,,,,,,,NA,NA,,,,,,,yes,j,2,c,2,NA,NA,NA,corynebac,4000,,
1.2.2020,first,butterworks,21,mandolin,RH,corynebac,yes2,,,,,,,2,bw037,,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,corynebac,29000,,
3.3.2020,third,butterworks,2,muffin,LF,corynebac,yes2,,,,,,,2,bw117,corynebacterium callunae,,,,,,,,,NA,NA,,,,,no,,yes,n,3,c,1,NA,NA,NA,corynebac,0,,
12.11.2019,first,choiniere,1,8,RF,corynebac,yes2,,,,,,,2,cf001,,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,4,NA,NA,NA,corynebac,21000,,
12.11.2019,first,choiniere,5,86,LF,corynebac,yes1,,,,,,,1,cf009,,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,corynebac,499000,,
12.11.2019,first,choiniere,7,19,LH,corynebac,yes2,,,,,,,2,cf017,,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,3,NA,NA,NA,corynebac,3000,,
12.11.2019,first,choiniere,13,12,RF,corynebac,yes2,,,,,,,2,cf027,,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,3,NA,NA,NA,corynebac,16000,,
12.11.2019,first,choiniere,17,62,LH,corynebac,yes2,,,,,,,2,cf033,,,,,,,,,,NA,NA,,,,,no,,yes,j,NA,c,NA,NA,NA,NA,corynebac,6000,,
12.11.2019,first,choiniere,17,62,RF,corynebac,yes2,,,,,,,2,cf036,,,,,,,,,,NA,NA,,,,,no,,yes,j,NA,c,NA,NA,NA,NA,corynebac,5358000,,
12.11.2019,first,choiniere,21,4,RF,corynebac,yes2,,,,,,,2,cf044,,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,3,NA,NA,NA,corynebac,4000,,
1.21.2020,second,choiniere,5,52,RF,corynebac,yes2,,,,,,,2,cf086,,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,corynebac,8000,,
1.21.2020,second,choiniere,7,40,RF,corynebac,yes2,,,,,,,2,cf091,,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,3,NA,NA,NA,corynebac,11000,,
1.21.2020,second,choiniere,15,4,RF,corynebac,yes2,,,,,,,2,cf100,,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,3,NA,NA,NA,corynebac,2000,,
1.21.2020,second,choiniere,18,3,LF,corynebac,yes2,,,,,,,2,cf109,,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,corynebac,4000,,
1.21.2020,second,choiniere,29,41,RH,corynebac,yes2,,,,,,,1,cf123,,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,corynebac,4000,,
1.21.2020,second,choiniere,30,74,RH,corynebac,yes2,,,,,,,2,cf126,,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,corynebac,77000,,
1.21.2020,second,choiniere,34,56,LH,corynebac,yes1,,,,,,,1,cf130,,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,2,NA,NA,NA,corynebac,3000,,
1.21.2020,second,choiniere,35,35,LF,corynebac,yes2,,,,,,,2,cf132,,,,,,,,,,NA,NA,,,,,no,,yes,j,NA,c,NA,NA,NA,NA,corynebac,23000,,
2.17.2020,third,choiniere,8,32,LF,corynebac,yes2,,,,,,,2,cf145,,,,,,,,,,NA,NA,,,,,no,,yes,j,3,NA,NA,NA,NA,NA,corynebac,1100000,,
2.17.2020,third,choiniere,14,12,LH,corynebac,yes2,,,,,,,2,cf152,,,,,,,,,,NA,NA,,,,,no,,yes,j,2,NA,NA,NA,NA,NA,corynebac,19000,,
2.17.2020,third,choiniere,15,74,RH,corynebac,yes2,,,,,,,2,cf155,,,,,,,,,,NA,NA,,,,,,,yes,j,3,NA,NA,NA,NA,NA,corynebac,43000,,
2.17.2020,third,choiniere,16,4,RF,corynebac,yes1,,,,,,,1,cf156,,,,,,,,,,NA,NA,,,,,no,,yes,j,3,NA,NA,NA,NA,NA,corynebac,3000,,
2.17.2020,third,choiniere,31,3,RH,corynebac,yes1,,,,,,,1,cf176,,,s,,,,,,,NA,NA,,,,,no,,yes,j,3,NA,NA,NA,NA,NA,corynebac,35000,,
3.16.2020,fourth,choiniere,1,86,LF,corynebac,yes2,,,,,,,2,cf185,,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,corynebac,1500000,,
3.16.2020,fourth,choiniere,6,66,LH,corynebac,yes2,,,,,,,2,cf194,,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,corynebac,25000,,
3.16.2020,fourth,choiniere,7,35,LH,corynebac,yes2,,,,,,,2,cf198,,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,2,NA,NA,NA,corynebac,9000,,
3.16.2020,fourth,choiniere,9,12,LF,corynebac,yes2,,,,,,,2,cf200,,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,2,NA,NA,NA,corynebac,7000,,
3.16.2020,fourth,choiniere,9,12,RH,corynebac,yes2,,,,,,,2,cf201,,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,2,NA,NA,NA,corynebac,29000,,
3.16.2020,fourth,choiniere,11,19,LF,corynebac,yes2,,,,,,,2,cf205,,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,corynebac,4000,,
3.16.2020,fourth,choiniere,13,54,RH,corynebac,yes1,,,,,,,1,cf207,,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,corynebac,6000,,
3.16.2020,fourth,choiniere,16,17,RF,corynebac,yes1,,,,,,,1,cf215,,,,,,,,,,NA,NA,,,,,no,,yes,j,1,c,1,NA,NA,NA,corynebac,24000,,
3.16.2020,fourth,choiniere,18,38,LF,corynebac,yes1,,,,,,,1,cf218,,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,corynebac,5000,,
3.16.2020,fourth,choiniere,32,69,LH,corynebac,yes2,,,,,,,2,cf236,,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,corynebac,94000,,
3.16.2020,fourth,choiniere,32,69,LF,corynebac,yes2,,,,,,,2,cf237,,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,2,NA,NA,NA,corynebac,6000,,
3.16.2020,fourth,choiniere,34,4,RF,corynebac,yes2,,,,,,,2,cf243,,,,,,,,,,NA,NA,,,,,no,,yes,j,2,c,3,NA,NA,NA,corynebac,5000,,
1.3.2020,first,oughtabe,29,penny,RF,corynebac,yes2,,,,,,,2,ob039,,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,4,NA,NA,NA,corynebac,2000,,
2.14.2020,second,oughtabe,4,teach,LF,corynebac,yes2,,,,,,,2,ob060,,,,,,,,,,NA,NA,,,,,no,,yes,t,3,c,2,NA,NA,NA,corynebac,6000,,
2.14.2020,second,oughtabe,19,lemon,LH,corynebac,yes2,,,,,,,2,ob082,corynebacterium species,,,,,,,,,NA,NA,,,,,no,,yes,t,3,c,3,NA,NA,NA,corynebac,9000,,
2.14.2020,second,oughtabe,19,lemon,RH,corynebac,yes2,,,,,,,2,ob083,,,,,,,,,,NA,NA,,,,,no,,yes,t,3,c,3,NA,NA,NA,corynebac,10000,,
3.12.2020,third,oughtabe,21,spice,RH,corynebac,yes2,,,,,,,2,ob146,,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,2,NA,NA,NA,corynebac,12000,,
3.12.2020,third,oughtabe,21,spice,RF,corynebac,yes2,,,,,,,2,ob147,,,,,,,,,,NA,NA,,,,,no,,yes,j,3,c,2,NA,NA,NA,corynebac,3000,,
