"","cow_id","quarter","first_date","first_visit","first_farm","first_order","first_path_1","first_path1_imi","first_path_2","first_path2_imi","first_path_3","first_path3_imi","first_path_4","first_path4_imi","first_quarter_code","first_isolate_1","first_path_1_maldi_final_id","first_fix_1","first_isolate_2","first_path_2_maldi_final_id","first_fix_2","first_isolate_3","first_path_3_maldi_final_id","first_fix_3","first_isolate_4","first_path_4_maldi_final_id","first_fix_4","first_clinical","first_blind","first_teatinj","first_pstmilking","first_mixed.inf_series","first_dup_not_collected","first_imi_series","first_hygiene_scorer_1","first_hygiene_1","first_hygiene_scorer_2","first_hygiene_2","first_cc_1","first_cc_2","first_cc_3","first_scc","first_contam","first_contam_comment","first_uniqueID","second_date","second_visit","second_farm","second_order","second_path_1","second_path1_imi","second_path_2","second_path2_imi","second_path_3","second_path3_imi","second_path_4","second_path4_imi","second_quarter_code","second_isolate_1","second_path_1_maldi_final_id","second_fix_1","second_isolate_2","second_path_2_maldi_final_id","second_fix_2","second_isolate_3","second_path_3_maldi_final_id","second_fix_3","second_isolate_4","second_path_4_maldi_final_id","second_fix_4","second_clinical","second_blind","second_teatinj","second_pstmilking","second_mixed.inf_series","second_dup_not_collected","second_imi_series","second_hygiene_scorer_1","second_hygiene_1","second_hygiene_scorer_2","second_hygiene_2","second_cc_1","second_cc_2","second_cc_3","second_scc","second_contam","second_contam_comment","second_uniqueID","third_date","third_visit","third_farm","third_order","third_path_1","third_path1_imi","third_path_2","third_path2_imi","third_path_3","third_path3_imi","third_path_4","third_path4_imi","third_quarter_code","third_isolate_1","third_path_1_maldi_final_id","third_fix_1","third_isolate_2","third_path_2_maldi_final_id","third_fix_2","third_isolate_3","third_path_3_maldi_final_id","third_fix_3","third_isolate_4","third_path_4_maldi_final_id","third_fix_4","third_clinical","third_blind","third_teatinj","third_pstmilking","third_mixed.inf_series","third_dup_not_collected","third_imi_series","third_hygiene_scorer_1","third_hygiene_1","third_hygiene_scorer_2","third_hygiene_2","third_cc_1","third_cc_2","third_cc_3","third_scc","third_contam","third_contam_comment","third_uniqueID","fourth_date","fourth_visit","fourth_farm","fourth_order","fourth_path_1","fourth_path1_imi","fourth_path_2","fourth_path2_imi","fourth_path_3","fourth_path3_imi","fourth_path_4","fourth_path4_imi","fourth_quarter_code","fourth_isolate_1","fourth_path_1_maldi_final_id","fourth_fix_1","fourth_isolate_2","fourth_path_2_maldi_final_id","fourth_fix_2","fourth_isolate_3","fourth_path_3_maldi_final_id","fourth_fix_3","fourth_isolate_4","fourth_path_4_maldi_final_id","fourth_fix_4","fourth_clinical","fourth_blind","fourth_teatinj","fourth_pstmilking","fourth_mixed.inf_series","fourth_dup_not_collected","fourth_imi_series","fourth_hygiene_scorer_1","fourth_hygiene_1","fourth_hygiene_scorer_2","fourth_hygiene_2","fourth_cc_1","fourth_cc_2","fourth_cc_3","fourth_scc","fourth_contam","fourth_contam_comment","fourth_uniqueID"
"1420","stamina391_Paddlebridge","RH","1.17.2020","first","Paddlebridge",11,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"7000","","","stamina391_Paddlebridge_RH","2.21.2020","second","Paddlebridge",11,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","m",1,"c",2,NA,NA,NA,"2000","","","stamina391_Paddlebridge_RH","3.20.2020","third","Paddlebridge",13,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,"c",1,NA,NA,NA,"5000","","","stamina391_Paddlebridge_RH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stamina391_Paddlebridge_RH_fourth"
"1421","star_Butterworks","LF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.3.2020","third","Butterworks",24,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","n",2,"c",3,NA,NA,NA,"38000","","","star_Butterworks_LF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"star_Butterworks_LF_fourth"
"1422","star_Butterworks","LH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.3.2020","third","Butterworks",24,"","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","","n",2,"c",3,NA,NA,NA,"58000","","","star_Butterworks_LH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"star_Butterworks_LH_fourth"
"1423","star_Butterworks","RF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.3.2020","third","Butterworks",24,"","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","","n",2,"c",3,NA,NA,NA,"160000","","","star_Butterworks_RF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"star_Butterworks_RF_fourth"
"1424","star_Butterworks","RH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.3.2020","third","Butterworks",24,"strep","yes2","","","","","","",2,"bw143","streptococcus uberis","","","","","","",NA,"","",NA,"","","","","no","","yes","n",2,"c",3,NA,NA,NA,"6000000","","","star_Butterworks_RH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"star_Butterworks_RH_fourth"
"1425","strawberry_Butterworks","LF","1.2.2020","first","Butterworks",2,"","","","","","","","",8,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,"c",1,NA,NA,NA,"3000","yes","","strawberry_Butterworks_LF","2.4.2020","second","Butterworks",2,"","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","","t",2,"c",1,NA,NA,NA,"9000","","","strawberry_Butterworks_LF","3.3.2020","third","Butterworks",3,"","","","","","","","",10,"","","","","","","","",NA,"","",NA,"","","","","","","","n",2,"c",1,NA,NA,NA,"0","","","strawberry_Butterworks_LF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strawberry_Butterworks_LF_fourth"
"1426","strawberry_Butterworks","LH","1.2.2020","first","Butterworks",2,"corynebac","yes27","cns","yes27","","","","",27,"bw001","","","bw002","","","","",NA,"","",NA,"","","","","yes","","yes","j",1,"c",1,NA,NA,NA,"7000","","","strawberry_Butterworks_LH","2.4.2020","second","Butterworks",2,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","t",2,"c",1,NA,NA,NA,"13000","","","strawberry_Butterworks_LH","3.3.2020","third","Butterworks",3,"","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","","n",2,"c",1,NA,NA,NA,"0","","","strawberry_Butterworks_LH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strawberry_Butterworks_LH_fourth"
"1427","strawberry_Butterworks","RF","1.2.2020","first","Butterworks",2,"","","","","","","","",7,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,"c",1,NA,NA,NA,"5000","","","strawberry_Butterworks_RF","2.4.2020","second","Butterworks",2,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","t",2,"c",1,NA,NA,NA,"9000","","","strawberry_Butterworks_RF","3.3.2020","third","Butterworks",3,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","n",2,"c",1,NA,NA,NA,"3000","","","strawberry_Butterworks_RF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strawberry_Butterworks_RF_fourth"
"1428","strawberry_Butterworks","RH","1.2.2020","first","Butterworks",2,"","","","","","","","",13,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,"c",1,NA,NA,NA,"6000","","","strawberry_Butterworks_RH","2.4.2020","second","Butterworks",2,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","t",2,"c",1,NA,NA,NA,"11000","","","strawberry_Butterworks_RH","3.3.2020","third","Butterworks",3,"cns","yes2","","","","","","",2,"bw119","kocuria palustris","yes","","","","","",NA,"","",NA,"","","","","no","","yes","n",2,"c",1,NA,NA,NA,"4000","","","strawberry_Butterworks_RH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strawberry_Butterworks_RH_fourth"
"1429","swallow377_Paddlebridge","LF","1.17.2020","first","Paddlebridge",26,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"5000","","","swallow377_Paddlebridge_LF","2.21.2020","second","Paddlebridge",29,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","m",2,"c",3,NA,NA,NA,"5000","","","swallow377_Paddlebridge_LF","3.20.2020","third","Paddlebridge",29,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,"c",2,NA,NA,NA,"10000","","","swallow377_Paddlebridge_LF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"swallow377_Paddlebridge_LF_fourth"
"1430","swallow377_Paddlebridge","LH","1.17.2020","first","Paddlebridge",26,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"5000","","","swallow377_Paddlebridge_LH","2.21.2020","second","Paddlebridge",29,"","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","","m",2,"c",3,NA,NA,NA,"12000","","","swallow377_Paddlebridge_LH","3.20.2020","third","Paddlebridge",29,"","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,"c",2,NA,NA,NA,"15000","","","swallow377_Paddlebridge_LH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"swallow377_Paddlebridge_LH_fourth"
"1431","swallow377_Paddlebridge","RF","1.17.2020","first","Paddlebridge",26,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"8000","","","swallow377_Paddlebridge_RF","2.21.2020","second","Paddlebridge",29,"","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","","m",2,"c",3,NA,NA,NA,"11000","","","swallow377_Paddlebridge_RF","3.20.2020","third","Paddlebridge",29,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,"c",2,NA,NA,NA,"34000","","","swallow377_Paddlebridge_RF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"swallow377_Paddlebridge_RF_fourth"
"1432","swallow377_Paddlebridge","RH","1.17.2020","first","Paddlebridge",26,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",2,"c",2,NA,NA,NA,"9000","","","swallow377_Paddlebridge_RH","2.21.2020","second","Paddlebridge",29,"","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","","m",2,"c",3,NA,NA,NA,"12000","","","swallow377_Paddlebridge_RH","3.20.2020","third","Paddlebridge",29,"","","","","","","","",5,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,"c",2,NA,NA,NA,"23000","","","swallow377_Paddlebridge_RH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"swallow377_Paddlebridge_RH_fourth"
"1433","tallula_vonTrapp","LF","1.6.2020","first","vonTrapp",12,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",3,"c",3,NA,NA,NA,"6000","","","tallula_vonTrapp_LF","2.12.2020","second","vonTrapp",16,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",1,"c",1,NA,NA,NA,"17000","","","tallula_vonTrapp_LF","3.10.2020","third","vonTrapp",16,"","","","","","","","",3,"","","","","","","","",NA,"","",NA,"","","","","","","","j",4,"c",4,NA,NA,NA,"9000","","","tallula_vonTrapp_LF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tallula_vonTrapp_LF_fourth"
