"","date","visit","farm","order","cow_id","quarter","path_1","path1_imi","path_2","path2_imi","path_3","path3_imi","path_4","path4_imi","quarter_code","isolate_1","path_1_maldi_final_id","fix_1","isolate_2","path_2_maldi_final_id","fix_2","isolate_3","path_3_maldi_final_id","fix_3","isolate_4","path_4_maldi_final_id","fix_4","clinical","blind","teatinj","pstmilking","mixed_inf_series","dup_not_collected","imi_series","hygiene_scorer_1","hygiene_1","hygiene_scorer_2","hygiene_2","cc_1","cc_2","cc_3","scc","contam","contam_comment"
"32","1.30.2020","second","Lynd",31,"cheese","LF","sa","yes2","","","","","","",2,"lf082","staphylococcus aureus","","","","","","",NA,"","",NA,"yes","","","","no","","yes",NA,NA,NA,NA,NA,NA,NA,2600000,"",""
"33","1.6.2020","first","vonTrapp",4,"leopard","LH","sa","yes2","","","","","","",2,"vt005","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",3,"c",2,NA,NA,NA,680000,"",""
"34","2.12.2020","second","vonTrapp",2,"leopard","LH","sa","yes2","sa","other18","","","","",2,"vt032","","","vt033","","","","",NA,"","",NA,"","","","","no","","yes","j",1,"c",2,NA,NA,NA,650000,"",""
"35","3.10.2020","third","vonTrapp",3,"leopard","LH","sa","yes2","","","","","","",2,"vt065","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",2,"c",2,NA,NA,NA,170000,"",""
"36","12.17.2019","first","BJ",10,"720","LF","sa","yes2","","","","","","",2,"bj010","staphylococcus aureus","","","","","","",NA,"","",NA,"","","","","no","","yes","j",3,"c",2,NA,NA,NA,227000,"",""
"37","12.17.2019","first","BJ",15,"733","RF","sa","yes2","","","","","","",2,"bj013","staphylococcus aureus","","","","","","",NA,"","",NA,"","","","","no","","yes","j",1,"c",2,NA,NA,NA,277000,"",""
"38","12.17.2019","first","BJ",18,"701","LH","sa","yes2","sa","other18","","","","",2,"bj014","staphylococcus aureus","","bj015","staphylococcus aureus","","","",NA,"","",NA,"","","","","no","","yes","j",2,"c",2,NA,NA,NA,762000,"",""
"39","1.29.2020","second","BJ",2,"656","LH","strep","yes27","sa","yes27","","","","",27,"bj027","streptococcus uberis","","bj028","staphylococcus aureus","","","",NA,"","",NA,"","","","","yes","","yes","j",1,"c",2,NA,NA,NA,810000,"",""
"40","1.29.2020","second","BJ",7,"720","LF","sa","yes2","","","","","","",2,"bj032","staphylococcus aureus","","","","","","",NA,"","",NA,"","","","","no","","yes","j",1,"c",1,NA,NA,NA,650000,"",""
"41","1.29.2020","second","BJ",7,"720","RF","sa","yes1","","","","","","",1,"bj034","staphylococcus aureus","","","","","","",NA,"","",NA,"","","","","no","","yes","j",1,"c",1,NA,NA,NA,62000,"",""
"42","1.29.2020","second","BJ",19,"733","RF","sa","yes2","","","","","","",2,"bj045","staphylococcus aureus","","","","","","",NA,"","",NA,"","","","","no","","yes","j",2,"c",2,NA,NA,NA,270000,"",""
"43","1.29.2020","second","BJ",27,"761","LH","sa","yes2","","","","","","",2,"bj047","staphylococcus chromogenes","yes","","","","","",NA,"","",NA,"","","","","no","","yes","j",3,"c",3,NA,NA,NA,81000,"",""
"44","2.26.2020","third","BJ",3,"656","LH","sa","yes27","strep","yes27","","","","",27,"bj051","staphylococcus aureus","","bj052","streptococcus uberis","","","",NA,"","",NA,"","","","","yes","","yes","m",3,"c",3,NA,NA,NA,1600000,"",""
"45","2.26.2020","third","BJ",12,"720","LF","sa","yes2","","","","","","",2,"bj060","staphylococcus aureus","","","","","","",NA,"","",NA,"","","","","no","","yes","m",2,"c",2,NA,NA,NA,3600000,"",""
"46","2.26.2020","third","BJ",12,"720","RF","sa","yes2","","","","","","",2,"bj062","staphylococcus aureus","","","","","","",NA,"","",NA,"","","","","no","","yes","m",2,"c",2,NA,NA,NA,4100000,"",""
"47","2.26.2020","third","BJ",22,"701","LH","sa","yes2","","","","","","",2,"bj074","staphylococcus aureus","","","","","","",NA,"","",NA,"","","","","no","","yes","m",3,"c",4,NA,NA,NA,470000,"",""
"48","1.2.2020","first","Butterworks",19,"manzana","LF","sa","yes2","","","","","","",2,"bw030","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",2,"c",3,NA,NA,NA,630000,"",""
"49","1.2.2020","first","Butterworks",28,"peace","LF","sa","yes2","","","","","","",2,"bw051","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",1,"c",2,NA,NA,NA,350000,"",""
"50","1.2.2020","first","Butterworks",30,"applecore","LH","sa","yes2","","","","","","",2,"bw056","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",1,"c",1,NA,NA,NA,8900000,"",""
"51","1.2.2020","first","Butterworks",30,"applecore","RH","sa","yes2","","","","","","",2,"bw057","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",1,"c",1,NA,NA,NA,320000,"",""
"52","1.2.2020","first","Butterworks",30,"applecore","RF","sa","yes2","","","","","","",2,"bw058","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",1,"c",1,NA,NA,NA,3800000,"",""
"53","1.2.2020","first","Butterworks",32,"lilac","RH","sa","yes2","","","","","","",2,"bw062","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",2,"c",2,NA,NA,NA,3700000,"",""
"54","1.2.2020","first","Butterworks",33,"plantain","LF","sa","yes2","","","","","","",2,"bw064","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",1,"c",2,NA,NA,NA,470000,"",""
"55","2.4.2020","second","Butterworks",20,"manzana","LF","sa","yes2","","","","","","",2,"bw090","staphylococcus aureus","","","","","","",NA,"","",NA,"","","","","no","","yes","t",3,"c",3,NA,NA,NA,610000,"",""
"56","2.4.2020","second","Butterworks",29,"peace","LF","sa","yes2","sa","other18","","","","",2,"bw102","staphylococcus aureus","","bw103","staphylococcus aureus","","","",NA,"","",NA,"","","","","no","","yes","t",2,"c",2,NA,NA,NA,2e+06,"",""
"57","2.4.2020","second","Butterworks",30,"eva","LH","sa","yes2","","","","","","",2,"bw104","staphylococcus aureus","","","","","","",NA,"","",NA,"","","","","no","","yes","t",3,"c",2,NA,NA,NA,570000,"",""
"58","2.4.2020","second","Butterworks",32,"lilac","RH","sa","yes2","","","","","","",2,"bw107","staphylococcus aureus","","","","","","",NA,"","",NA,"","","","","no","","yes","t",1,"c",2,NA,NA,NA,6800000,"",""
"59","2.4.2020","second","Butterworks",33,"applecore","LH","sa","yes2","","","","","","",2,"bw108","staphylococcus aureus","","","","","","",NA,"","",NA,"","","","","no","","yes","t",2,"c",1,NA,NA,NA,1100000,"",""
"60","2.4.2020","second","Butterworks",33,"applecore","RF","sa","yes2","","","","","","",2,"bw109","staphylococcus aureus","","","","","","",NA,"","",NA,"","","","","no","","yes","t",2,"c",1,NA,NA,NA,4400000,"",""
"61","3.3.2020","third","Butterworks",20,"manzana","LF","sa","yes2","","","","","","",2,"bw138","staphylococcus aureus","","","","","","",NA,"","",NA,"","","","","no","","yes","n",4,"c",4,NA,NA,NA,1e+06,"",""
"62","3.3.2020","third","Butterworks",28,"peace","LF","sa","yes2","","","","","","",2,"bw151","staphylococcus aureus","","","","","","",NA,"","",NA,"","","","","no","","yes","n",3,"c",2,NA,NA,NA,1e+06,"",""
"63","3.3.2020","third","Butterworks",33,"applecore","LH","sa","yes2","","","","","","",2,"bw156","staphylococcus aureus","","","","","","",NA,"","",NA,"","","","","no","","yes","n",3,"c",2,NA,NA,NA,190000,"",""
"64","3.3.2020","third","Butterworks",33,"applecore","RH","sa","yes2","","","","","","",2,"bw157","staphylococcus aureus","","","","","","",NA,"","",NA,"","","","","no","","yes","n",3,"c",2,NA,NA,NA,9e+05,"",""
"65","3.3.2020","third","Butterworks",33,"applecore","RF","sa","yes2","","","","","","",2,"bw158","staphylococcus aureus","","","","","","",NA,"","",NA,"","","","","no","","yes","n",3,"c",2,NA,NA,NA,2700000,"",""
"66","3.3.2020","third","Butterworks",35,"lilac","RH","sa","yes2","","","","","","",2,"bw162","staphylococcus aureus","","","","","","",NA,"","",NA,"","","","","no","","yes","n",4,"c",4,NA,NA,NA,810000,"",""
"67","12.11.2019","first","Choiniere",4,"66","LF","sa","yes2","","","","","","",2,"cf005","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",1,"c",1,NA,NA,NA,131000,"",""
"68","12.11.2019","first","Choiniere",5,"86","LH","sa","yes24","strep","yes24","corynebac","yes24","","",24,"cf008","","","cf064","","","cf079","",NA,"","",NA,"","","","","yes","","yes","j",2,"c",2,NA,NA,NA,460000,"",""
"69","12.11.2019","first","Choiniere",6,"40","LH","sa","yes2","","","","","","",2,"cf013","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",2,"c",3,NA,NA,NA,1244000,"",""
"70","12.11.2019","first","Choiniere",6,"40","LF","sa","yes2","","","","","","",2,"cf014","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",2,"c",3,NA,NA,NA,719000,"",""
"71","12.11.2019","first","Choiniere",9,"32","RH","sa","yes2","","","","","","",2,"cf021","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",3,"c",4,NA,NA,NA,933000,"",""
"72","12.11.2019","first","Choiniere",16,"9","LF","sa","yes2","","","","","","",2,"cf032","","","","","","","",NA,"","",NA,"yes","","","","no","","yes","j",2,"c",3,NA,NA,NA,NA,"",""
"73","12.11.2019","first","Choiniere",17,"62","RH","sa","yes2","","","","","","",2,"cf035","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",NA,"c",NA,NA,NA,NA,478000,"",""
"74","12.11.2019","first","Choiniere",18,"17","LF","sa","yes2","","","","","","",2,"cf037","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",2,"c",3,NA,NA,NA,334000,"",""
"75","12.11.2019","first","Choiniere",18,"17","RH","sa","yes2","","","","","","",2,"cf038","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",2,"c",3,NA,NA,NA,656000,"",""
"76","12.11.2019","first","Choiniere",24,"74","LF","sa","yes2","","","","","","",2,"cf046","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",2,"c",3,NA,NA,NA,304000,"",""
"77","12.11.2019","first","Choiniere",27,"97","RH","sa","yes2","","","","","","",2,"cf050","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",3,"c",3,NA,NA,NA,5253000,"",""
"78","12.11.2019","first","Choiniere",27,"97","RF","sa","yes2","","","","","","",2,"cf051","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",3,"c",3,NA,NA,NA,1866000,"",""
"79","12.11.2019","first","Choiniere",32,"93","LH","sa","yes2","","","","","","",2,"cf057","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",4,"c",4,NA,NA,NA,521000,"",""
"80","12.11.2019","first","Choiniere",32,"93","RH","sa","yes2","","","","","","",2,"cf058","","","","","","","",NA,"","",NA,"","","","","no","","","j",4,"c",4,NA,NA,NA,3972000,"",""
"81","1.21.2020","second","Choiniere",1,"66","LF","sa","yes2","","","","","","",2,"cf081","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",2,"c",1,NA,NA,NA,89000,"",""
"82","1.21.2020","second","Choiniere",2,"17","LF","sa","yes2","","","","","","",2,"cf082","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",2,"c",2,NA,NA,NA,990000,"",""
"83","1.21.2020","second","Choiniere",2,"17","RH","sa","yes2","","","","","","",2,"cf083","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",2,"c",2,NA,NA,NA,1400000,"",""
"84","1.21.2020","second","Choiniere",3,"9","RH","sa","yes2","","","","","","",2,"cf084","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",2,"c",2,NA,NA,NA,840000,"",""
"85","1.21.2020","second","Choiniere",7,"40","LH","sa","yes2","","","","","","",2,"cf088","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",3,"c",3,NA,NA,NA,1500000,"",""
"86","1.21.2020","second","Choiniere",7,"40","LF","sa","yes2","","","","","","",2,"cf089","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",3,"c",3,NA,NA,NA,540000,"",""
"87","1.21.2020","second","Choiniere",8,"69","RF","sa","yes2","","","","","","",2,"cf094","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",2,"c",3,NA,NA,NA,63000,"",""
"88","1.21.2020","second","Choiniere",10,"86","LH","sa","yes24","corynebac","yes24","strep","yes24","","",24,"cf096","","","cf097","","","cf098","",NA,"","",NA,"","","","","yes","","yes","j",1,"c",1,NA,NA,NA,2200000,"",""
"89","1.21.2020","second","Choiniere",17,"32","RH","sa","yes2","","","","","","",2,"cf106","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",1,"c",1,NA,NA,NA,1200000,"",""
"90","1.21.2020","second","Choiniere",23,"93","LH","sa","yes2","","","","","","",2,"cf113","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",2,"c",2,NA,NA,NA,1700000,"",""
"91","1.21.2020","second","Choiniere",23,"93","LF","sa","yes2","","","","","","",2,"cf114","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",2,"c",2,NA,NA,NA,2500000,"",""
"92","1.21.2020","second","Choiniere",24,"97","RH","sa","yes2","","","","","","",2,"cf117","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",3,"c",4,NA,NA,NA,870000,"",""
"93","1.21.2020","second","Choiniere",24,"97","RF","sa","yes2","","","","","","",2,"cf118","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",3,"c",4,NA,NA,NA,2e+06,"",""
"94","2.17.2020","third","Choiniere",5,"17","LF","sa","yes2","","","","","","",2,"cf139","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",4,NA,NA,NA,NA,NA,490000,"",""
"95","2.17.2020","third","Choiniere",5,"17","RH","sa","yes2","","","","","","",2,"cf140","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",4,NA,NA,NA,NA,NA,1200000,"",""
"96","2.17.2020","third","Choiniere",6,"66","LF","sa","yes2","","","","","","",2,"cf141","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",1,NA,NA,NA,NA,NA,230000,"",""
"97","2.17.2020","third","Choiniere",7,"40","LH","sa","yes2","","","","","","",2,"cf142","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",4,NA,NA,NA,NA,NA,760000,"",""
"98","2.17.2020","third","Choiniere",7,"40","LF","sa","yes2","","","","","","",2,"cf143","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",4,NA,NA,NA,NA,NA,770000,"",""
"99","2.17.2020","third","Choiniere",8,"32","RH","sa","yes2","","","","","","",2,"cf146","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",3,NA,NA,NA,NA,NA,1e+06,"",""
"100","2.17.2020","third","Choiniere",9,"9","RH","sa","yes2","","","","","","",2,"cf147","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",2,NA,NA,NA,NA,NA,1200000,"",""
"101","2.17.2020","third","Choiniere",15,"74","LF","sa","yes1","","","","","","",1,"cf154","","","","","","","",NA,"","",NA,"","","","","","","yes","j",3,NA,NA,NA,NA,NA,650000,"",""
"102","2.17.2020","third","Choiniere",18,"93","LF","sa","yes2","","","","","","",2,"cf158","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",2,NA,NA,NA,NA,NA,1800000,"",""
"103","2.17.2020","third","Choiniere",19,"86","LH","sa","yes24","corynebac","yes24","strep","yes24","","",24,"cf160","","","cf161","","","cf162","",NA,"","",NA,"","","","","yes","","yes","j",2,NA,NA,NA,NA,NA,930000,"",""
"104","2.17.2020","third","Choiniere",27,"97","LF","sa","yes2","","","","","","",2,"cf173","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",4,NA,NA,NA,NA,NA,1400000,"",""
"105","3.16.2020","fourth","Choiniere",1,"86","LH","strep","yes24","corynebac","yes24","sa","yes24","","",24,"cf182","","","cf183","","","cf184","",NA,"","",NA,"","","","","yes","","yes","j",2,"c",2,NA,NA,NA,1e+06,"",""
"106","3.16.2020","fourth","Choiniere",6,"66","LF","sa","yes2","","","","","","",2,"cf195","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",1,"c",1,NA,NA,NA,8000,"",""
"107","3.16.2020","fourth","Choiniere",10,"40","LH","sa","yes2","","","","","","",2,"cf202","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",1,"c",3,NA,NA,NA,720000,"",""
"108","3.16.2020","fourth","Choiniere",10,"40","LF","sa","yes2","","","","","","",2,"cf203","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",1,"c",3,NA,NA,NA,690000,"",""
"109","3.16.2020","fourth","Choiniere",14,"93","LH","sa","yes2","","","","","","",2,"cf208","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",2,"c",2,NA,NA,NA,270000,"",""
"110","3.16.2020","fourth","Choiniere",14,"93","LF","sa","yes2","","","","","","",2,"cf209","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",2,"c",2,NA,NA,NA,280000,"",""
"111","3.16.2020","fourth","Choiniere",16,"17","LF","sa","yes2","","","","","","",2,"cf213","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",1,"c",1,NA,NA,NA,420000,"",""
"112","3.16.2020","fourth","Choiniere",16,"17","RH","sa","yes2","","","","","","",2,"cf214","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",1,"c",1,NA,NA,NA,3e+06,"",""
"113","3.16.2020","fourth","Choiniere",21,"32","RH","sa","yes2","","","","","","",2,"cf222","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",2,"c",2,NA,NA,NA,790000,"",""
"114","3.16.2020","fourth","Choiniere",29,"9","RH","sa","yes2","","","","","","",2,"cf230","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",2,"c",2,NA,NA,NA,1300000,"",""
"115","3.16.2020","fourth","Choiniere",33,"97","RH","sa","yes2","","","","","","",2,"cf241","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",2,"c",1,NA,NA,NA,1300000,"",""
"116","3.16.2020","fourth","Choiniere",33,"97","RF","sa","yes2","","","","","","",2,"cf242","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",2,"c",1,NA,NA,NA,740000,"",""
"117","1.3.2020","first","OughtaBe",1,"easter","RF","sa","yes2","","","","","","",2,"ob001","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",2,"c",3,NA,NA,NA,4900000,"",""
"118","1.3.2020","first","OughtaBe",15,"jersey","LF","sa","yes2","","","","","","",2,"ob019","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",3,"c",3,NA,NA,NA,610000,"",""
"119","1.3.2020","first","OughtaBe",28,"tiktac","RF","sa","yes2","","","","","","",2,"ob038","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",3,"c",2,NA,NA,NA,220000,"",""
"120","1.3.2020","first","OughtaBe",31,"honey","RF","sa","yes2","","","","","","",2,"ob040","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",4,"c",3,NA,NA,NA,380000,"",""
"121","1.3.2020","first","OughtaBe",36,"ginger","LH","sa","yes29","strep","other29","","","","",29,"ob052","","","ob054","","","","",NA,"","",NA,"","","","","no","","yes","j",1,"c",1,NA,NA,NA,1.8e+07,"",""
"122","2.14.2020","second","OughtaBe",1,"easter","RF","sa","yes2","","","","","","",2,"ob055","","","","","","","",NA,"","",NA,"","","","","no","","yes","t",3,"c",2,NA,NA,NA,1900000,"",""
"123","2.14.2020","second","OughtaBe",16,"jersey","LF","sa","yes2","","","","","","",2,"ob074","","","","","","","",NA,"","",NA,"","","","","no","","yes","t",4,"c",4,NA,NA,NA,670000,"",""
"124","2.14.2020","second","OughtaBe",23,"gold","RH","sa","yes2","","","","","","",2,"ob090","staphylococcus aureus","","","","","","",NA,"","",NA,"","","","","no","","yes","t",2,"c",2,NA,NA,NA,2700000,"",""
"125","2.14.2020","second","OughtaBe",27,"pistol","RF","sa","yes2","","","","","","",2,"ob094","staphylococcus aureus","","","","","","",NA,"","",NA,"","","","","no","","yes","t",3,"c",3,NA,NA,NA,11000,"",""
"126","2.14.2020","second","OughtaBe",29,"honey","RF","sa","yes2","","","","","","",2,"ob096","staphylococcus aureus","","","","","","",NA,"","",NA,"","","","","no","","yes","t",3,"c",3,NA,NA,NA,360000,"",""
"127","3.12.2020","third","OughtaBe",8,"jersey","LF","sa","yes2","","","","","","",2,"ob121","staphylococcus aureus","","","","","","",NA,"","",NA,"","","","","no","","yes","j",4,"c",4,NA,NA,NA,84000,"",""
"128","3.12.2020","third","OughtaBe",23,"gold","RH","sa","yes2","","","","","","",2,"ob149","","","","","","","",NA,"","",NA,"","","","","no","","yes","j",4,"c",3,NA,NA,NA,330000,"",""
