date,visit,farm,order,cow_id,quarter,path_1,path1_IMI,path_2,path2_IMI,path_3,path3_IMI,path_4,path4_IMI,quarter_code,isolate_1,isolate_2,isolate_3,isolate_4,clinical,blind,teatinj,pstmilking,mixed_inf_series,dup_not_collected,IMI_series,hygiene_1,hygiene_2,cc_1,cc_2,cc_3,scc,contam,contam_comment,uniqueID,path,scc_div_100k,ls
12.13.2019,first,Swallowdale,8,cambric,LF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,cambric_LF_first,Negative,0.02,-2.64385619
12.13.2019,first,Swallowdale,9,diane,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,diane_LH_first,Negative,0.02,-2.64385619
12.13.2019,first,Swallowdale,9,diane,RH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,diane_RH_first,Negative,0.02,-2.64385619
12.13.2019,first,Swallowdale,33,marta,LH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,marta_LH_first,Negative,0.02,-2.64385619
1.22.2020,second,Swallowdale,1,picknick,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,picknick_LH_second,Negative,0.02,-2.64385619
1.22.2020,second,Swallowdale,1,picknick,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,picknick_RH_second,Negative,0.02,-2.64385619
1.22.2020,second,Swallowdale,1,picknick,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,picknick_RF_second,Negative,0.02,-2.64385619
1.22.2020,second,Swallowdale,22,skyler,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,skyler_LF_second,Negative,0.02,-2.64385619
1.22.2020,second,Swallowdale,25,debutant,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,debutant_LH_second,Negative,0.02,-2.64385619
1.22.2020,second,Swallowdale,25,debutant,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,debutant_RH_second,Negative,0.02,-2.64385619
1.22.2020,second,Swallowdale,25,debutant,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,debutant_RF_second,Negative,0.02,-2.64385619
1.22.2020,second,Swallowdale,27,jazz,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,jazz_RF_second,Negative,0.02,-2.64385619
1.22.2020,second,Swallowdale,29,denver,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,denver_RF_second,Negative,0.02,-2.64385619
1.22.2020,second,Swallowdale,32,pledge,LH,,,,,,,,,6,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,pledge_LH_second,Negative,0.02,-2.64385619
1.22.2020,second,Swallowdale,34,jewel,LH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,jewel_LH_second,Negative,0.02,-2.64385619
1.22.2020,second,Swallowdale,34,jewel,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,jewel_LF_second,Negative,0.02,-2.64385619
2.28.2020,third,Swallowdale,11,pledge,LH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,pledge_LH_third,Negative,0.02,-2.64385619
2.28.2020,third,Swallowdale,25,jewel,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,jewel_LF_third,Negative,0.02,-2.64385619
2.28.2020,third,Swallowdale,27,halo,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,halo_RF_third,Negative,0.02,-2.64385619
2.28.2020,third,Swallowdale,30,opal,LF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,opal_LF_third,Negative,0.02,-2.64385619
2.28.2020,third,Swallowdale,35,skyler,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,skyler_LF_third,Negative,0.02,-2.64385619
12.11.2019,first,Choiniere,4,66,RF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,66_RF_first,Negative,0.02,-2.64385619
12.11.2019,first,Choiniere,19,23,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,23_LF_first,Negative,0.02,-2.64385619
12.11.2019,first,Choiniere,31,741,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,741_RH_first,Negative,0.02,-2.64385619
1.21.2020,second,Choiniere,5,52,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,52_LF_second,Negative,0.02,-2.64385619
1.21.2020,second,Choiniere,12,741,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,741_RF_second,Negative,0.02,-2.64385619
1.21.2020,second,Choiniere,30,74,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,74_LH_second,Negative,0.02,-2.64385619
2.17.2020,third,Choiniere,1,19,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,19_LH_third,Negative,0.02,-2.64385619
2.17.2020,third,Choiniere,2,56,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,56_LH_third,Negative,0.02,-2.64385619
2.17.2020,third,Choiniere,3,34,RF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,34_RF_third,Negative,0.02,-2.64385619
2.17.2020,third,Choiniere,6,66,LH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,66_LH_third,Negative,0.02,-2.64385619
2.17.2020,third,Choiniere,6,66,RF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,66_RF_third,Negative,0.02,-2.64385619
2.17.2020,third,Choiniere,15,74,RF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,74_RF_third,Negative,0.02,-2.64385619
2.17.2020,third,Choiniere,16,4,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,4_LH_third,Negative,0.02,-2.64385619
2.17.2020,third,Choiniere,17,38,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,38_RH_third,Negative,0.02,-2.64385619
2.17.2020,third,Choiniere,20,35,RF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,35_RF_third,Negative,0.02,-2.64385619
2.17.2020,third,Choiniere,24,23,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,23_LF_third,Negative,0.02,-2.64385619
2.17.2020,third,Choiniere,25,54,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,54_RH_third,Negative,0.02,-2.64385619
2.17.2020,third,Choiniere,31,3,LH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,3_LH_third,Negative,0.02,-2.64385619
2.17.2020,third,Choiniere,34,52,LF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,52_LF_third,Negative,0.02,-2.64385619
3.16.2020,fourth,Choiniere,8,34,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,34_RF_fourth,Negative,0.02,-2.64385619
3.16.2020,fourth,Choiniere,18,38,RH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,38_RH_fourth,Negative,0.02,-2.64385619
1.14.2020,first,Glennview,2,203,LH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,203_LH_first,Negative,0.02,-2.64385619
1.14.2020,first,Glennview,2,203,LF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,203_LF_first,Negative,0.02,-2.64385619
1.14.2020,first,Glennview,3,133,RH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,133_RH_first,Negative,0.02,-2.64385619
2.19.2020,second,Glennview,3,173,RF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,173_RF_second,Negative,0.02,-2.64385619
2.19.2020,second,Glennview,7,193,RH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,193_RH_second,Negative,0.02,-2.64385619
2.19.2020,second,Glennview,17,137,RF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,137_RF_second,Negative,0.02,-2.64385619
2.19.2020,second,Glennview,22,139,RF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,139_RF_second,Negative,0.02,-2.64385619
2.19.2020,second,Glennview,30,207,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,207_RH_second,Negative,0.02,-2.64385619
2.19.2020,second,Glennview,34,172,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,172_LH_second,Negative,0.02,-2.64385619
3.19.2020,third,Glennview,2,199,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,199_LF_third,Negative,0.02,-2.64385619
3.19.2020,third,Glennview,4,193,LF,,,,,,,,,6,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,193_LF_third,Negative,0.02,-2.64385619
3.19.2020,third,Glennview,17,139,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,139_RH_third,Negative,0.02,-2.64385619
3.19.2020,third,Glennview,17,139,RF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,139_RF_third,Negative,0.02,-2.64385619
1.3.2020,first,OughtaBe,1,easter,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,easter_LF_first,Negative,0.02,-2.64385619
1.3.2020,first,OughtaBe,1,easter,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,easter_RH_first,Negative,0.02,-2.64385619
1.3.2020,first,OughtaBe,4,aloha,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,aloha_RF_first,Negative,0.02,-2.64385619
1.3.2020,first,OughtaBe,8,izzie,LF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,izzie_LF_first,Negative,0.02,-2.64385619
1.3.2020,first,OughtaBe,8,izzie,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,izzie_RF_first,Negative,0.02,-2.64385619
1.3.2020,first,OughtaBe,13,tess,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,tess_LH_first,Negative,0.02,-2.64385619
1.3.2020,first,OughtaBe,13,tess,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,tess_LF_first,Negative,0.02,-2.64385619
1.3.2020,first,OughtaBe,13,tess,RH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,tess_RH_first,Negative,0.02,-2.64385619
1.3.2020,first,OughtaBe,24,alf,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,alf_RH_first,Negative,0.02,-2.64385619
1.3.2020,first,OughtaBe,25,spot,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,spot_RH_first,Negative,0.02,-2.64385619
1.3.2020,first,OughtaBe,25,spot,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,spot_RF_first,Negative,0.02,-2.64385619
1.3.2020,first,OughtaBe,27,bullet,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,bullet_RH_first,Negative,0.02,-2.64385619
1.3.2020,first,OughtaBe,28,tiktac,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,tiktac_LH_first,Negative,0.02,-2.64385619
1.3.2020,first,OughtaBe,29,penny,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,penny_RH_first,Negative,0.02,-2.64385619
2.14.2020,second,OughtaBe,10,tess,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,tess_LH_second,Negative,0.02,-2.64385619
2.14.2020,second,OughtaBe,10,tess,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,tess_LF_second,Negative,0.02,-2.64385619
2.14.2020,second,OughtaBe,19,lemon,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,lemon_RF_second,Negative,0.02,-2.64385619
2.14.2020,second,OughtaBe,31,butter,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,butter_LF_second,Negative,0.02,-2.64385619
2.14.2020,second,OughtaBe,32,penny,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,penny_RF_second,Negative,0.02,-2.64385619
2.14.2020,second,OughtaBe,34,ginger,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,ginger_LF_second,Negative,0.02,-2.64385619
3.12.2020,third,OughtaBe,3,teach,LH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,teach_LH_third,Negative,0.02,-2.64385619
3.12.2020,third,OughtaBe,7,grape,LH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,grape_LH_third,Negative,0.02,-2.64385619
3.12.2020,third,OughtaBe,28,spot,LH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,spot_LH_third,Negative,0.02,-2.64385619
3.12.2020,third,OughtaBe,30,butter,LF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,butter_LF_third,Negative,0.02,-2.64385619
3.12.2020,third,OughtaBe,31,pistol,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,pistol_LH_third,Negative,0.02,-2.64385619
1.17.2020,first,Paddlebridge,2,glorybe29,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,glorybe29_LF_first,Negative,0.02,-2.64385619
1.17.2020,first,Paddlebridge,2,glorybe29,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,glorybe29_RF_first,Negative,0.02,-2.64385619
1.17.2020,first,Paddlebridge,11,stamina391,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,stamina391_LF_first,Negative,0.02,-2.64385619
1.17.2020,first,Paddlebridge,18,chapstick1,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,chapstick1_RH_first,Negative,0.02,-2.64385619
1.17.2020,first,Paddlebridge,20,laura558,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,laura558_LF_first,Negative,0.02,-2.64385619
1.17.2020,first,Paddlebridge,29,scrapie278,LF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,scrapie278_LF_first,Negative,0.02,-2.64385619
2.21.2020,second,Paddlebridge,1,germ1140,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,germ1140_LH_second,Negative,0.02,-2.64385619
2.21.2020,second,Paddlebridge,8,champne25,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,champne25_LF_second,Negative,0.02,-2.64385619
2.21.2020,second,Paddlebridge,11,stamina391,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,stamina391_RH_second,Negative,0.02,-2.64385619
2.21.2020,second,Paddlebridge,17,laura558,LH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,laura558_LH_second,Negative,0.02,-2.64385619
2.21.2020,second,Paddlebridge,17,laura558,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,laura558_RH_second,Negative,0.02,-2.64385619
2.21.2020,second,Paddlebridge,19,sam19,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,sam19_RF_second,Negative,0.02,-2.64385619
2.21.2020,second,Paddlebridge,30,chapstick1,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,chapstick1_LF_second,Negative,0.02,-2.64385619
2.21.2020,second,Paddlebridge,30,chapstick1,RH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,chapstick1_RH_second,Negative,0.02,-2.64385619
3.20.2020,third,Paddlebridge,3,champne25,LH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,champne25_LH_third,Negative,0.02,-2.64385619
3.20.2020,third,Paddlebridge,3,champne25,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,champne25_LF_third,Negative,0.02,-2.64385619
3.20.2020,third,Paddlebridge,5,glorybe29,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,glorybe29_RF_third,Negative,0.02,-2.64385619
3.20.2020,third,Paddlebridge,6,fajita12,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,fajita12_RH_third,Negative,0.02,-2.64385619
3.20.2020,third,Paddlebridge,11,octavia42,RH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,octavia42_RH_third,Negative,0.02,-2.64385619
3.20.2020,third,Paddlebridge,11,octavia42,RF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,octavia42_RF_third,Negative,0.02,-2.64385619
3.20.2020,third,Paddlebridge,12,laura558,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,laura558_RH_third,Negative,0.02,-2.64385619
3.20.2020,third,Paddlebridge,13,stamina391,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,stamina391_LH_third,Negative,0.02,-2.64385619
3.20.2020,third,Paddlebridge,13,stamina391,RF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,stamina391_RF_third,Negative,0.02,-2.64385619
3.20.2020,third,Paddlebridge,19,sam19,LH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,sam19_LH_third,Negative,0.02,-2.64385619
3.20.2020,third,Paddlebridge,27,guana362,RF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,guana362_RF_third,Negative,0.02,-2.64385619
12.17.2019,first,BJ,1,757,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,757_RF_first,Negative,0.02,-2.64385619
12.17.2019,first,BJ,29,722,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,722_RF_first,Negative,0.02,-2.64385619
12.17.2019,first,BJ,30,761,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,761_RH_first,Negative,0.02,-2.64385619
12.17.2019,first,BJ,33,743,LF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,743_LF_first,Negative,0.02,-2.64385619
12.17.2019,first,BJ,34,748,RF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,748_RF_first,Negative,0.02,-2.64385619
1.29.2020,second,BJ,1,757,LF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,757_LF_second,Negative,0.02,-2.64385619
1.29.2020,second,BJ,1,757,RF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,757_RF_second,Negative,0.02,-2.64385619
1.29.2020,second,BJ,12,727,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,727_RH_second,Negative,0.02,-2.64385619
1.29.2020,second,BJ,16,749,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,749_LF_second,Negative,0.02,-2.64385619
1.29.2020,second,BJ,17,753,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,753_RF_second,Negative,0.02,-2.64385619
2.26.2020,third,BJ,26,761,LF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,761_LF_third,Negative,0.02,-2.64385619
2.26.2020,third,BJ,29,664,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,664_RH_third,Negative,0.02,-2.64385619
2.26.2020,third,BJ,29,664,RF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,664_RF_third,Negative,0.02,-2.64385619
1.6.2020,first,vonTrapp,6,alma,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,alma_RH_first,Negative,0.02,-2.64385619
1.6.2020,first,vonTrapp,21,alice,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,alice_RH_first,Negative,0.02,-2.64385619
2.12.2020,second,vonTrapp,5,gloria,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,gloria_LH_second,Negative,0.02,-2.64385619
2.12.2020,second,vonTrapp,7,alma,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,alma_LH_second,Negative,0.02,-2.64385619
2.12.2020,second,vonTrapp,7,alma,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,alma_RF_second,Negative,0.02,-2.64385619
2.12.2020,second,vonTrapp,11,isabelle,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,isabelle_LF_second,Negative,0.02,-2.64385619
2.12.2020,second,vonTrapp,27,patchouli,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,patchouli_LF_second,Negative,0.02,-2.64385619
2.12.2020,second,vonTrapp,32,iris,LH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,iris_LH_second,Negative,0.02,-2.64385619
3.10.2020,third,vonTrapp,3,leopard,RH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,leopard_RH_third,Negative,0.02,-2.64385619
3.10.2020,third,vonTrapp,4,vangie,LF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,vangie_LF_third,Negative,0.02,-2.64385619
3.10.2020,third,vonTrapp,8,isabelle,RH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,isabelle_RH_third,Negative,0.02,-2.64385619
3.10.2020,third,vonTrapp,10,lena,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,lena_LH_third,Negative,0.02,-2.64385619
3.10.2020,third,vonTrapp,11,alma,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,alma_RH_third,Negative,0.02,-2.64385619
3.10.2020,third,vonTrapp,22,iris,LF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,iris_LF_third,Negative,0.02,-2.64385619
3.10.2020,third,vonTrapp,33,imogene,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,2000,,,imogene_LF_third,Negative,0.02,-2.64385619
