sort_4.24,any_farm,cow_id,quarter,cowid_quarter,cow_id_quarter_visit,lactation,date,visit,farm,order,path_1,path1_imi,path_2,path2_imi,path_3,path3_imi,path_4,path4_imi,quarter_code,isolate_1,path_1_maldi_final_id,fix_1,isolate_2,path_2_maldi_final_id,fix_2,isolate_3,path_3_maldi_final_id,fix_3,isolate_4,path_4_maldi_final_id,fix_4,clinical,blind,teatinj,pstmilking,mixed_inf_series,dup_not_collected,imi_series,hygiene_scorer_1,hygiene_1,hygiene_scorer_2,hygiene_2,scc,contam,contam_comment,dup_a_cfu_count,dup_b_cfu_count,more_than_2_org_present,additional_disclude_genIMI,actually_disclude,disclude_cant_determine_status,disclude_blind,disclude_dupmissing,disclude_samplingerror,disclude_contam,IMI_NAS_or_MAM,IMI_NAS_only,IMI_S_chromogenes,IMI_S_haemolyticus,IMI_S_simulans,IMI_S_equorum,IMI_S_agnetis,IMI_S_devriesei,IMI_S_warneri,IMI_S_xylosus,IMI_M_sciuri,IMI_S_auricularis,IMI_S_capitis,IMI_S_cohnii,IMI_S_epidermidis,IMI_M_fleurettii,IMI_S_gallinarum,IMI_S_hominis,IMI_S_pseudintermedius,IMI_S_saprophyticus,IMI_S_succinus,IMI_S_hyicus,IMI_M_vitilinus,IMI_2014env,IMI_2014opp,IMI_2014host,IMI_2017rel,IMI_2017host,IMI_2017env,quarter_position_dup,lactation_dup,lact_grp,first_DIM,first_hygiene_pick_one,farm_hygiene_avg,facility_type,bedding_facility_combo,bedding_material,pred_breed,herd_size,herd_size_cat,rolling_herd_avg,sel_feed,air_quality_prod,age_fac,lying_surface,bp_fed_on_pack,bp_num_cows_on_pack,bp_pack_area,bp_cow_density,bp_stock_dens_perc,wood_dried,wood_storage,bedding_conditioner,freq_add_new_bedding_stall_wk,freq_stall_scraping_wk,depth_bedding_stalls,bp_freq_tilling_wk,bp_depth_tilled_in,bp_attentiveness,bp_bedding_depth,milking_sys,forestrip,towel_num,gloves,mast_det_recc,mast_record,culture_mast,culture_scc,culture_fresh,culture_dry,culture_loc,dry_prod,sel_supp,ind_hygiene_a,ind_hygiene_b,ind_hygiene_avg,IMI_acinetobacter_species,IMI_aerococcus_species,IMI_aerococcus_viridans,IMI_brachybacterium_species,IMI_brevibacterium_epidermidis,IMI_candida_rugosa,IMI_corynebacterium_amycolatum,IMI_corynebacterium_callunae,IMI_corynebacterium_casei,IMI_corynebacterium_confusum,IMI_corynebacterium_glutamicum,IMI_corynebacterium_species,IMI_corynebacterium_stationis,IMI_corynebacterium_ulcerans,IMI_corynebacterium_variabile,IMI_corynebacterium_xerosis,IMI_e_coli,IMI_enterobacter_species,IMI_enterococcus_saccharolyticus,IMI_glutamicibacter_arilaitensis,IMI_gram_neg_noncoliform_organism_rods,IMI_gram_positive_cocci,IMI_gram_positive_org,IMI_gram_positive_rod,IMI_klebsiella_aerogenes,IMI_klebsiella_pneumoniae,IMI_klebsiella_variicola,IMI_kocuria_carniphila,IMI_kocuria_palustris,IMI_kocuria_species,IMI_leuconostoc_mesenteroides,IMI_macrococcus_canis,IMI_microbacterium_species,IMI_micrococcus_species,IMI_moraxella_osloensis,IMI_moraxella_species,IMI_pseudomonas_aeruginosa,IMI_pseudomonas_fluorescens,IMI_pseudomonas_species,IMI_psychrobacter_pasteurii,IMI_psychrobacter_species,IMI_serratia_marcescens,IMI_staphylococcus_aureus,IMI_staphylococcus_agnetis,IMI_staphylococcus_chromogenes,IMI_staphylococcus_epidermidis,IMI_staphylococcus_equorum,IMI_staphylococcus_haemolyticus,IMI_staphylococcus_hominis,IMI_staphylococcus_sciuri,IMI_staphylococcus_simulans,IMI_streptococcus_canis,IMI_streptococcus_dysgalactiae,IMI_streptococcus_species,IMI_streptococcus_uberis,IMI_wautersiella_falsenii,IMI_weissella_cibaria,IMI_weissella_hellenica,IMI_no_id,quarter_code_dup,sum_IMI_species,mix,gen_IMI_due_to,any_IMI,cow_id_quarter_visit_1,cow_id_quarter_visit_2,visit_1,first_DIM_1,first_hygiene_pick_one_1
2773,OughtaBe,goody_OughtaBe,LH,goody_OughtaBe_LH,goody_OughtaBe_LH_first,3,1.3.2020,first,OughtaBe,9,cns,yes2,cns,other18,NA,NA,NA,NA,2,ob006,staphylococcus chromogenes,NA,ob007,staphylococcus chromogenes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,j,3,c,3,300000,NA,NA,30,50,NA,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,LH,3,third,258,3,2.3,TS,TS_SH,SH,Jersey,70,61_80,13500,n,poor_fair,64,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,28,28,2.54,NA,NA,NA,NA,tiestall,y,one,all,n,never,sometimes,sometimes,never,never,ref,n,reg,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,staphylococcus chromogenes,1,goody_OughtaBe_LH_first,goody_OughtaBe_LH_first,first,258,3
2774,OughtaBe,racer_OughtaBe,RF,racer_OughtaBe_RF,racer_OughtaBe_RF_first,4,1.3.2020,first,OughtaBe,11,cns,yes2,NA,NA,NA,NA,NA,NA,2,ob015,staphylococcus chromogenes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,j,2,c,3,250000,NA,NA,20,17,NA,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,RF,4,fourth_plus,164,3,2.3,TS,TS_SH,SH,Jersey,70,61_80,13500,n,poor_fair,64,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,28,28,2.54,NA,NA,NA,NA,tiestall,y,one,all,n,never,sometimes,sometimes,never,never,ref,n,reg,2,3,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,staphylococcus chromogenes,1,racer_OughtaBe_RF_first,racer_OughtaBe_RF_first,first,164,3
2775,Paddlebridge,sapphire338_Paddlebridge,RH,sapphire338_Paddlebridge_RH,sapphire338_Paddlebridge_RH_first,5,1.17.2020,first,Paddlebridge,28,cns,yes2,NA,NA,NA,NA,NA,NA,2,pb021,staphylococcus chromogenes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,j,3,c,4,260000,NA,NA,tntc,30,NA,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,RH,5,fourth_plus,60,4,1.7,TS,TS_SH,SH,Holstein,56,44_60,21204,n,good,50,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,14,14,6.35,NA,NA,NA,NA,tiestall,y,one,no_some,y,never,always,sometimes,never,never,vet,n,no,3,4,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,staphylococcus chromogenes,1,sapphire338_Paddlebridge_RH_first,sapphire338_Paddlebridge_RH_first,first,60,4
2776,StonyPond,octavia_StonyPond,LH,octavia_StonyPond_LH,octavia_StonyPond_LH_first,4,12.12.2019,first,StonyPond,18,cns,yes2,NA,NA,NA,NA,NA,NA,2,sp020,staphylococcus chromogenes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,j,3,NA,NA,233000,NA,NA,21,19,NA,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,LH,4,fourth_plus,181,3,2,BP,BP_SH,SH,Jersey,70,61_80,12500,n,excellent,3,deep,n,35,219.622692,6.274934057,1.258977374,kiln_dried,under_cover,n,NA,NA,NA,14,20.32,1,0.9,parlor,y,dep_two,all,n,sometimes_temp,always,always,never,never,ref,n,occ,3,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,staphylococcus chromogenes,1,octavia_StonyPond_LH_first,octavia_StonyPond_LH_first,first,181,3
2777,StonyPond,octavia_StonyPond,RH,octavia_StonyPond_RH,octavia_StonyPond_RH_first,4,12.12.2019,first,StonyPond,18,cns,yes2,NA,NA,NA,NA,NA,NA,2,sp021,staphylococcus chromogenes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,j,3,NA,NA,79000,NA,NA,4,2,NA,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,RH,4,fourth_plus,181,3,2,BP,BP_SH,SH,Jersey,70,61_80,12500,n,excellent,3,deep,n,35,219.622692,6.274934057,1.258977374,kiln_dried,under_cover,n,NA,NA,NA,14,20.32,1,0.9,parlor,y,dep_two,all,n,sometimes_temp,always,always,never,never,ref,n,occ,3,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,staphylococcus chromogenes,1,octavia_StonyPond_RH_first,octavia_StonyPond_RH_first,first,181,3
2778,BJ,cb5_BJ,LF,cb5_BJ_LF,cb5_BJ_LF_first,1,12.17.2019,first,BJ,5,cns,yes2,NA,NA,NA,NA,NA,NA,2,bj005,staphylococcus chromogenes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,j,4,c,4,15000,NA,NA,9,17,NA,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,LF,1,first,168,4,2.5,TS,TS_SH,SH,Holstein,61,61_80,15500,y,good,49,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,14,35,3.81,NA,NA,NA,NA,tiestall,y,dep_two,no_some,y,never,never,never,never,never,never,y,occ,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,staphylococcus chromogenes,1,cb5_BJ_LF_first,cb5_BJ_LF_first,first,168,4
2779,Glennview,133_Glennview,LH,133_Glennview_LH,133_Glennview_LH_first,3,1.14.2020,first,Glennview,3,cns,yes2,NA,NA,NA,NA,NA,NA,2,gv003,staphylococcus chromogenes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,j,4,c,3,65000,NA,NA,36,36,NA,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,LH,3,third,69,3,2.2,TS,TS_SH,SH,Jersey,70,61_80,15200,n,good,61,mat_conc,NA,NA,NA,NA,NA,kiln_dried,under_cover,y,21,56,2.54,NA,NA,NA,NA,tiestall,y,one,all,n,always,sometimes,sometimes,issue,sometimes_issue,vet,y,occ,4,3,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,staphylococcus chromogenes,1,133_Glennview_LH_first,133_Glennview_LH_first,first,69,3
2780,OughtaBe,applepie_OughtaBe,RH,applepie_OughtaBe_RH,applepie_OughtaBe_RH_first,3,1.3.2020,first,OughtaBe,34,cns,yes2,NA,NA,NA,NA,NA,NA,2,ob048,staphylococcus chromogenes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,j,4,c,4,130000,NA,NA,16,15,NA,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,RH,3,third,262,4,2.3,TS,TS_SH,SH,Jersey,70,61_80,13500,n,poor_fair,64,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,28,28,2.54,NA,NA,NA,NA,tiestall,y,one,all,n,never,sometimes,sometimes,never,never,ref,n,reg,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,staphylococcus chromogenes,1,applepie_OughtaBe_RH_first,applepie_OughtaBe_RH_first,first,262,4
2781,StonyPond,ashley_StonyPond,LH,ashley_StonyPond_LH,ashley_StonyPond_LH_first,8,12.12.2019,first,StonyPond,12,cns,yes2,NA,NA,NA,NA,NA,NA,2,sp014,staphylococcus chromogenes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,j,4,NA,NA,58000,NA,NA,46,30,NA,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,LH,8,fourth_plus,221,4,2,BP,BP_SH,SH,Jersey,70,61_80,12500,n,excellent,3,deep,n,35,219.622692,6.274934057,1.258977374,kiln_dried,under_cover,n,NA,NA,NA,14,20.32,1,0.9,parlor,y,dep_two,all,n,sometimes_temp,always,always,never,never,ref,n,occ,4,NA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,staphylococcus chromogenes,1,ashley_StonyPond_LH_first,ashley_StonyPond_LH_first,first,221,4
2782,Lynd,ladyfinger_Lynd,RH,ladyfinger_Lynd_RH,ladyfinger_Lynd_RH_first,3,12.19.2019,first,Lynd,18,cns,yes2,NA,NA,NA,NA,NA,NA,2,lf024,staphylococcus chromogenes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,NA,NA,NA,NA,68000,NA,30,20,NA,NA,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,RH,3,third,41,NA,NA,BP,BP_SH,SH,Other,105,81_105,13000,n,excellent,10,deep,n,90,459.4,5.1,1.82,fresh_raw,outside_uncovered,n,NA,NA,NA,7,61,0.9,1.4,parlor,y,one,all,y,always,always,always,issue,sometimes_issue,onfarm,n,reg,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,staphylococcus chromogenes,1,ladyfinger_Lynd_RH_first,ladyfinger_Lynd_RH_first,first,41,NA
2783,Lynd,klondike_Lynd,RF,klondike_Lynd_RF,klondike_Lynd_RF_first,4,12.19.2019,first,Lynd,5,cns,yes2,NA,NA,NA,NA,NA,NA,2,lf006,staphylococcus chromogenes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,NA,NA,NA,NA,90000,NA,14,22,NA,NA,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,RF,4,fourth_plus,85,NA,NA,BP,BP_SH,SH,Other,105,81_105,13000,n,excellent,10,deep,n,90,459.4,5.1,1.82,fresh_raw,outside_uncovered,n,NA,NA,NA,7,61,0.9,1.4,parlor,y,one,all,y,always,always,always,issue,sometimes_issue,onfarm,n,reg,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,staphylococcus chromogenes,1,klondike_Lynd_RF_first,klondike_Lynd_RF_first,first,85,NA
2784,Lynd,lop_Lynd,LH,lop_Lynd_LH,lop_Lynd_LH_first,3,12.19.2019,first,Lynd,29,cns,yes2,NA,NA,NA,NA,NA,NA,2,lf035,staphylococcus chromogenes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,NA,NA,NA,NA,56000,NA,2,2,NA,NA,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,LH,3,third,89,NA,NA,BP,BP_SH,SH,Other,105,81_105,13000,n,excellent,10,deep,n,90,459.4,5.1,1.82,fresh_raw,outside_uncovered,n,NA,NA,NA,7,61,0.9,1.4,parlor,y,one,all,y,always,always,always,issue,sometimes_issue,onfarm,n,reg,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,staphylococcus chromogenes,1,lop_Lynd_LH_first,lop_Lynd_LH_first,first,89,NA
2785,Lynd,webster_Lynd,RF,webster_Lynd_RF,webster_Lynd_RF_first,1,12.19.2019,first,Lynd,6,cns,yes2,NA,NA,NA,NA,NA,NA,2,lf007,staphylococcus chromogenes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,NA,NA,NA,NA,187000,NA,14,11,NA,NA,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,RF,1,first,93,NA,NA,BP,BP_SH,SH,Other,105,81_105,13000,n,excellent,10,deep,n,90,459.4,5.1,1.82,fresh_raw,outside_uncovered,n,NA,NA,NA,7,61,0.9,1.4,parlor,y,one,all,y,always,always,always,issue,sometimes_issue,onfarm,n,reg,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,staphylococcus chromogenes,1,webster_Lynd_RF_first,webster_Lynd_RF_first,first,93,NA
2786,Lynd,kowabunga_Lynd,LF,kowabunga_Lynd_LF,kowabunga_Lynd_LF_first,4,12.19.2019,first,Lynd,13,cns,yes2,NA,NA,NA,NA,NA,NA,2,lf016,staphylococcus chromogenes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,NA,NA,NA,NA,15000,NA,3,14,NA,NA,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,LF,4,fourth_plus,98,NA,NA,BP,BP_SH,SH,Other,105,81_105,13000,n,excellent,10,deep,n,90,459.4,5.1,1.82,fresh_raw,outside_uncovered,n,NA,NA,NA,7,61,0.9,1.4,parlor,y,one,all,y,always,always,always,issue,sometimes_issue,onfarm,n,reg,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,staphylococcus chromogenes,1,kowabunga_Lynd_LF_first,kowabunga_Lynd_LF_first,first,98,NA
2787,Lynd,kowabunga_Lynd,RF,kowabunga_Lynd_RF,kowabunga_Lynd_RF_first,4,12.19.2019,first,Lynd,13,cns,yes2,NA,NA,NA,NA,NA,NA,2,lf017,staphylococcus chromogenes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,NA,NA,NA,NA,55000,NA,50,tntc,NA,NA,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,RF,4,fourth_plus,98,NA,NA,BP,BP_SH,SH,Other,105,81_105,13000,n,excellent,10,deep,n,90,459.4,5.1,1.82,fresh_raw,outside_uncovered,n,NA,NA,NA,7,61,0.9,1.4,parlor,y,one,all,y,always,always,always,issue,sometimes_issue,onfarm,n,reg,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,staphylococcus chromogenes,1,kowabunga_Lynd_RF_first,kowabunga_Lynd_RF_first,first,98,NA
2788,Lynd,life_Lynd,LF,life_Lynd_LF,life_Lynd_LF_first,2,12.19.2019,first,Lynd,3,cns,yes2,NA,NA,NA,NA,NA,NA,2,lf003,staphylococcus chromogenes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,NA,NA,NA,NA,37000,NA,4,9,NA,NA,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,LF,2,second,99,NA,NA,BP,BP_SH,SH,Other,105,81_105,13000,n,excellent,10,deep,n,90,459.4,5.1,1.82,fresh_raw,outside_uncovered,n,NA,NA,NA,7,61,0.9,1.4,parlor,y,one,all,y,always,always,always,issue,sometimes_issue,onfarm,n,reg,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,staphylococcus chromogenes,1,life_Lynd_LF_first,life_Lynd_LF_first,first,99,NA
2789,Lynd,luxurytax_Lynd,LF,luxurytax_Lynd_LF,luxurytax_Lynd_LF_first,1,12.19.2019,first,Lynd,16,cns,yes2,NA,NA,NA,NA,NA,NA,2,lf022,staphylococcus chromogenes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,NA,NA,NA,NA,84000,NA,tntc,tntc,NA,NA,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,LF,1,first,101,NA,NA,BP,BP_SH,SH,Other,105,81_105,13000,n,excellent,10,deep,n,90,459.4,5.1,1.82,fresh_raw,outside_uncovered,n,NA,NA,NA,7,61,0.9,1.4,parlor,y,one,all,y,always,always,always,issue,sometimes_issue,onfarm,n,reg,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,staphylococcus chromogenes,1,luxurytax_Lynd_LF_first,luxurytax_Lynd_LF_first,first,101,NA
2790,Lynd,ambrosia_Lynd,LH,ambrosia_Lynd_LH,ambrosia_Lynd_LH_first,3,12.19.2019,first,Lynd,4,cns,yes2,NA,NA,NA,NA,NA,NA,2,lf005,staphylococcus chromogenes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,NA,NA,NA,NA,71000,NA,30,8,NA,NA,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,LH,3,third,110,NA,NA,BP,BP_SH,SH,Other,105,81_105,13000,n,excellent,10,deep,n,90,459.4,5.1,1.82,fresh_raw,outside_uncovered,n,NA,NA,NA,7,61,0.9,1.4,parlor,y,one,all,y,always,always,always,issue,sometimes_issue,onfarm,n,reg,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,staphylococcus chromogenes,1,ambrosia_Lynd_LH_first,ambrosia_Lynd_LH_first,first,110,NA
2791,Lynd,martina_Lynd,LH,martina_Lynd_LH,martina_Lynd_LH_first,5,12.19.2019,first,Lynd,35,cns,yes2,NA,NA,NA,NA,NA,NA,2,lf040,staphylococcus chromogenes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,NA,NA,NA,NA,168000,NA,tntc,tntc,NA,NA,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,LH,5,fourth_plus,112,NA,NA,BP,BP_SH,SH,Other,105,81_105,13000,n,excellent,10,deep,n,90,459.4,5.1,1.82,fresh_raw,outside_uncovered,n,NA,NA,NA,7,61,0.9,1.4,parlor,y,one,all,y,always,always,always,issue,sometimes_issue,onfarm,n,reg,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,staphylococcus chromogenes,1,martina_Lynd_LH_first,martina_Lynd_LH_first,first,112,NA
2792,Lynd,khakibeige_Lynd,LF,khakibeige_Lynd_LF,khakibeige_Lynd_LF_first,4,12.19.2019,first,Lynd,30,cns,yes2,NA,NA,NA,NA,NA,NA,2,lf036,staphylococcus chromogenes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,yes,NA,NA,NA,NA,33000,NA,3,6,NA,NA,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,LF,4,fourth_plus,115,NA,NA,BP,BP_SH,SH,Other,105,81_105,13000,n,excellent,10,deep,n,90,459.4,5.1,1.82,fresh_raw,outside_uncovered,n,NA,NA,NA,7,61,0.9,1.4,parlor,y,one,all,y,always,always,always,issue,sometimes_issue,onfarm,n,reg,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,staphylococcus chromogenes,1,khakibeige_Lynd_LF_first,khakibeige_Lynd_LF_first,first,115,NA
