date,visit,farm,order,cow_id,quarter,path_1,path1_IMI,path_2,path2_IMI,path_3,path3_IMI,path_4,path4_IMI,quarter_code,isolate_1,isolate_2,isolate_3,isolate_4,clinical,blind,teatinj,pstmilking,mixed_inf_series,dup_not_collected,IMI_series,hygiene_1,hygiene_2,cc_1,cc_2,cc_3,scc,contam,contam_comment
1.2.2020,first,Butterworks,5,mango,RH,,,,,,,,,8,,,,,,,,,,,,,,,,,,yes,
1.2.2020,first,Butterworks,5,mango,RF,,,,,,,,,4,,,,,,,,,,,,,,,,,,,
1.2.2020,first,Butterworks,6,pomme,LH,,,,,,,,,30,,,,,,,,,,,,,,,,,,,
1.2.2020,first,Butterworks,6,pomme,LF,cns,other12,corynebac,other12,,,,,12,BW006,BW009,,,,,,,,,no,,,,,,,,
1.2.2020,first,Butterworks,6,pomme,RH,strep,yes27,cns,yes27,,,,,27,BW007,BW008,,,,,,,yes,,yes,,,,,,,,
1.2.2020,first,Butterworks,6,pomme,RF,,,,,,,,,8,,,,,,,,,,,,,,,,,,yes,
1.2.2020,first,Butterworks,7,happiness,LH,,,,,,,,,16,,,,,,yes,,,,,,,,,,,,,
1.2.2020,first,Butterworks,7,happiness,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
1.2.2020,first,Butterworks,7,happiness,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
1.2.2020,first,Butterworks,7,happiness,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
1.2.2020,first,Butterworks,8,wildcucumber,LH,cns,yes2,,,,,,,2,BW010,,,,,,,,no,,yes,,,,,,,,
1.2.2020,first,Butterworks,8,wildcucumber,LF,,,,,,,,,15,,,,,,,,,,,,,,,,,,,
1.2.2020,first,Butterworks,8,wildcucumber,RH,,,,,,,,,15,,,,,,,,,,,,,,,,,,,
1.2.2020,first,Butterworks,8,wildcucumber,RF,,,,,,,,,15,,,,,,,,,,,,,,,,,,,
1.2.2020,first,Butterworks,9,blackberry,LH,,,,,,,,,4,,,,,,,,,,,,,,,,,,,
1.2.2020,first,Butterworks,9,blackberry,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
1.2.2020,first,Butterworks,9,blackberry,RH,,,,,,,,,4,,,,,,,,,,,,,,,,,,,
1.2.2020,first,Butterworks,9,blackberry,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
1.2.2020,first,Butterworks,10,pearl,LH,,,,,,,,,6,,,,,,,,,,,,,,,,,,,
1.2.2020,first,Butterworks,10,pearl,LF,,,,,,,,,13,,,,,,,,,,,,,,,,,,,
1.2.2020,first,Butterworks,10,pearl,RH,,,,,,,,,7,,,,,,,,,,,,,,,,,,,
1.2.2020,first,Butterworks,10,pearl,RF,,,,,,,,,13,,,,,,,,,,,,,,,,,,,
1.2.2020,first,Butterworks,11,nebula,LH,,,,,,,,,8,,,,,,,,,,,,,,,,,,yes,
1.2.2020,first,Butterworks,11,nebula,LF,,,,,,,,,8,,,,,,,,,,,,,,,,,,yes,
1.2.2020,first,Butterworks,11,nebula,RH,cns,yes2,,,,,,,2,BW011,,,,,,,,no,,yes,,,,,,,,
1.2.2020,first,Butterworks,11,nebula,RF,,,,,,,,,8,,,,,,,,,,,,,,,,,,yes,
1.2.2020,first,Butterworks,12,snowball,LH,,,,,,,,,8,,,,,,,,,,,,,,,,,,yes,
1.2.2020,first,Butterworks,12,snowball,LF,,,,,,,,,4,,,,,,,,,,,,,,,,,,,
1.2.2020,first,Butterworks,12,snowball,RH,cns,yes2,,,,,,,2,BW012,,,,,,,,no,,yes,,,,,,,,
1.2.2020,first,Butterworks,12,snowball,RF,cns,yes2,,,,,,,2,BW013,,,,,,,,no,,yes,,,,,,,,
1.2.2020,first,Butterworks,13,rhubarb,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
1.2.2020,first,Butterworks,13,rhubarb,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
1.2.2020,first,Butterworks,13,rhubarb,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
1.2.2020,first,Butterworks,13,rhubarb,RF,cns,yes2,,,,,,,2,BW014,,,,,,,,no,,yes,,,,,,,,
1.2.2020,first,Butterworks,14,hawthorn,LH,,,,,,,,,4,,,,,,,,,,,,,,,,,,,
1.2.2020,first,Butterworks,14,hawthorn,LF,,,,,,,,,4,,,,,,,,,,,,,,,,,,,
1.2.2020,first,Butterworks,14,hawthorn,RH,cns,yes2,,,,,,,2,BW015,,,,,,,,no,,yes,,,,,,,,
1.2.2020,first,Butterworks,14,hawthorn,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
1.2.2020,first,Butterworks,15,nona,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
1.2.2020,first,Butterworks,15,nona,LF,corynebac,other12,,,,,,,12,BW016,,,,,,,,,,no,,,,,,,yes,
1.2.2020,first,Butterworks,15,nona,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
1.2.2020,first,Butterworks,15,nona,RF,,,,,,,,,8,,,,,,,,,,,,,,,,,,yes,
1.2.2020,first,Butterworks,16,mustard,LH,strep,yes27,corynebac,yes27,,,,,27,BW017,BW018,,,,,,,yes,,yes,,,,,,,,
1.2.2020,first,Butterworks,16,mustard,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
1.2.2020,first,Butterworks,16,mustard,RH,strep,other12,,,,,,,12,BW019,,,,,,,,,,no,,,,,,,yes,strep?
1.2.2020,first,Butterworks,16,mustard,RF,strep,other12,,,,,,,12,BW020,,,,,,,,,,no,,,,,,,yes,strep?
1.2.2020,first,Butterworks,17,nazareth,LH,strep,yes2,,,,,,,2,BW021,,,,,,,,no,,yes,,,,,,,,
1.2.2020,first,Butterworks,17,nazareth,LF,cns,yes2,,,,,,,2,BW022,,,,,,,,no,,yes,,,,,,,,
1.2.2020,first,Butterworks,17,nazareth,RH,corynebac,yes2,,,,,,,2,BW023,,,,,,,,no,,yes,,,,,,,,
1.2.2020,first,Butterworks,17,nazareth,RF,cns,yes2,,,,,,,2,BW024,,,,,,,,no,,yes,,,,,,,,
1.2.2020,first,Butterworks,18,marjoram,LH,strep,other12,,,,,,,12,BW025,,,,,,,,,,no,,,,,,,yes,cns dominates
1.2.2020,first,Butterworks,18,marjoram,LF,cns,other12,corynebac,other12,,,,,12,BW026,BW069,,,,,,,,,no,,,,,,,yes,cns dominates
1.2.2020,first,Butterworks,18,marjoram,RH,cns,yes2,,,,,,,2,BW027,,,,,,,,no,,yes,,,,,,,,
1.2.2020,first,Butterworks,18,marjoram,RF,cns,other12,,,,,,,12,BW028,,,,,,,,,,no,,,,,,,,
1.2.2020,first,Butterworks,19,manzana,LH,cns,yes2,,,,,,,2,BW029,,,,,,,,no,,yes,,,,,,,,
1.2.2020,first,Butterworks,19,manzana,LF,sa,yes2,,,,,,,2,BW030,,,,,,,,no,,yes,,,,,,,,
1.2.2020,first,Butterworks,19,manzana,RH,cns,yes2,,,,,,,2,BW031,,,,,,,,no,,yes,,,,,,,,
1.2.2020,first,Butterworks,19,manzana,RF,cns,yes2,,,,,,,2,BW032,,,,,,,,no,,yes,,,,,,,,
1.2.2020,first,Butterworks,20,love,LH,corynebac,yes2,,,,,,,2,BW033,,,,,,,,,,yes,,,,,,,,
1.2.2020,first,Butterworks,20,love,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
1.2.2020,first,Butterworks,20,love,RH,corynebac,other26,corynebac,other26,,,,,26,BW034,BW068,,,,,,,,,no,,,,,,,,
1.2.2020,first,Butterworks,20,love,RF,cns,yes2,,,,,,,2,BW035,,,,,,,,,,yes,,,,,,,,
1.2.2020,first,Butterworks,21,mandolin,LH,cns,yes2,,,,,,,2,BW036,,,,,,,,,,yes,,,,,,,,
1.2.2020,first,Butterworks,21,mandolin,LF,,,,,,,,,10,,,,,,,,,,,,,,,,,,,
1.2.2020,first,Butterworks,21,mandolin,RH,corynebac,yes2,,,,,,,2,BW037,,,,,,,,,,yes,,,,,,,,
1.2.2020,first,Butterworks,21,mandolin,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
1.2.2020,first,Butterworks,22,avocado,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
1.2.2020,first,Butterworks,22,avocado,LF,cns,yes2,,,,,,,2,BW038,,,,,,,,no,,yes,,,,,,,,
1.2.2020,first,Butterworks,22,avocado,RH,cns,yes2,,,,,,,2,BW039,,,,,,,,no,,yes,,,,,,,,
1.2.2020,first,Butterworks,22,avocado,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
1.2.2020,first,Butterworks,23,jolene,LH,strep,yes29,,,,,,,29,BW040,,,,,,,,no,,yes,,,,,,,,
1.2.2020,first,Butterworks,23,jolene,LF,strep,yes1,cns,no5,,,,,1,BW041,BW042,,,,,,,no,,yes,,,,,,,,
1.2.2020,first,Butterworks,23,jolene,RH,,,,,,,,,32,,,,,,,,,,,,,,,,,,,
1.2.2020,first,Butterworks,23,jolene,RF,cns,yes2,,,,,,,2,BW043,,,,,,,,no,,yes,,,,,,,,
1.2.2020,first,Butterworks,24,nellie,LH,,,,,,,,,8,,,,,,,,,,,,,,,,,,yes,
1.2.2020,first,Butterworks,24,nellie,LF,,,,,,,,,13,,,,,,,,,,,,,,,,,,,
1.2.2020,first,Butterworks,24,nellie,RH,cns,yes2,,,,,,,2,BW044,,,,,,,,no,,yes,,,,,,,,
1.2.2020,first,Butterworks,24,nellie,RF,strep,yes2,,,,,,,2,BW045,,,,,,,,no,,yes,,,,,,,,
1.2.2020,first,Butterworks,25,melissa,LH,cns,yes2,,,,,,,2,BW067,,,,,,,,no,,yes,,,,,,,,
1.2.2020,first,Butterworks,25,melissa,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
1.2.2020,first,Butterworks,25,melissa,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
1.2.2020,first,Butterworks,25,melissa,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
1.2.2020,first,Butterworks,26,petunia,LH,cns,yes2,,,,,,,2,BW046,,,,,,,,no,,yes,,,,,,,,
1.2.2020,first,Butterworks,26,petunia,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
1.2.2020,first,Butterworks,26,petunia,RH,strep,yes2,,,,,,,2,BW047,,,,,,,,no,,yes,,,,,,,,
1.2.2020,first,Butterworks,26,petunia,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
1.2.2020,first,Butterworks,27,crescent,LH,cns,yes2,,,,,,,2,BW048,,,,,,,,no,,yes,,,,,,,,
1.2.2020,first,Butterworks,27,crescent,LF,cns,yes2,,,,,,,2,BW049,,,,,,,,no,,yes,,,,,,,,
1.2.2020,first,Butterworks,27,crescent,RH,cns,yes2,,,,,,,2,BW050,,,,,,,,no,,yes,,,,,,,,
1.2.2020,first,Butterworks,27,crescent,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
1.2.2020,first,Butterworks,28,peace,LH,,,,,,,,,8,,,,,,,,,,,,,,,,,,yes,
1.2.2020,first,Butterworks,28,peace,LF,sa,yes2,,,,,,,2,BW051,,,,,,,,no,,yes,,,,,,,,
1.2.2020,first,Butterworks,28,peace,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
1.2.2020,first,Butterworks,28,peace,RF,,,,,,,,,8,,,,,,,,,,,,,,,,,,yes,minor
1.2.2020,first,Butterworks,29,bon,LH,strep,yes27,cns,yes27,,,,,27,BW054,BW055,,,,,,,yes,,yes,,,,,,,,
1.2.2020,first,Butterworks,29,bon,LF,,,,,,,,,4,,,,,,,,,,,,,,,,,,,
1.2.2020,first,Butterworks,29,bon,RH,yeast,yes2,,,,,,,2,BW052,,,,,,,,no,,yes,,,,,,,,
1.2.2020,first,Butterworks,29,bon,RF,cns,yes2,,,,,,,2,BW053,,,,,,,,no,,yes,,,,,,,,
1.2.2020,first,Butterworks,30,applecore,LH,sa,yes2,,,,,,,2,BW056,,,,,,,,no,,yes,,,,,,,,
1.2.2020,first,Butterworks,30,applecore,LF,,,,,,,,,6,,,,,,,,,,,,,,,,,,,
1.2.2020,first,Butterworks,30,applecore,RH,sa,yes2,,,,,,,2,BW057,,,,,,,,no,,yes,,,,,,,,
1.2.2020,first,Butterworks,30,applecore,RF,sa,yes2,,,,,,,2,BW058,,,,,,,,no,,yes,,,,,,,,
1.2.2020,first,Butterworks,31,chipotle,LH,cns,yes2,,,,,,,2,BW059,,,,,,,,no,,yes,,,,,,,,
1.2.2020,first,Butterworks,31,chipotle,LF,cns,yes2,,,,,,,2,BW060,,,,,,,,no,,yes,,,,,,,,
1.2.2020,first,Butterworks,31,chipotle,RH,,,,,,,,,8,,,,,,,,,,,,,,,,,,yes,
1.2.2020,first,Butterworks,31,chipotle,RF,cns,yes2,,,,,,,2,BW061,,,,,,,,no,,yes,,,,,,,,
1.2.2020,first,Butterworks,32,lilac,LH,,,,,,,,,6,,,,,,,,,,,,,,,,,,,
1.2.2020,first,Butterworks,32,lilac,LF,,,,,,,,,6,,,,,,,,,,,,,,,,,,,
1.2.2020,first,Butterworks,32,lilac,RH,sa,yes2,,,,,,,2,BW062,,,,,,,,no,,yes,,,,,,,,
1.2.2020,first,Butterworks,32,lilac,RF,,,,,,,,,7,,,,,,,,,,,,,,,,,,,
1.2.2020,first,Butterworks,33,plantain,LH,cns,yes2,,,,,,,2,BW063,,,,,,,,no,,yes,,,,,,,,
1.2.2020,first,Butterworks,33,plantain,LF,sa,yes2,,,,,,,2,BW064,,,,,,,,no,,yes,,,,,,,,
1.2.2020,first,Butterworks,33,plantain,RH,,,,,,,,,8,,,,,,,,,,,,,,,,,,yes,
1.2.2020,second,Butterworks,33,plantain,RF,strep,yes27,corynebac,yes27,,,,,27,BW065,BW066,,,,,,,yes,,yes,,,,,,,,
2.4.2020,second,Butterworks,1,masala,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,1,masala,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,1,masala,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,1,masala,RF,cns,yes1,,,,,,,1,BW071,,,,,,,,no,,yes,,,,,,,,
2.4.2020,second,Butterworks,2,strawberry,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,2,strawberry,LF,,,,,,,,,5,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,2,strawberry,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,2,strawberry,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,3,muffin,LH,cns,yes2,,,,,,,2,BW072,,,,,,,,no,,yes,,,,,,,,
2.4.2020,second,Butterworks,3,muffin,LF,,,,,,,,,5,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,3,muffin,RH,cns,yes2,,,,,,,2,BW073,,,,,,,,no,,yes,,,,,,,,
2.4.2020,second,Butterworks,3,muffin,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,4,mango,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,4,mango,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,4,mango,RH,,,,,,,,,5,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,4,mango,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,5,pomme,LH,,,,,,,,,5,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,5,pomme,LF,cns,yes1,,,,,,,1,BW074,,,,,,,,no,,yes,,,,,,,,
2.4.2020,second,Butterworks,5,pomme,RH,strep,yes27,cns,yes27,,,,,27,BW075,BW076,,,,,,,yes,,yes,,,,,,,,
2.4.2020,second,Butterworks,5,pomme,RF,,,,,,,,,5,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,6,noel,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,6,noel,LF,cns,yes2,,,,,,,2,BW077,,,,,,,,no,,yes,,,,,,,,
2.4.2020,second,Butterworks,6,noel,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,6,noel,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,7,pearl,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,7,pearl,LF,,,,,,,,,5,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,7,pearl,RH,,,,,,,,,5,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,7,pearl,RF,cns,yes2,,,,,,,2,BW078,,,,,,,,no,,yes,,,,,,,,
2.4.2020,second,Butterworks,8,happiness,LH,,,,,,,,,16,,,,,,yes,,,,,,,,,,,,,
2.4.2020,second,Butterworks,8,happiness,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,8,happiness,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,8,happiness,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,9,wildcucumber,LH,cns,yes21,,,,,,,21,BW079,,,,,,,,no,,yes,,,,,,,,
2.4.2020,second,Butterworks,9,wildcucumber,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,9,wildcucumber,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,9,wildcucumber,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,10,blackberry,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,10,blackberry,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,10,blackberry,RH,,,,,,,,,5,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,10,blackberry,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,11,rhubarb,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,11,rhubarb,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,11,rhubarb,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,11,rhubarb,RF,cns,yes2,,,,,,,2,BW080,,,,,,,,no,,yes,,,,,,,,
2.4.2020,second,Butterworks,12,snowball,LH,strep,yes2,,,,,,,2,BW081,,,,,,,,no,,yes,,,,,,,,
2.4.2020,second,Butterworks,12,snowball,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,12,snowball,RH,cns,yes2,cns,other18,,,,,2,BW082,BW083,,,,,,,tbd,,yes,,,,,,,,
2.4.2020,second,Butterworks,12,snowball,RF,cns,yes2,,,,,,,2,BW070,,,,,,,,no,,yes,,,,,,,,
2.4.2020,second,Butterworks,13,nebula,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,13,nebula,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,13,nebula,RH,cns,yes2,,,,,,,2,BW084,,,,,,,,no,,yes,,,,,,,,
2.4.2020,second,Butterworks,13,nebula,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,14,joy,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,14,joy,LF,,,,,,,,,5,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,14,joy,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,14,joy,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,15,mustard,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,15,mustard,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,15,mustard,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,15,mustard,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,16,hawthorn,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,16,hawthorn,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,16,hawthorn,RH,cns,yes2,,,,,,,2,BW085,,,,,,,,no,,yes,,,,,,,,
2.4.2020,second,Butterworks,16,hawthorn,RF,,,,,,,,,5,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,17,nona,LH,,,,,,,,,5,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,17,nona,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,17,nona,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,17,nona,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,18,marjoram,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,18,marjoram,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,18,marjoram,RH,cns,yes2,,,,,,,2,BW086,,,,,,,,no,,yes,,,,,,,,
2.4.2020,second,Butterworks,18,marjoram,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,19,nazareth,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,19,nazareth,LF,cns,yes2,,,,,,,2,BW087,,,,,,,,no,,yes,,,,,,,,
2.4.2020,second,Butterworks,19,nazareth,RH,,,,,,,,,5,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,19,nazareth,RF,cns,yes2,,,,,,,2,BW088,,,,,,,,no,,yes,,,,,,,,
2.4.2020,second,Butterworks,20,manzana,LH,cns,yes2,,,,,,,2,BW089,,,,,,,,no,,yes,,,,,,,,
2.4.2020,second,Butterworks,20,manzana,LF,sa,yes2,,,,,,,2,BW090,,,,,,,,no,,yes,,,,,,,,
2.4.2020,second,Butterworks,20,manzana,RH,cns,yes2,,,,,,,2,BW091,,,,,,,,no,,yes,,,,,,,,
2.4.2020,second,Butterworks,20,manzana,RF,cns,yes2,,,,,,,2,BW092,,,,,,,,no,,yes,,,,,,,,
2.4.2020,second,Butterworks,21,avocado,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,21,avocado,LF,,,,,,,,,13,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,21,avocado,RH,cns,yes2,,,,,,,2,BW093,,,,,,,,no,,yes,,,,,,,,
2.4.2020,second,Butterworks,21,avocado,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,22,aurora,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,22,aurora,LF,,,,,,,,,10,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,22,aurora,RH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,22,aurora,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,23,love,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,23,love,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,23,love,RH,,,,,,,,,4,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,23,love,RF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,24,nellie,LH,cns,yes2,,,,,,,2,BW094,,,,,,,,no,,yes,,,,,,,,
2.4.2020,second,Butterworks,24,nellie,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,24,nellie,RH,cns,yes29,,,,,,,29,BW097,,,,,,,,no,,yes,,,,,,,,
2.4.2020,second,Butterworks,24,nellie,RF,strep,yes27,cns,yes27,,,,,27,BW095,BW096,,,,,,,no,,yes,,,,,,,,
2.4.2020,second,Butterworks,25,jolene,LH,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,25,jolene,LF,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,25,jolene,RH,,,,,,,,,5,,,,,,,,,,,,,,,,,,,
2.4.2020,second,Butterworks,25,jolene,RF,cns,yes2,,,,,,,2,BW098,,,,,,,,no,,yes,,,,,,,,
2.4.2020,second,Butterworks,26,melissa,LH,cns,,,,,,,,9,BW114,,,,,,,,,yes,no,,,,,,,,
2.4.2020,second,Butterworks,26,melissa,LF,,,,,,,,,14,,,,,,,,,,yes,,,,,,,,,
2.4.2020,second,Butterworks,26,melissa,RH,,,,,,,,,15,,,,,,,,,,yes,,,,,,,,,
